K,m,v,q
10875622,123680-01,5569,1
10876030,100610-70,5570,1
10876150,123590-01,5571,1
10876150,123590-01,5572,1
10876150,123590-01,5573,1
10876350,111700-09,5574,1
10877853,100630-10,5575,1
10878165,100630-10,5576,1
10879258,123530-05,5577,1
10879598,111120-07,5578,1
10879645,111230-06,5579,1
10879645,111230-06,5580,1
10879645,111260-01,5581,1
10879792,111990-01,5582,1
10879792,111990-01,5583,1
10879792,111990-02,5584,1
10880355,111190-01,5585,1
10880361,111990-01,5586,1
10880361,111990-01,5587,1
10880361,111990-02,5588,1
10880595,111230-06,5589,1
10880595,111230-06,5590,1
10880655,123410-15,5591,1
10881244,124270-02,5592,1
10881802,135150-02,5593,1
10882693,111190-01,5594,1
10882701,111190-01,5595,1
10882727,111120-07,5596,1
10882870,111230-06,5597,1
10882870,111230-06,5598,1
10883963,123530-05,5599,1
10883963,123530-05,5600,1
10883963,123530-05,5601,1
10884067,151560-04,5602,1
10884342,134130-31,5603,1
10884342,134130-32,5604,1
10884553,151450-01,5605,1
10885120,124270-01,5606,1
10885216,124930-05,5607,1
10885356,124930-22,5608,1
10885356,124930-22,5609,1
10885359,124930-05,5610,1
10885359,124930-05,5611,1
10885359,124930-05,5612,1
10885359,124930-05,5613,1
10885359,124930-05,5614,1
10885359,124930-05,5615,1
10885359,124930-05,5616,1
10885359,124930-05,5617,1
10885359,124930-13,5618,1
10885359,124930-13,5619,1
10885359,124930-13,5620,1
10885359,124930-13,5621,1
10885359,124930-13,5622,1
10885359,124930-13,5623,1
10885359,124930-13,5624,1
10885359,124930-13,5625,1
10885359,124930-13,5626,1
10885359,124930-13,5627,1
10885359,124930-17,5628,1
10885359,124930-17,5629,1
10885359,124930-17,5630,1
10885359,124930-17,5631,1
10885359,124930-17,5632,1
10885359,124930-17,5633,1
10885359,124930-17,5634,1
10885359,124930-17,5635,1
10885359,124930-17,5636,1
10885359,124930-17,5637,1
10885359,124930-50,5638,1
10885359,124930-50,5639,1
10885359,124930-50,5640,1
10885359,124930-50,5641,1
10885359,124930-50,5642,1
10885359,124930-50,5643,1
10885359,124930-50,5644,1
10885359,124930-50,5645,1
10885359,124930-50,5646,1
10885359,124930-50,5647,1
10885359,124930-54,5648,1
10885359,124930-54,5649,1
10885359,124930-54,5650,1
10885359,124930-54,5651,1
10885359,124930-54,5652,1
10885359,124930-54,5653,1
10885359,124930-54,5654,1
10885359,124930-70,5655,1
10885359,124930-70,5656,1
10885359,124930-70,5657,1
10885359,124930-70,5658,1
10885359,124930-70,5659,1
10885359,124930-70,5660,1
10885359,124930-70,5661,1
10885359,124930-70,5662,1
10885359,124930-70,5663,1
10885359,124930-70,5664,1
10885359,124930-70,5665,1
10885359,124930-70,5666,1
10885359,124930-70,5667,1
10885359,124930-70,5668,1
10885360,124930-12,5669,1
10885360,124930-12,5670,1
10885360,124930-12,5671,1
10885360,124930-12,5672,1
10885360,124930-12,5673,1
10885360,124930-12,5674,1
10885360,124930-12,5675,1
10885360,124930-12,5676,1
10885360,124930-12,5677,1
10885360,124930-12,5678,1
10885360,124930-12,5679,1
10885360,124930-12,5680,1
10885360,124930-12,5681,1
10885360,124930-12,5682,1
10885360,124930-12,5683,1
10885360,124930-12,5684,1
10885360,124930-12,5685,1
10885360,124930-12,5686,1
10885360,124930-12,5687,1
10885360,124930-12,5688,1
10885360,124930-12,5689,1
10885360,124930-12,5690,1
10885360,124930-12,5691,1
10885360,124930-12,5692,1
10885360,124930-12,5693,1
10885360,124930-12,5694,1
10885360,124930-12,5695,1
10885360,124930-12,5696,1
10885360,124930-13,5697,1
10885360,124930-13,5698,1
10885360,124930-13,5699,1
10885360,124930-13,5700,1
10885360,124930-13,5701,1
10885360,124930-13,5702,1
10885360,124930-13,5703,1
10885360,124930-13,5704,1
10885360,124930-13,5705,1
10885360,124930-13,5706,1
10885360,124930-13,5707,1
10885360,124930-13,5708,1
10885360,124930-13,5709,1
10885360,124930-13,5710,1
10885360,124930-13,5711,1
10885360,124930-13,5712,1
10885360,124930-13,5713,1
10885360,124930-13,5714,1
10885360,124930-13,5715,1
10885360,124930-13,5716,1
10885360,124930-13,5717,1
10885360,124930-13,5718,1
10885360,124930-13,5719,1
10885360,124930-13,5720,1
10885360,124930-13,5721,1
10885360,124930-13,5722,1
10885360,124930-13,5723,1
10885360,124930-13,5724,1
10885360,124930-17,5725,1
10885360,124930-17,5726,1
10885360,124930-17,5727,1
10885360,124930-17,5728,1
10885360,124930-17,5729,1
10885360,124930-17,5730,1
10885360,124930-17,5731,1
10885360,124930-17,5732,1
10885360,124930-17,5733,1
10885360,124930-17,5734,1
10885360,124930-17,5735,1
10885360,124930-17,5736,1
10885360,124930-17,5737,1
10885360,124930-17,5738,1
10885360,124930-17,5739,1
10885360,124930-17,5740,1
10885360,124930-17,5741,1
10885360,124930-17,5742,1
10885360,124930-17,5743,1
10885360,124930-17,5744,1
10885360,124930-17,5745,1
10885360,124930-17,5746,1
10885360,124930-17,5747,1
10885360,124930-30,5748,1
10885360,124930-70,5749,1
10885360,124930-70,5750,1
10885858,111190-01,5751,1
10885858,111190-01,5752,1
10885858,111190-01,5753,1
10885858,111190-03,5754,1
10885858,111190-03,5755,1
10886087,123410-15,5756,1
10886281,135090-16,5757,1
10886429,134130-05,5758,1
10886429,134130-41,5759,1
10886932,134130-36,5760,1
10886942,135090-20,5761,1
10888863,135090-16,5762,1
10890580,135100-04,5763,1
10891286,134130-24,5764,1
10891299,134130-24,5765,1
10891464,134130-24,5766,1
10891689,123510-05,5767,1
10892041,134130-05,5768,1
10892062,134130-05,5769,1
10892063,134130-05,5770,1
10892089,134130-03,5771,1
10892189,136040-21,5772,1
10892252,135090-16,5773,1
10892252,135090-20,5774,1
10892276,135130-22,5775,1
10892309,135090-20,5776,1
10892636,134130-24,5777,1
10892643,134130-24,5778,1
10892650,134130-24,5779,1
10892688,134130-01,5780,1
10892737,134130-03,5781,1
10892741,134130-04,5782,1
10892794,134130-41,5783,1
10892801,134130-05,5784,1
10892801,134130-41,5785,1
10892821,134130-05,5786,1
10892839,134130-05,5787,1
10892844,134130-05,5788,1
10893002,134130-02,5789,1
10895454,135130-22,5790,1
10897133,134130-05,5791,1
10897500,123400-15,5792,1
10897900,134130-08,5793,1
10898158,134130-05,5794,1
10898191,134130-05,5795,1
10898230,134130-05,5796,1
10898271,134130-40,5797,1
10898276,134130-03,5798,1
10898276,134130-40,5799,1
10898281,134130-40,5800,1
10898281,134130-41,5801,1
10898339,135120-08,5802,1
10898339,135130-18,5803,1
10898463,134130-40,5804,1
10898463,134130-41,5805,1
10898899,111180-01,5806,1
10898908,123410-15,5807,1
10899264,123590-01,5808,1
10899264,123590-08,5809,1
10899388,111230-05,5810,1
10899626,123580-02,5811,1
10899840,100660-01,5812,1
10899840,100660-01,5813,1
10900960,111500-02,5814,1
10902186,100470-06,5815,1
10902462,124600-06,5816,1
10902547,123350-83,5817,1
10903141,123510-02,5818,1
10903414,111230-06,5819,1
10903414,111230-06,5820,1
10903975,100650-02,5821,1
10903978,100610-50,5822,1
10903978,100610-50,5823,1
10904146,111640-03,5824,1
10904146,111640-08,5825,1
10904266,123680-01,5826,1
10904886,123590-06,5827,1
10904945,123520-07,5828,1
10904945,123520-07,5829,1
10905730,162010-03,5830,1
10905871,123020-03,5831,1
10905902,100610-10,5832,1
10905902,100610-10,5833,1
10905997,100610-50,5834,1
10905997,100610-50,5835,1
10905997,100610-50,5836,1
10905997,100610-50,5837,1
10906384,124600-12,5838,1
10906494,100660-01,5839,1
10906494,100660-01,5840,1
10906640,124600-10,5841,1
10907717,100610-50,5842,1
10907717,100610-50,5843,1
10907717,100610-50,5844,1
10908079,162010-08,5845,1
10908080,124600-10,5846,1
10908376,100600-01,5847,1
10908526,123520-15,5848,1
10908751,123530-02,5849,1
10909004,111230-16,5850,1
10909073,134130-05,5851,1
10909086,123020-73,5852,1
10909437,134130-40,5853,1
10909437,134130-41,5854,1
10909513,134130-40,5855,1
10909513,134130-41,5856,1
10909520,123680-01,5857,1
10909646,100680-10,5858,1
10909646,100680-10,5859,1
10909676,111230-06,5860,1
10910006,123680-14,5861,1
10910461,110980-01,5862,1
10910461,110980-01,5863,1
10910547,111120-07,5864,1
10910610,123680-08,5865,1
10910610,123680-09,5866,1
10910669,124930-70,5867,1
10910669,124930-70,5868,1
10910678,135150-03,5869,1
10910721,134130-35,5870,1
10910770,124930-12,5871,1
10910770,124930-12,5872,1
10910770,124930-13,5873,1
10910770,124930-13,5874,1
10910770,124930-17,5875,1
10910770,124930-17,5876,1
10910770,124930-17,5877,1
10910770,124930-17,5878,1
10910770,124930-17,5879,1
10910770,124930-17,5880,1
10910770,124930-17,5881,1
10910770,124930-17,5882,1
10910770,124930-17,5883,1
10910770,124930-17,5884,1
10910770,124930-17,5885,1
10910770,124930-17,5886,1
10910770,124930-17,5887,1
10910770,124930-17,5888,1
10910770,124930-17,5889,1
10910770,124930-17,5890,1
10910872,111990-01,5891,1
10910877,111990-01,5892,1
10910877,111990-01,5893,1
10911052,111240-06,5894,1
10911086,134130-05,5895,1
10911158,134130-05,5896,1
10911159,123680-05,5897,1
10911159,123680-23,5898,1
10911160,123580-01,5899,1
10911161,134130-05,5900,1
10911162,134130-05,5901,1
10911163,134130-05,5902,1
10911164,134130-05,5903,1
10911165,134130-05,5904,1
10911214,100450-26,5905,1
10911219,100450-26,5906,1
10911220,100450-26,5907,1
10911524,111800-01,5908,1
10911547,134130-05,5909,1
10911548,134130-05,5910,1
10911723,100610-70,5911,1
10911789,123590-05,5912,1
10912755,124270-02,5913,1
10912755,124270-02,5914,1
10912789,134130-05,5915,1
10912807,134130-05,5916,1
10912826,100710-30,5917,1
10912826,100710-30,5918,1
10912862,134130-05,5919,1
10912864,134130-05,5920,1
10912865,134130-05,5921,1
10913078,123590-05,5922,1
10913150,111580-04,5923,1
10913351,111240-06,5924,1
10913474,100610-70,5925,1
10913703,123680-14,5926,1
10913865,111230-06,5927,1
10913865,111230-06,5928,1
10913865,111260-01,5929,1
10913865,111260-01,5930,1
10913867,111580-07,5931,1
10913974,124270-01,5932,1
10914252,134130-02,5933,1
10914505,123530-05,5934,1
10914597,111180-09,5935,1
10914597,111190-01,5936,1
10914597,111190-01,5937,1
10914597,111190-01,5938,1
10914597,111190-03,5939,1
10914597,111190-03,5940,1
10915165,100650-01,5941,1
10915393,111190-01,5942,1
10915393,111190-01,5943,1
10915393,111190-01,5944,1
10915393,111190-03,5945,1
10915474,124270-01,5946,1
10915506,100450-26,5947,1
10915584,134130-31,5948,1
10915584,134130-32,5949,1
10915644,123080-11,5950,1
10915729,111350-16,5951,1
10916088,123080-15,5952,1
10916095,124500-03,5953,1
10916742,111120-07,5954,1
10916749,134130-08,5955,1
10916749,134130-08,5956,1
10916812,100610-50,5957,1
10916812,100610-50,5958,1
10916812,100610-50,5959,1
10916953,124970-60,5960,1
10917022,111700-09,5961,1
10917305,135150-10,5962,1
10917305,135150-12,5963,1
10917305,135150-16,5964,1
10917306,135150-10,5965,1
10917306,135150-12,5966,1
10917307,135150-10,5967,1
10917307,135150-12,5968,1
10917308,135150-10,5969,1
10917308,135150-12,5970,1
10917555,123580-01,5971,1
10917556,123580-01,5972,1
10917828,100680-10,5973,1
10917883,135150-06,5974,1
10917883,135150-15,5975,1
10917950,123680-14,5976,1
10917989,123580-01,5977,1
10918155,135090-16,5978,1
10918245,135150-07,5979,1
10918248,135150-07,5980,1
10918249,135150-07,5981,1
10918250,135150-07,5982,1
10918403,100610-70,5983,1
10918670,134130-35,5984,1
10919480,123680-01,5985,1
10919667,111350-14,5986,1
10919667,111350-16,5987,1
10919667,111350-17,5988,1
10919667,111400-03,5989,1
10919669,111350-16,5990,1
10919669,111350-16,5991,1
10919669,111400-03,5992,1
10919680,111350-16,5993,1
10919680,111350-17,5994,1
10919680,111400-03,5995,1
10919740,123540-14,5996,1
10919740,123680-14,5997,1
10919846,100710-30,5998,1
10919856,124930-52,5999,1
10919856,124930-52,6000,1
10919904,100650-01,6001,1
10919904,100660-01,6002,1
10919906,100630-10,6003,1
10920216,111350-14,6004,1
10920216,111350-16,6005,1
10920216,111350-17,6006,1
10920289,111350-16,6007,1
10920293,100610-10,6008,1
10920293,100610-50,6009,1
10920294,100610-70,6010,1
10920323,124950-15,6011,1
10920323,124950-15,6012,1
10920403,100610-10,6013,1
10920404,100610-70,6014,1
10920411,111350-16,6015,1
10920411,111350-17,6016,1
10920431,111350-16,6017,1
10920432,111350-16,6018,1
10920464,111190-01,6019,1
10920816,100610-70,6020,1
10921182,111230-06,6021,1
10921365,135150-02,6022,1
10921365,135150-06,6023,1
10921541,100470-06,6024,1
10923363,124870-05,6025,1
10923363,124870-05,6026,1
10923574,123680-01,6027,1
10923977,111230-06,6028,1
10924463,111350-17,6029,1
10924476,135150-06,6030,1
10924477,135150-15,6031,1
10924478,135150-17,6032,1
10924559,123530-01,6033,1
10924559,123530-01,6034,1
10925065,135150-02,6035,1
10925065,135150-17,6036,1
10925066,135150-02,6037,1
10925066,135150-17,6038,1
10925067,135150-02,6039,1
10925067,135150-07,6040,1
10925083,124970-62,6041,1
10925234,135150-15,6042,1
10925235,135150-15,6043,1
10925236,135150-17,6044,1
10925237,135150-15,6045,1
10925238,135150-15,6046,1
10925239,111350-16,6047,1
10925289,135150-06,6048,1
10925289,135150-15,6049,1
10925529,124860-06,6050,1
10925544,124930-05,6051,1
10925745,111230-06,6052,1
10925794,134130-41,6053,1
10926074,111350-16,6054,1
10926075,111350-16,6055,1
10926141,111190-01,6056,1
10926250,135150-02,6057,1
10926250,135150-06,6058,1
10926250,135150-17,6059,1
10926338,123680-18,6060,1
10926594,111120-07,6061,1
10926763,111820-02,6062,1
10926924,124600-12,6063,1
10927020,123510-02,6064,1
10927209,124600-04,6065,1
10927209,124600-06,6066,1
10927241,100680-10,6067,1
10927247,135120-16,6068,1
10927249,135120-07,6069,1
10927280,135120-08,6070,1
10927284,100450-26,6071,1
10927550,100600-01,6072,1
10928022,136040-18,6073,1
10928023,136040-18,6074,1
10928109,100710-20,6075,1
10928117,124270-01,6076,1
10928130,100710-20,6077,1
10928131,100600-01,6078,1
10928189,124930-05,6079,1
10928450,123530-05,6080,1
10928472,135100-04,6081,1
10928540,135150-15,6082,1
10928540,135150-17,6083,1
10928541,135150-10,6084,1
10928545,135150-10,6085,1
10928546,135150-10,6086,1
10928626,135100-08,6087,1
10928626,135100-21,6088,1
10928891,100600-01,6089,1
10928892,100660-01,6090,1
10928962,124860-05,6091,1
10929207,111350-14,6092,1
10929207,111350-16,6093,1
10929207,111350-17,6094,1
10929309,135130-22,6095,1
10929465,135150-07,6096,1
10929473,135150-07,6097,1
10929477,135150-07,6098,1
10929479,123020-03,6099,1
10929601,134130-08,6100,1
10929601,134130-40,6101,1
10929612,135100-03,6102,1
10929668,135100-03,6103,1
10929669,135100-03,6104,1
10929941,100600-01,6105,1
10931353,135090-15,6106,1
10931354,135090-15,6107,1
10931438,111350-16,6108,1
10931524,135120-07,6109,1
10931526,135120-15,6110,1
10931527,111680-01,6111,1
10931527,111680-01,6112,1
10931687,135120-08,6113,1
10931689,135120-08,6114,1
10932042,123020-73,6115,1
10932088,111820-02,6116,1
10932094,123600-01,6117,1
10932094,123600-01,6118,1
10932100,111820-02,6119,1
10932828,135100-21,6120,1
10932973,123020-30,6121,1
10932976,123530-05,6122,1
10933001,136040-18,6123,1
10933002,136040-18,6124,1
10933118,135100-03,6125,1
10933119,135100-03,6126,1
10933162,100680-10,6127,1
10933209,111820-02,6128,1
10933209,111820-02,6129,1
10933209,111820-02,6130,1
10933209,111820-02,6131,1
10933222,135130-25,6132,1
10933240,111990-01,6133,1
10933328,111990-01,6134,1
10933328,111990-02,6135,1
10933382,111190-03,6136,1
10933405,123530-05,6137,1
10933552,135150-12,6138,1
10933615,111350-16,6139,1
10933615,111350-17,6140,1
10933615,111400-03,6141,1
10933616,111350-14,6142,1
10933616,111350-16,6143,1
10933616,111350-17,6144,1
10933616,111400-03,6145,1
10933617,111350-16,6146,1
10933617,111350-17,6147,1
10933617,111400-03,6148,1
10933714,123530-01,6149,1
10933743,123080-12,6150,1
10933743,123080-06,6151,1
10933769,124260-01,6152,1
10933769,124260-01,6153,1
10933792,123680-01,6154,1
10933820,111350-16,6155,1
10933848,100600-01,6156,1
10933892,123080-12,6157,1
10933892,123080-06,6158,1
10933893,123080-12,6159,1
10933893,123080-06,6160,1
10933896,123580-01,6161,1
10933907,100470-06,6162,1
10933957,111230-06,6163,1
10933957,111230-06,6164,1
10933957,111260-01,6165,1
10933957,111260-02,6166,1
10933957,111260-02,6167,1
10934304,135150-07,6168,1
10934390,111190-01,6169,1
10934390,111190-01,6170,1
10934390,111190-01,6171,1
10934414,100630-30,6172,1
10934415,100630-30,6173,1
10934610,111230-06,6174,1
10934610,111230-06,6175,1
10934610,111260-01,6176,1
10934613,111030-07,6177,1
10934623,100660-01,6178,1
10934624,100600-01,6179,1
10934834,124270-01,6180,1
10935765,100680-10,6181,1
10935951,111500-01,6182,1
10935967,111230-05,6183,1
10936031,124270-02,6184,1
10936061,111230-06,6185,1
10936061,111230-06,6186,1
10936061,111230-16,6187,1
10936061,111230-16,6188,1
10936188,111190-01,6189,1
10936212,123530-05,6190,1
10936252,100680-10,6191,1
10936375,100630-20,6192,1
10936376,100600-01,6193,1
10936376,100630-10,6194,1
10936378,100630-30,6195,1
10936412,124930-05,6196,1
10936571,134130-08,6197,1
10936571,134130-40,6198,1
10936605,111350-16,6199,1
10936737,135100-21,6200,1
10936737,135100-21,6201,1
10936847,123350-80,6202,1
10936914,123590-01,6203,1
10936914,123590-08,6204,1
10936929,100660-01,6205,1
10936951,100710-20,6206,1
10937283,123470-31,6207,1
10937401,110980-01,6208,1
10937401,110980-01,6209,1
10937401,110980-01,6210,1
10937407,111190-01,6211,1
10938051,123520-17,6212,1
10938590,111190-01,6213,1
10938590,111190-01,6214,1
10938590,111190-01,6215,1
10938777,110980-01,6216,1
10938777,110980-01,6217,1
10938777,110980-01,6218,1
10938777,110980-01,6219,1
10938777,110980-02,6220,1
10938777,110980-02,6221,1
10938777,110980-02,6222,1
10938778,110980-01,6223,1
10938778,110980-01,6224,1
10938778,110980-01,6225,1
10938778,110980-01,6226,1
10938778,110980-02,6227,1
10938778,110980-02,6228,1
10939424,110980-01,6229,1
10939424,110980-01,6230,1
10939424,110980-01,6231,1
10939424,110980-02,6232,1
10939424,110980-02,6233,1
10939960,123530-03,6234,1
10940125,123530-05,6235,1
10940373,110980-02,6236,1
10940373,110980-02,6237,1
10940639,110980-01,6238,1
10940639,110980-01,6239,1
10940639,110980-01,6240,1
10940639,110980-01,6241,1
10940639,110980-02,6242,1
10940639,110980-02,6243,1
10940639,110980-02,6244,1
10940896,110980-01,6245,1
10940896,110980-01,6246,1
10940896,110980-01,6247,1
10940896,110980-01,6248,1
10941375,110980-01,6249,1
10941375,110980-01,6250,1
10941375,110980-01,6251,1
10941375,110980-02,6252,1
10941932,110980-01,6253,1
10941932,110980-01,6254,1
10941969,123530-05,6255,1
10942238,110980-01,6256,1
10942238,110980-01,6257,1
10942238,110980-01,6258,1
10942238,110980-01,6259,1
10942238,110980-02,6260,1
10942238,110980-02,6261,1
10942238,110980-02,6262,1
10942406,110980-01,6263,1
10942406,110980-01,6264,1
10942406,110980-01,6265,1
10942406,110980-02,6266,1
10942514,123470-31,6267,1
10942643,123530-05,6268,1
10942643,123530-05,6269,1
10943778,111190-01,6270,1
10943778,111190-01,6271,1
10943778,111190-01,6272,1
10945253,123470-31,6273,1
10947846,135100-21,6274,1
10948048,123680-14,6275,1
10948574,123580-02,6276,1
10948639,123580-01,6277,1
10948854,100600-01,6278,1
10949040,100450-26,6279,1
10949083,100680-10,6280,1
10949086,100680-10,6281,1
10949376,111230-06,6282,1
10949401,123530-05,6283,1
10949401,123530-05,6284,1
10949401,123530-05,6285,1
10950502,123020-24,6286,1
10950750,123580-01,6287,1
10951590,111580-07,6288,1
10951890,111190-03,6289,1
10951922,136060-11,6290,1
10951980,134130-01,6291,1
10951981,134130-01,6292,1
10952256,135120-01,6293,1
10952257,135120-01,6294,1
10952258,135120-01,6295,1
10952281,135120-07,6296,1
10952283,135120-07,6297,1
10952284,135120-07,6298,1
10952285,135120-01,6299,1
10952311,100680-10,6300,1
10952312,100680-10,6301,1
10952365,123680-08,6302,1
10952911,135120-15,6303,1
10952912,135120-07,6304,1
10953160,124600-04,6305,1
10953204,111990-01,6306,1
10953204,111990-02,6307,1
10953493,124270-02,6308,1
10953806,110980-01,6309,1
10953806,110980-01,6310,1
10953806,110980-01,6311,1
10953806,110980-01,6312,1
10953806,110980-02,6313,1
10953806,110980-02,6314,1
10953806,110980-02,6315,1
10953884,123580-01,6316,1
10954523,135120-10,6317,1
10954664,134130-05,6318,1
10954750,123580-01,6319,1
10954751,123530-01,6320,1
10954799,111120-07,6321,1
10954824,134130-05,6322,1
10954861,111120-07,6323,1
10954943,124270-01,6324,1
10954945,124270-01,6325,1
10954946,123080-12,6326,1
10955228,100610-10,6327,1
10955228,100700-10,6328,1
10955317,111260-01,6329,1
10955317,111260-02,6330,1
10955317,111260-03,6331,1
10955317,111260-11,6332,1
10955653,134130-08,6333,1
10955653,134130-40,6334,1
10955677,134130-08,6335,1
10955677,134130-40,6336,1
10955721,124270-02,6337,1
10955752,135150-02,6338,1
10955973,123680-20,6339,1
10956034,111190-01,6340,1
10956034,111190-01,6341,1
10956034,111190-01,6342,1
10956034,111190-03,6343,1
10956077,100450-26,6344,1
10956277,111500-01,6345,1
10956457,123510-02,6346,1
10956764,100610-50,6347,1
10956764,100610-50,6348,1
10956764,100610-50,6349,1
10956764,100610-50,6350,1
10956764,100700-10,6351,1
10956768,100660-01,6352,1
10956768,100660-01,6353,1
10956782,100650-01,6354,1
10956893,123510-03,6355,1
10957089,111230-06,6356,1
10957323,134130-08,6357,1
10957323,134130-40,6358,1
10957378,123410-15,6359,1
10957378,123410-15,6360,1
10957381,123580-01,6361,1
10957421,123590-01,6362,1
10957421,123590-08,6363,1
10957683,111470-05,6364,1
10957723,123510-03,6365,1
10958104,110980-01,6366,1
10958104,110980-01,6367,1
10958289,111120-07,6368,1
10958586,100450-26,6369,1
10958703,134130-08,6370,1
10958703,134130-40,6371,1
10958750,123580-01,6372,1
10959293,135100-21,6373,1
10960180,134130-05,6374,1
10960756,100680-10,6375,1
10961036,123520-07,6376,1
10961036,123520-07,6377,1
10961107,110980-01,6378,1
10961107,110980-01,6379,1
10961107,110980-01,6380,1
10961107,110980-03,6381,1
10961214,123580-02,6382,1
10961214,123580-02,6383,1
10961367,135120-16,6384,1
10961648,110980-01,6385,1
10961648,110980-01,6386,1
10961648,110980-01,6387,1
10961648,110980-01,6388,1
10961648,110980-01,6389,1
10961648,110980-02,6390,1
10961648,110980-02,6391,1
10961690,135130-38,6392,1
10961769,134130-35,6393,1
10962223,123020-24,6394,1
10962482,124270-01,6395,1
10962482,111040-01,6396,1
10962625,111990-01,6397,1
10962818,111990-01,6398,1
10962818,111990-01,6399,1
10962819,111990-01,6400,1
10962823,100600-01,6401,1
10962848,124600-10,6402,1
10962859,123580-01,6403,1
10962860,111990-01,6404,1
10962860,111990-01,6405,1
10962861,111990-01,6406,1
10962861,111990-01,6407,1
10962862,111990-01,6408,1
10962864,111990-01,6409,1
10962876,111990-01,6410,1
10962909,123580-02,6411,1
10962926,111990-01,6412,1
10962926,111990-01,6413,1
10962929,111990-01,6414,1
10962945,124600-12,6415,1
10962981,124600-10,6416,1
10963003,111990-01,6417,1
10963003,111990-01,6418,1
10963005,111990-01,6419,1
10963006,111990-01,6420,1
10963007,111990-01,6421,1
10963007,111990-01,6422,1
10963008,111990-01,6423,1
10963008,111990-01,6424,1
10963010,111990-01,6425,1
10963011,111990-01,6426,1
10963012,111990-01,6427,1
10963013,111990-01,6428,1
10963013,111990-01,6429,1
10963014,111990-01,6430,1
10963014,111990-01,6431,1
10963015,111990-01,6432,1
10963117,111700-09,6433,1
10963393,124270-02,6434,1
10963394,124270-01,6435,1
10963482,123580-01,6436,1
10963483,123580-01,6437,1
10963592,135150-10,6438,1
10963671,111230-06,6439,1
10963671,111260-01,6440,1
10963683,123580-02,6441,1
10963700,123080-12,6442,1
10963700,123080-06,6443,1
10963780,111260-01,6444,1
10963782,111990-02,6445,1
10963785,111990-02,6446,1
10963786,111990-02,6447,1
10964201,135120-16,6448,1
10964657,151310-02,6449,1
10964658,151310-02,6450,1
10964659,151310-02,6451,1
10964670,151310-02,6452,1
10964671,151310-02,6453,1
10964892,100630-20,6454,1
10964918,135120-14,6455,1
10964982,134130-05,6456,1
10965001,100600-01,6457,1
10965002,100600-01,6458,1
10965003,100600-01,6459,1
10965013,111640-03,6460,1
10965128,100600-01,6461,1
10965396,134130-28,6462,1
10965631,100600-01,6463,1
10965645,135120-16,6464,1
10965731,135100-21,6465,1
10965731,135120-07,6466,1
10965899,111230-06,6467,1
10965952,151210-44,6468,1
10965993,135100-21,6469,1
10966051,135120-01,6470,1
10966052,111220-03,6471,1
10966140,123530-05,6472,1
10966140,123530-05,6473,1
10966282,123540-03,6474,1
10966290,135120-15,6475,1
10966557,134130-05,6476,1
10966758,123410-15,6477,1
10966868,100630-30,6478,1
10967111,100470-08,6479,1
10967116,135120-07,6480,1
10967534,135100-21,6481,1
10967534,135120-07,6482,1
10967582,100710-20,6483,1
10967617,111990-01,6484,1
10967650,135120-01,6485,1
10967654,135090-14,6486,1
10967725,100630-30,6487,1
10967726,100630-30,6488,1
10967727,100630-20,6489,1
10967811,123580-01,6490,1
10967816,100680-10,6491,1
10967846,111990-01,6492,1
10968039,135120-07,6493,1
10968114,123680-01,6494,1
10968116,124270-02,6495,1
10968302,100710-10,6496,1
10968478,123580-02,6497,1
10968478,123580-02,6498,1
10968623,134130-05,6499,1
10968805,135120-07,6500,1
10968882,135120-14,6501,1
10968931,100630-10,6502,1
10968933,100630-10,6503,1
10969117,123680-01,6504,1
10969147,123520-07,6505,1
10969278,100450-26,6506,1
10969391,100600-01,6507,1
10969469,100710-10,6508,1
10969500,100710-30,6509,1
10969568,134130-05,6510,1
10969576,100710-10,6511,1
10969643,135150-10,6512,1
10969805,111220-03,6513,1
10969806,135150-17,6514,1
10969855,123590-01,6515,1
10969897,100710-10,6516,1
10970162,100710-10,6517,1
10970539,111230-06,6518,1
10970764,111680-01,6519,1
10970764,111680-01,6520,1
10970937,123580-01,6521,1
10970945,111260-01,6522,1
10970945,111260-01,6523,1
10970945,111260-03,6524,1
10970945,111260-11,6525,1
10970945,111260-11,6526,1
10971083,123580-02,6527,1
10971175,123580-02,6528,1
10971175,123580-02,6529,1
10971220,111230-06,6530,1
10971401,111230-06,6531,1
10971757,123680-05,6532,1
10971768,123550-09,6533,1
10971923,135120-08,6534,1
10971923,135130-18,6535,1
10971981,123680-20,6536,1
10972071,123580-02,6537,1
10972289,111190-01,6538,1
10972289,111190-01,6539,1
10972289,111190-01,6540,1
10972740,134130-08,6541,1
10972740,134130-40,6542,1
10973066,110980-02,6543,1
10973066,110980-02,6544,1
10973077,110980-02,6545,1
10973077,110980-02,6546,1
10973676,134130-05,6547,1
10973677,123580-02,6548,1
10974229,135090-14,6549,1
10974555,123080-11,6550,1
10974765,124600-05,6551,1
10974765,124600-05,6552,1
10975022,111120-07,6553,1
10975306,123530-05,6554,1
10975306,123530-05,6555,1
10975347,135120-14,6556,1
10975347,135120-16,6557,1
10975348,135120-07,6558,1
10975622,111230-06,6559,1
10975650,111230-06,6560,1
10975650,111230-06,6561,1
10975650,111260-01,6562,1
10975650,111260-11,6563,1
10975650,111260-11,6564,1
10975739,123410-25,6565,1
10975739,123410-25,6566,1
10975780,123410-15,6567,1
