K,m,v,q
10203546,111150-02,2885,1
10203546,111150-02,2886,1
10203546,111150-02,2887,1
10203546,111150-02,2888,1
10203546,111150-02,2889,1
10203546,111150-02,2890,1
10203546,111150-02,2891,1
10203546,111150-02,2892,1
10203579,110980-01,2893,1
10203579,110980-01,2894,1
10203579,110980-01,2895,1
10203579,110980-01,2896,1
10203579,110980-01,2897,1
10203941,135120-16,2898,1
10203943,135120-07,2899,1
10204003,151210-06,2900,1
10204006,135100-03,2901,1
10204048,136040-18,2902,1
10204069,123520-07,2903,1
10204069,123520-07,2904,1
10204110,135090-01,2905,1
10204126,123020-03,2906,1
10204129,111480-01,2907,1
10204204,124870-05,2908,1
10204247,135100-08,2909,1
10204247,135100-21,2910,1
10204285,111230-16,2911,1
10204410,123410-25,2912,1
10204411,123410-15,2913,1
10204515,123540-03,2914,1
10204515,124270-01,2915,1
10204538,111230-06,2916,1
10204538,111230-06,2917,1
10204609,111640-08,2918,1
10204620,134130-05,2919,1
10204650,111420-11,2920,1
10204651,111420-11,2921,1
10204665,134130-24,2922,1
10204666,111500-01,2923,1
10204699,136040-18,2924,1
10204716,124600-06,2925,1
10204724,135130-22,2926,1
10204724,135130-24,2927,1
10204737,123520-17,2928,1
10204766,123510-05,2929,1
10204780,111640-03,2930,1
10204826,111150-07,2931,1
10204863,135090-09,2932,1
10204878,123410-15,2933,1
10204906,136040-21,2934,1
10204996,123590-08,2935,1
10205079,110980-01,2936,1
10205079,110980-01,2937,1
10205079,110980-01,2938,1
10205079,110980-01,2939,1
10205080,110980-01,2940,1
10205080,110980-01,2941,1
10205104,110980-02,2942,1
10205109,135120-16,2943,1
10205111,135120-07,2944,1
10205163,111260-11,2945,1
10205163,111260-11,2946,1
10205210,123510-02,2947,1
10205211,111260-11,2948,1
10205211,111260-11,2949,1
10205262,135130-33,2950,1
10205284,123510-02,2951,1
10205306,123500-03,2952,1
10205308,123500-01,2953,1
10205375,123550-09,2954,1
10205376,123550-11,2955,1
10205382,111190-01,2956,1
10205499,111190-01,2957,1
10205499,111190-01,2958,1
10205499,111190-01,2959,1
10205499,111190-03,2960,1
10205499,111190-03,2961,1
10205504,123560-01,2962,1
10205509,111190-03,2963,1
10205530,151450-10,2964,1
10205531,151450-10,2965,1
10205532,151450-10,2966,1
10205568,111500-01,2967,1
10205585,123090-01,2968,1
10205591,124860-02,2969,1
10205614,135100-04,2970,1
10205657,111120-07,2971,1
10205732,111190-01,2972,1
10205732,111190-01,2973,1
10205732,111190-01,2974,1
10205732,111190-03,2975,1
10205736,135150-17,2976,1
10205744,135150-10,2977,1
10205764,123410-15,2978,1
10205766,123590-01,2979,1
10205766,123590-02,2980,1
10205766,123590-04,2981,1
10205777,123590-03,2982,1
10205781,123380-03,2983,1
10205781,123380-03,2984,1
10205781,123380-03,2985,1
10205781,123380-03,2986,1
10205781,123380-03,2987,1
10205781,123380-03,2988,1
10205781,123380-03,2989,1
10205781,123380-03,2990,1
10205834,111480-01,2991,1
10205860,100680-10,2992,1
10205941,123410-25,2993,1
10205953,123510-03,2994,1
10205953,123510-03,2995,1
10205956,151450-01,2996,1
10205956,151450-01,2997,1
10205994,123410-15,2998,1
10206050,124950-15,2999,1
10206050,124950-15,3000,1
10206065,123590-06,3001,1
10206132,151450-01,3002,1
10206138,123020-65,3003,1
10206165,123590-06,3004,1
10206165,123590-06,3005,1
10206309,123420-17,3006,1
10206312,111130-11,3007,1
10206313,100600-01,3008,1
10206323,111640-03,3009,1
10206323,111640-08,3010,1
10206386,124930-13,3011,1
10206386,124930-13,3012,1
10206386,124930-17,3013,1
10206386,124930-17,3014,1
10206386,124930-50,3015,1
10206386,124930-50,3016,1
10206475,111990-01,3017,1
10206475,111990-01,3018,1
10206520,135120-12,3019,1
10206570,123540-03,3020,1
10206607,100680-10,3021,1
10206638,111220-12,3022,1
10206641,151450-02,3023,1
10206646,112020-03,3024,1
10206673,111260-02,3025,1
10206673,111260-02,3026,1
10206697,123540-07,3027,1
10206697,123540-08,3028,1
10206724,151040-11,3029,1
10206724,151040-11,3030,1
10206753,123540-10,3031,1
10206768,135090-09,3032,1
10206830,135130-18,3033,1
10206830,135130-19,3034,1
10206862,123530-05,3035,1
10206862,123530-05,3036,1
10206927,134050-01,3037,1
10206928,134050-01,3038,1
10206929,134050-01,3039,1
10206930,134050-01,3040,1
10206947,134130-05,3041,1
10206957,110980-01,3042,1
10206957,110980-01,3043,1
10206957,110980-01,3044,1
10206957,110980-01,3045,1
10206957,111190-01,3046,1
10206957,111190-01,3047,1
10206957,111190-01,3048,1
10206957,111190-03,3049,1
10206957,111190-03,3050,1
10206978,111190-01,3051,1
10206978,111190-01,3052,1
10206978,111190-01,3053,1
10206982,111260-01,3054,1
10206982,111260-03,3055,1
10206982,111260-10,3056,1
10206982,111260-10,3057,1
10207056,123470-20,3058,1
10207069,111480-01,3059,1
10207115,111190-01,3060,1
10207115,111190-01,3061,1
10207115,111190-01,3062,1
10207115,111190-03,3063,1
10207142,111190-01,3064,1
10207142,111190-01,3065,1
10207142,111190-01,3066,1
10207201,111230-06,3067,1
10207201,111230-06,3068,1
10207201,111260-01,3069,1
10207201,111260-11,3070,1
10207201,111260-11,3071,1
10207205,124930-21,3072,1
10207217,111240-12,3073,1
10207384,110980-01,3074,1
10207384,110980-01,3075,1
10207412,123530-09,3076,1
10207412,123530-09,3077,1
10207413,135120-12,3078,1
10207414,135120-12,3079,1
10207415,135120-12,3080,1
10207495,134130-08,3081,1
10207525,123590-01,3082,1
10207525,123590-01,3083,1
10207529,123530-04,3084,1
10207619,123530-02,3085,1
10207671,123530-05,3086,1
10207688,135090-09,3087,1
10207868,110980-01,3088,1
10207868,110980-01,3089,1
10207868,110980-01,3090,1
10207868,110980-01,3091,1
10207868,110980-02,3092,1
10207868,111190-01,3093,1
10207868,111190-01,3094,1
10207868,111190-01,3095,1
10207868,111190-03,3096,1
10207868,111190-03,3097,1
10207870,123530-01,3098,1
10207870,123530-01,3099,1
10207870,123530-04,3100,1
10207893,123530-09,3101,1
10207893,123530-09,3102,1
10207900,100610-70,3103,1
10207903,100680-10,3104,1
10207934,123590-06,3105,1
10207934,123590-06,3106,1
10207964,111260-02,3107,1
10207964,111260-02,3108,1
10207964,111260-03,3109,1
10207977,123470-20,3110,1
10208034,123520-07,3111,1
10208133,135120-08,3112,1
10208154,135130-25,3113,1
10208173,123520-07,3114,1
10208174,111190-01,3115,1
10208174,111190-01,3116,1
10208174,111190-01,3117,1
10208253,111190-01,3118,1
10208253,111190-01,3119,1
10208253,111190-03,3120,1
10208259,124930-05,3121,1
10208278,134130-08,3122,1
10208298,123080-12,3123,1
10208298,123080-06,3124,1
10208326,111150-07,3125,1
10208348,151140-04,3126,1
10208359,111260-11,3127,1
10208359,111260-11,3128,1
10208401,110980-01,3129,1
10208401,110980-01,3130,1
10208401,110980-01,3131,1
10208401,110980-01,3132,1
10208401,110980-02,3133,1
10208401,110980-02,3134,1
10208405,135100-21,3135,1
10208445,111190-01,3136,1
10208445,111190-01,3137,1
10208445,111190-01,3138,1
10208462,124930-70,3139,1
10208462,124930-70,3140,1
10208495,111190-01,3141,1
10208495,111190-01,3142,1
10208495,111190-01,3143,1
10208498,111180-09,3144,1
10208498,111180-12,3145,1
10208498,111180-12,3146,1
10208498,111190-01,3147,1
10208498,123530-05,3148,1
10208599,135100-21,3149,1
10208633,123550-11,3150,1
10208660,111180-13,3151,1
10208708,111190-01,3152,1
10208708,111190-01,3153,1
10208708,111190-01,3154,1
10208708,111190-03,3155,1
10208720,123590-03,3156,1
10208761,135150-17,3157,1
10208776,111240-21,3158,1
10208914,112020-02,3159,1
10208979,110320-04,3160,1
10209005,123530-04,3161,1
10209067,123020-03,3162,1
10209091,111240-06,3163,1
10209280,151210-01,3164,1
10209280,151210-01,3165,1
10209280,151210-01,3166,1
10209280,151210-01,3167,1
10209280,151210-01,3168,1
10209280,151210-02,3169,1
10209280,151210-02,3170,1
10209280,151210-02,3171,1
10209280,151210-06,3172,1
10209280,151210-06,3173,1
10209280,151210-06,3174,1
10209280,151210-51,3175,1
10209280,151210-53,3176,1
10209280,151210-53,3177,1
10209283,151330-05,3178,1
10209283,151330-06,3179,1
10209283,151330-06,3180,1
10209283,151330-06,3181,1
10209283,151330-06,3182,1
10209283,151330-06,3183,1
10209283,151330-08,3184,1
10209283,151330-08,3185,1
10209283,151330-09,3186,1
10209304,140010-01,3187,1
10209306,140010-03,3188,1
10209308,151580-01,3189,1
10209308,151580-01,3190,1
10209363,135120-07,3191,1
10209365,135130-22,3192,1
10209450,124980-01,3193,1
10209463,136040-19,3194,1
10209464,111500-01,3195,1
10209495,110980-01,3196,1
10209495,110980-01,3197,1
10209538,100660-01,3198,1
10209538,100660-01,3199,1
10209547,100680-10,3200,1
10209602,100680-10,3201,1
10209605,123530-01,3202,1
10209605,123530-01,3203,1
10209609,111240-06,3204,1
10209614,100610-70,3205,1
10209615,100710-20,3206,1
10209676,123510-03,3207,1
10209676,123510-03,3208,1
10209771,111190-01,3209,1
10209771,111190-01,3210,1
10209771,111190-01,3211,1
10209801,135120-19,3212,1
10209817,124870-01,3213,1
10209845,111190-01,3214,1
10209845,111190-01,3215,1
10209845,111190-01,3216,1
10209845,111190-01,3217,1
10209891,100680-10,3218,1
10209908,111260-11,3219,1
10209908,111260-11,3220,1
10209914,124930-70,3221,1
10209934,110980-01,3222,1
10209934,110980-01,3223,1
10209934,110980-01,3224,1
10209934,111190-01,3225,1
10209934,111190-03,3226,1
10209942,111600-06,3227,1
10209975,100600-01,3228,1
10210103,134130-03,3229,1
10210141,123520-15,3230,1
10210141,123530-09,3231,1
10210141,123530-09,3232,1
10210143,110980-01,3233,1
10210143,110980-01,3234,1
10210143,110980-01,3235,1
10210143,110980-01,3236,1
10210174,135130-25,3237,1
10210208,124600-06,3238,1
10210209,124600-06,3239,1
10210212,123470-20,3240,1
10210213,123470-20,3241,1
10210213,123470-20,3242,1
10210214,123470-20,3243,1
10210215,123470-20,3244,1
10210215,123470-20,3245,1
10210216,123470-20,3246,1
10210238,123380-03,3247,1
10210240,123520-17,3248,1
10210252,123550-06,3249,1
10210267,111190-01,3250,1
10210267,111190-01,3251,1
10210267,111190-01,3252,1
10210267,111190-03,3253,1
10210267,111190-03,3254,1
10210389,134130-01,3255,1
10210447,135100-21,3256,1
10210447,135100-21,3257,1
10210467,135130-06,3258,1
10210495,124600-04,3259,1
10210548,110980-01,3260,1
10210548,110980-01,3261,1
10210548,110980-01,3262,1
10210548,110980-01,3263,1
10210560,100660-01,3264,1
10210560,100660-01,3265,1
10210581,111680-01,3266,1
10210641,100610-70,3267,1
10210649,151450-01,3268,1
10210827,111260-01,3269,1
10210827,111260-02,3270,1
10210827,111260-02,3271,1
10210875,135100-08,3272,1
10210875,135100-21,3273,1
10210882,136040-18,3274,1
10210909,111700-09,3275,1
10210946,100470-08,3276,1
10210963,100610-10,3277,1
10210963,100610-10,3278,1
10210963,100610-10,3279,1
10210963,100610-10,3280,1
10210987,111260-01,3281,1
10210987,111260-03,3282,1
10210987,111260-10,3283,1
10210987,111260-10,3284,1
10210987,111260-10,3285,1
10210988,111260-01,3286,1
10210989,111260-01,3287,1
10210990,111230-06,3288,1
10210990,111230-06,3289,1
10210997,100610-50,3290,1
10210997,100610-50,3291,1
10210997,100610-50,3292,1
10210997,100610-50,3293,1
10211054,151550-01,3294,1
10211087,123420-17,3295,1
10211100,100660-01,3296,1
10211100,100660-01,3297,1
10211142,111260-11,3298,1
10211142,111260-11,3299,1
10211144,111190-01,3300,1
10211144,111190-01,3301,1
10211144,111190-01,3302,1
10211149,135100-21,3303,1
10211150,111230-06,3304,1
10211150,111230-06,3305,1
10211232,111260-01,3306,1
10211274,111230-06,3307,1
10211274,111230-06,3308,1
10211274,111260-01,3309,1
10211276,111230-06,3310,1
10211276,111230-06,3311,1
10211279,111230-06,3312,1
10211279,111230-06,3313,1
10211305,110980-01,3314,1
10211305,110980-01,3315,1
10211305,110980-01,3316,1
10211305,110980-01,3317,1
10211305,110980-02,3318,1
10211386,111350-14,3319,1
10211386,111350-17,3320,1
10211386,111350-18,3321,1
10211397,151210-45,3322,1
10211398,151210-45,3323,1
10211399,151210-44,3324,1
10211407,125040-05,3325,1
10211469,123410-52,3326,1
10211469,123410-52,3327,1
10211469,123410-52,3328,1
10211483,151550-01,3329,1
10211495,111190-01,3330,1
10211495,111190-03,3331,1
10211496,111190-01,3332,1
10211496,111190-01,3333,1
10211496,111190-01,3334,1
10211496,111190-03,3335,1
10211496,111190-03,3336,1
10211566,134130-01,3337,1
10211620,111560-04,3338,1
10211758,124870-16,3339,1
10211797,123550-12,3340,1
10211798,123550-04,3341,1
10211798,123550-04,3342,1
10211798,123550-04,3343,1
10211856,124870-02,3344,1
10212128,135150-10,3345,1
10212128,135150-16,3346,1
10212134,100610-70,3347,1
10212140,111260-02,3348,1
10212140,111260-02,3349,1
10212140,111260-02,3350,1
10212145,110980-01,3351,1
10212145,110980-01,3352,1
10212145,110980-01,3353,1
10212145,110980-01,3354,1
10212145,110980-02,3355,1
10212166,123470-31,3356,1
10212186,111190-01,3357,1
10212186,111190-01,3358,1
10212186,111190-01,3359,1
10212187,110980-01,3360,1
10212240,110980-01,3361,1
10212240,110980-01,3362,1
10212240,110980-01,3363,1
10212240,110980-01,3364,1
10212240,111190-01,3365,1
10212240,111190-01,3366,1
10212240,111190-01,3367,1
10212241,111190-01,3368,1
10212241,111190-01,3369,1
10212320,100610-50,3370,1
10212320,100610-50,3371,1
10212320,100610-50,3372,1
10212320,100610-50,3373,1
10212439,135120-08,3374,1
10212441,136040-15,3375,1
10212464,135150-02,3376,1
10212491,135100-03,3377,1
10212535,123510-05,3378,1
10212667,135100-03,3379,1
10212669,124870-03,3380,1
10212704,136040-18,3381,1
10212726,100610-10,3382,1
10212726,100610-10,3383,1
10212726,100610-10,3384,1
10212726,100610-10,3385,1
10212732,100470-08,3386,1
10212736,111190-01,3387,1
10212736,111190-01,3388,1
10212736,111190-01,3389,1
10212829,123510-05,3390,1
10212831,135100-07,3391,1
10212870,100660-01,3392,1
10212870,100660-01,3393,1
10212873,123420-13,3394,1
10212878,135100-03,3395,1
10212942,123420-17,3396,1
10213047,100610-70,3397,1
10213092,111190-01,3398,1
10213092,111190-01,3399,1
10213092,111190-01,3400,1
10213092,111190-01,3401,1
10213093,111190-01,3402,1
10213093,111190-01,3403,1
10213093,111190-01,3404,1
10213093,111190-01,3405,1
10213095,111190-01,3406,1
10213095,111190-01,3407,1
10213095,111190-01,3408,1
10213095,111190-01,3409,1
10213097,111260-01,3410,1
10213105,100660-01,3411,1
10213105,100660-01,3412,1
10213230,100680-20,3413,1
10213231,100680-20,3414,1
10213257,111190-01,3415,1
10213257,111190-01,3416,1
10213257,111190-01,3417,1
10213257,111190-01,3418,1
10213413,111220-07,3419,1
10213569,123590-06,3420,1
10213571,111240-05,3421,1
10213638,124930-70,3422,1
10213689,100610-50,3423,1
10213689,100610-50,3424,1
10213689,100610-50,3425,1
10213689,100610-50,3426,1
10213712,111350-14,3427,1
10213712,111350-17,3428,1
10213750,135130-18,3429,1
10213750,135130-19,3430,1
10213750,135130-25,3431,1
10213828,111180-08,3432,1
10213828,111180-08,3433,1
10213952,135120-08,3434,1
10214007,123530-02,3435,1
10214019,124930-05,3436,1
10214019,124930-05,3437,1
10214024,100680-10,3438,1
10214072,135100-21,3439,1
10214085,111260-01,3440,1
10214122,111480-01,3441,1
10214248,135090-15,3442,1
10214286,100610-10,3443,1
10214286,100610-70,3444,1
10214286,100610-70,3445,1
10214286,100610-70,3446,1
10214626,111240-18,3447,1
10214626,111260-40,3448,1
10214627,111260-40,3449,1
10214628,111260-40,3450,1
10214631,111260-40,3451,1
10214644,136040-18,3452,1
10214832,135100-03,3453,1
10215288,100680-10,3454,1
10215307,100680-10,3455,1
10215690,125070-13,3456,1
10218314,123410-15,3457,1
10218506,100610-70,3458,1
10218684,123420-18,3459,1
10218798,135150-07,3460,1
10219171,135150-16,3461,1
10219338,123530-05,3462,1
10219786,111190-01,3463,1
10219786,111190-01,3464,1
10219786,111190-01,3465,1
10219786,111190-03,3466,1
10219791,123550-10,3467,1
10219792,123550-10,3468,1
10219932,111190-01,3469,1
10219932,111190-01,3470,1
10219932,111190-01,3471,1
10219932,111190-03,3472,1
10220499,111150-07,3473,1
10220546,123540-03,3474,1
10220590,151330-10,3475,1
10220652,123410-15,3476,1
10220700,100610-70,3477,1
10220819,111990-01,3478,1
10220819,111990-01,3479,1
10220937,100680-10,3480,1
10220939,100680-10,3481,1
10220939,100680-10,3482,1
10221316,111650-01,3483,1
10221316,151140-02,3484,1
10225544,135100-21,3485,1
10226202,100610-10,3486,1
10226202,100610-10,3487,1
10226202,100610-10,3488,1
10226202,100610-10,3489,1
10226650,100680-10,3490,1
10227912,100680-20,3491,1
10228315,123600-01,3492,1
10228315,123600-01,3493,1
10228316,123410-15,3494,1
10228656,100680-10,3495,1
10228859,123410-15,3496,1
10229037,135150-10,3497,1
10229900,135130-07,3498,1
10230908,140500-01,3499,1
10231237,124870-02,3500,1
10232884,112020-02,3501,1
10233068,134130-03,3502,1
10233231,100680-10,3503,1
10233232,100680-10,3504,1
10233595,111470-08,3505,1
10233789,111480-01,3506,1
10233814,111260-11,3507,1
10233814,111260-11,3508,1
10233815,134130-31,3509,1
10233815,134130-32,3510,1
10233851,110980-01,3511,1
10233851,110980-01,3512,1
10233851,110980-01,3513,1
10233851,110980-01,3514,1
10233851,110980-01,3515,1
10233851,110980-01,3516,1
10233851,110980-01,3517,1
10233851,110980-01,3518,1
10233851,110980-02,3519,1
10233851,110980-02,3520,1
10233851,110980-02,3521,1
10233851,110980-02,3522,1
10233851,110980-02,3523,1
10233851,110980-02,3524,1
10233864,110980-01,3525,1
10233864,110980-01,3526,1
10233864,110980-01,3527,1
10233864,110980-01,3528,1
10233864,110980-01,3529,1
10233864,110980-02,3530,1
10233864,110980-02,3531,1
10233971,134130-01,3532,1
10233976,100630-30,3533,1
10234041,134130-02,3534,1
10234062,111260-02,3535,1
10234062,111260-02,3536,1
10234062,111260-02,3537,1
10234136,135120-08,3538,1
10234164,135120-08,3539,1
10234172,135120-08,3540,1
10234194,100630-10,3541,1
10234213,135100-03,3542,1
10234216,111190-01,3543,1
10234225,135130-18,3544,1
10234226,135130-18,3545,1
10234275,135130-18,3546,1
10234277,135130-18,3547,1
10234281,111190-01,3548,1
10234302,123680-07,3549,1
10234339,111230-06,3550,1
10234339,111260-01,3551,1
10234339,111260-02,3552,1
