K,P,C,r_y
10019782.0,124930-13_10001463_130B,541,-23.84
10040997.0,124930-13_10001463_130B,542,-0.22
10554480.0,124930-13_10001463_130B,543,-46.96
10606954.0,124930-13_10001463_130B,544,-0.22
10885356.0,124930-13_10001463_130B,545,-22.83
10925038.0,124930-13_10001463_130B,546,-0.68
11000119.0,124930-13_10001463_130B,547,-32.5
10003331.0,124930-13_10001463_130C,548,-4.34
10019782.0,124930-13_10001463_130C,549,-23.84
10040997.0,124930-13_10001463_130C,550,-0.22
10554480.0,124930-13_10001463_130C,551,-45.58
10606954.0,124930-13_10001463_130C,552,-0.22
10885356.0,124930-13_10001463_130C,553,-45.65
10925038.0,124930-13_10001463_130C,554,-0.68
11000119.0,124930-13_10001463_130C,555,-32.5
10003331.0,124930-13_10001463_131A,556,-134.61
10019782.0,124930-13_10001463_131A,557,-23.84
10040997.0,124930-13_10001463_131A,558,-0.22
10554480.0,124930-13_10001463_131A,559,-48.34
10606954.0,124930-13_10001463_131A,560,-0.22
10885356.0,124930-13_10001463_131A,561,-12.45
10925038.0,124930-13_10001463_131A,562,-0.68
11000119.0,124930-13_10001463_131A,563,-32.5
10003331.0,124930-13_10001463_131B,564,-91.19
10019782.0,124930-13_10001463_131B,565,-23.84
10040997.0,124930-13_10001463_131B,566,-0.22
10554480.0,124930-13_10001463_131B,567,-46.96
10606954.0,124930-13_10001463_131B,568,-0.22
10885356.0,124930-13_10001463_131B,569,-22.83
10925038.0,124930-13_10001463_131B,570,-0.68
11000119.0,124930-13_10001463_131B,571,-32.5
10003331.0,124930-13_10001463_131C,572,-4.34
10019782.0,124930-13_10001463_131C,573,-23.84
10040997.0,124930-13_10001463_131C,574,-0.22
10554480.0,124930-13_10001463_131C,575,-45.58
10606954.0,124930-13_10001463_131C,576,-0.22
10885356.0,124930-13_10001463_131C,577,-45.65
10925038.0,124930-13_10001463_131C,578,-0.68
11000119.0,124930-13_10001463_131C,579,-32.5
10003331.0,124930-17_10001467_1700,580,-47.25
10040997.0,124930-17_10001467_1700,581,-0.107
10049215.0,124930-17_10001467_1700,582,-0.5670000000000001
10049624.0,124930-17_10001467_1700,583,-29.58
10227245.0,124930-17_10001467_1700,584,-67.15
10554567.0,124930-17_10001467_1700,585,-17.433
10885356.0,124930-17_10001467_1700,586,-50.217
10885360.0,124930-17_10001467_1700,587,43.0
10003331.0,124930-17_10001470_170A,588,-87.33
10040997.0,124930-17_10001470_170A,589,-0.14
10049260.0,124930-17_10001470_170A,590,-13.78
10554480.0,124930-17_10001470_170A,591,-99.03
10554567.0,124930-17_10001470_170A,592,-40.94
10885356.0,124930-17_10001470_170A,593,-0.47
10885360.0,124930-17_10001470_170A,594,71.0
10925038.0,124930-17_10001470_170A,595,-1.08
10003331.0,124930-17_10001470_170B,596,-41.37
10040997.0,124930-17_10001470_170B,597,-0.14
10049260.0,124930-17_10001470_170B,598,-10.46
10554480.0,124930-17_10001470_170B,599,-96.95
10554567.0,124930-17_10001470_170B,600,-40.94
10885356.0,124930-17_10001470_170B,601,-50.58
10885360.0,124930-17_10001470_170B,602,71.0
10925038.0,124930-17_10001470_170B,603,-1.08
10003331.0,124930-17_10001470_170C,604,-24.51
10040997.0,124930-17_10001470_170C,605,-0.14
10049260.0,124930-17_10001470_170C,606,-10.46
10554480.0,124930-17_10001470_170C,607,-94.86
10554567.0,124930-17_10001470_170C,608,-40.94
10885356.0,124930-17_10001470_170C,609,-69.38
10885360.0,124930-17_10001470_170C,610,71.0
10925038.0,124930-17_10001470_170C,611,-1.08
10003331.0,124930-17_10001470_171A,612,-87.33
10040997.0,124930-17_10001470_171A,613,-0.14
10049260.0,124930-17_10001470_171A,614,-13.78
10554480.0,124930-17_10001470_171A,615,-99.03
10554567.0,124930-17_10001470_171A,616,-40.94
10885356.0,124930-17_10001470_171A,617,-0.47
10885360.0,124930-17_10001470_171A,618,71.0
10925038.0,124930-17_10001470_171A,619,-1.08
10003331.0,124930-17_10001470_171B,620,-41.37
10040997.0,124930-17_10001470_171B,621,-0.14
10049260.0,124930-17_10001470_171B,622,-10.46
10554480.0,124930-17_10001470_171B,623,-96.95
10554567.0,124930-17_10001470_171B,624,-40.94
10885356.0,124930-17_10001470_171B,625,-50.58
10885360.0,124930-17_10001470_171B,626,71.0
10925038.0,124930-17_10001470_171B,627,-1.08
10003331.0,124930-17_10001470_171C,628,-24.51
10040997.0,124930-17_10001470_171C,629,-0.14
10049260.0,124930-17_10001470_171C,630,-10.46
10554480.0,124930-17_10001470_171C,631,-94.86
10554567.0,124930-17_10001470_171C,632,-40.94
10885356.0,124930-17_10001470_171C,633,-69.38
10885360.0,124930-17_10001470_171C,634,71.0
10925038.0,124930-17_10001470_171C,635,-1.08
10003688.0,123550-03_10001481_1000,636,-0.584
10007987.0,123550-03_10001481_1000,637,-85.837
10003688.0,123550-03_10001481_1100,638,-0.584
10007987.0,123550-03_10001481_1100,639,-85.837
10002820.0,110980-01_10001520_0700,640,-21.215
10003689.0,110980-01_10001520_0700,641,-62.559
10007980.0,110980-01_10001520_0700,642,-0.158
10072056.0,110980-01_10001520_0700,643,-19.034000000000002
10544332.0,110980-01_10001520_0700,644,-0.293
10937265.0,110980-01_10001520_0700,645,-0.191
10001275.0,111220-05_10001523_0500,646,-1.825
10004472.0,111220-05_10001523_0500,647,-0.9540000000000001
10049560.0,111220-05_10001523_0500,648,-0.993
10066393.0,111220-05_10001523_0500,649,-22.364
10563297.0,111220-05_10001523_0500,650,-12.969000000000001
10003689.0,110980-01_10001569_0701,651,-47.381
10004144.0,110980-01_10001569_0701,652,-55.619
10007980.0,110980-01_10001569_0701,653,-0.032
10544332.0,110980-01_10001569_0701,654,-0.057
10003689.0,110980-01_10001569_0702,655,-47.381
10004144.0,110980-01_10001569_0702,656,-55.619
10007980.0,110980-01_10001569_0702,657,-0.032
10544332.0,110980-01_10001569_0702,658,-0.057
10003689.0,110980-01_10001569_0703,659,-47.381
10004144.0,110980-01_10001569_0703,660,-55.619
10007980.0,110980-01_10001569_0703,661,-0.032
10544332.0,110980-01_10001569_0703,662,-0.057
10003689.0,110980-01_10001569_0706,663,-47.381
10004144.0,110980-01_10001569_0706,664,-55.619
10007980.0,110980-01_10001569_0706,665,-0.032
10544332.0,110980-01_10001569_0706,666,-0.057
10003689.0,110980-01_10001569_0800,667,-67.29
10004337.0,110980-01_10001569_0800,668,-32.71
10007980.0,110980-01_10001569_0800,669,-0.122
10544332.0,110980-01_10001569_0800,670,-0.21
10003689.0,110980-01_10001569_0801,671,-67.29
10004337.0,110980-01_10001569_0801,672,-32.71
10007980.0,110980-01_10001569_0801,673,-0.122
10544332.0,110980-01_10001569_0801,674,-0.21
10003689.0,110980-01_10001569_0802,675,-67.29
10004337.0,110980-01_10001569_0802,676,-32.71
10007980.0,110980-01_10001569_0802,677,-0.122
10544332.0,110980-01_10001569_0802,678,-0.21
10003689.0,110980-01_10001569_0803,679,-67.29
10004337.0,110980-01_10001569_0803,680,-32.71
10007980.0,110980-01_10001569_0803,681,-0.122
10544332.0,110980-01_10001569_0803,682,-0.21
10003689.0,110980-01_10001569_0804,683,-67.29
10004337.0,110980-01_10001569_0804,684,-32.71
10007980.0,110980-01_10001569_0804,685,-0.122
10544332.0,110980-01_10001569_0804,686,-0.21
10003689.0,110980-02_10001569_0200,687,-47.381
10004144.0,110980-02_10001569_0200,688,-55.619
10007980.0,110980-02_10001569_0200,689,-0.032
10544332.0,110980-02_10001569_0200,690,-0.057
10003689.0,110980-02_10001569_0201,691,-47.381
10004144.0,110980-02_10001569_0201,692,-55.619
10007980.0,110980-02_10001569_0201,693,-0.032
10544332.0,110980-02_10001569_0201,694,-0.057
10003689.0,110980-02_10001569_0900,695,-67.29
10004337.0,110980-02_10001569_0900,696,-32.71
10007980.0,110980-02_10001569_0900,697,-0.122
10544332.0,110980-02_10001569_0900,698,-0.21
10003689.0,110980-01_10001570_0700,699,-79.25
10004337.0,110980-01_10001570_0700,700,-20.75
10007980.0,110980-01_10001570_0700,701,-0.053
10544332.0,110980-01_10001570_0700,702,-0.11
10003689.0,110980-01_10001570_0701,703,-79.25
10004337.0,110980-01_10001570_0701,704,-20.75
10007980.0,110980-01_10001570_0701,705,-0.053
10544332.0,110980-01_10001570_0701,706,-0.11
10003689.0,110980-01_10001570_0702,707,-79.25
10004337.0,110980-01_10001570_0702,708,-20.75
10007980.0,110980-01_10001570_0702,709,-0.053
10544332.0,110980-01_10001570_0702,710,-0.11
10003689.0,110980-01_10001570_0703,711,-79.25
10004337.0,110980-01_10001570_0703,712,-20.75
10007980.0,110980-01_10001570_0703,713,-0.053
10544332.0,110980-01_10001570_0703,714,-0.11
10003689.0,110980-01_10001570_0704,715,-79.25
10004337.0,110980-01_10001570_0704,716,-20.75
10007980.0,110980-01_10001570_0704,717,-0.053
10544332.0,110980-01_10001570_0704,718,-0.11
10003689.0,110980-02_10001570_0200,719,-79.25
10004337.0,110980-02_10001570_0200,720,-20.75
10007980.0,110980-02_10001570_0200,721,-0.053
10544332.0,110980-02_10001570_0200,722,-0.11
10003689.0,110980-02_10001570_0201,723,-79.25
10004337.0,110980-02_10001570_0201,724,-20.75
10007980.0,110980-02_10001570_0201,725,-0.053
10544332.0,110980-02_10001570_0201,726,-0.11
10003689.0,110980-02_10001570_0202,727,-79.25
10004337.0,110980-02_10001570_0202,728,-20.75
10007980.0,110980-02_10001570_0202,729,-0.053
10544332.0,110980-02_10001570_0202,730,-0.11
10003689.0,111190-01_10001570_0100,731,-81.3
10004337.0,111190-01_10001570_0100,732,-21.65
10007980.0,111190-01_10001570_0100,733,-0.03
10048510.0,111190-01_10001570_0100,734,-0.03
10003689.0,110980-01_10001571_0700,735,-84.48
10004337.0,110980-01_10001571_0700,736,-15.52
10007980.0,110980-01_10001571_0700,737,-0.053
10544332.0,110980-01_10001571_0700,738,-0.11
10003689.0,110980-01_10001571_0701,739,-84.48
10004337.0,110980-01_10001571_0701,740,-15.52
10007980.0,110980-01_10001571_0701,741,-0.053
10544332.0,110980-01_10001571_0701,742,-0.11
10003689.0,110980-01_10001571_0702,743,-84.48
10004337.0,110980-01_10001571_0702,744,-15.52
10007980.0,110980-01_10001571_0702,745,-0.053
10544332.0,110980-01_10001571_0702,746,-0.11
10003689.0,110980-01_10001571_0704,747,-84.48
10004337.0,110980-01_10001571_0704,748,-15.52
10007980.0,110980-01_10001571_0704,749,-0.053
10544332.0,110980-01_10001571_0704,750,-0.11
10003689.0,110980-01_10001571_0706,751,-84.48
10004337.0,110980-01_10001571_0706,752,-15.52
10007980.0,110980-01_10001571_0706,753,-0.053
10544332.0,110980-01_10001571_0706,754,-0.11
10003689.0,110980-02_10001571_0200,755,-84.48
10004337.0,110980-02_10001571_0200,756,-15.52
10007980.0,110980-02_10001571_0200,757,-0.053
10544332.0,110980-02_10001571_0200,758,-0.11
10003689.0,110980-02_10001571_0201,759,-84.48
10004337.0,110980-02_10001571_0201,760,-15.52
10007980.0,110980-02_10001571_0201,761,-0.053
10544332.0,110980-02_10001571_0201,762,-0.11
10003689.0,110980-02_10001571_0202,763,-84.48
10004337.0,110980-02_10001571_0202,764,-15.52
10007980.0,110980-02_10001571_0202,765,-0.053
10544332.0,110980-02_10001571_0202,766,-0.11
10213257.0,111190-02_10001575_0100,767,-100.0
10018952.0,111190-02_10001575_0300,768,-100.0
10213095.0,111190-02_10001577_0100,769,-100.0
10076072.0,111190-02_10001577_0300,770,-100.0
10000566.0,111040-01_10001590_0900,771,-181.0
10006268.0,111040-01_10001590_0900,772,-5.0
10211337.0,111040-01_10001590_0900,773,-40.0
10553862.0,111040-01_10001590_0900,774,-38.0
10563297.0,111040-01_10001590_0900,775,-60.0
10544185.0,111600-02_10001591_0600,776,-107.5
10544185.0,111600-02_10001591_0700,777,-107.5
10015264.0,100610-10_10001639_0310,778,-22.0
10048254.0,100610-10_10001639_0310,779,-3.5
10067118.0,100610-10_10001639_0310,780,-470.0
10079429.0,100610-10_10001639_0310,781,-95.0
10213231.0,100610-10_10001639_0310,782,-25.0
10253867.0,100610-10_10001639_0310,783,-196.68
10015264.0,100610-10_10001639_0320,784,-22.0
10048254.0,100610-10_10001639_0320,785,-3.5
10067118.0,100610-10_10001639_0320,786,-470.0
10079429.0,100610-10_10001639_0320,787,-95.0
10213231.0,100610-10_10001639_0320,788,-25.0
10253867.0,100610-10_10001639_0320,789,-196.68
10015264.0,100610-10_10001639_0330,790,-22.0
10048254.0,100610-10_10001639_0330,791,-3.5
10067118.0,100610-10_10001639_0330,792,-470.0
10079429.0,100610-10_10001639_0330,793,-95.0
10213231.0,100610-10_10001639_0330,794,-25.0
10253867.0,100610-10_10001639_0330,795,-196.68
10015264.0,100610-10_10001639_0340,796,-22.0
10048254.0,100610-10_10001639_0340,797,-3.5
10067118.0,100610-10_10001639_0340,798,-470.0
10079429.0,100610-10_10001639_0340,799,-95.0
10213231.0,100610-10_10001639_0340,800,-25.0
10253867.0,100610-10_10001639_0340,801,-196.68
10048254.0,100610-50_10001639_0110,802,-4.0
10069663.0,100610-50_10001639_0110,803,-120.0
10048254.0,100610-50_10001639_0120,804,-4.0
10069663.0,100610-50_10001639_0120,805,-120.0
10048254.0,100610-50_10001639_0130,806,-4.0
10069663.0,100610-50_10001639_0130,807,-120.0
10048254.0,100610-50_10001639_0140,808,-4.0
10069663.0,100610-50_10001639_0140,809,-120.0
10001449.0,112020-03_10001643_0300,810,-0.19
10046491.0,112020-03_10001643_0300,811,-8.5
10411501.0,112020-03_10001643_0300,812,-105.0
10532328.0,112020-03_10001643_0300,813,-1.2
10002128.0,123530-04_10001655_0800,814,-43.57
10049458.0,123530-04_10001655_0800,815,-55.59
10061054.0,123530-04_10001655_0800,816,-4.0
10563297.0,123530-04_10001655_0800,817,-0.377
10049269.0,123530-04_10001659_0800,818,-6.36
10049458.0,123530-04_10001659_0800,819,-15.02
10061054.0,123530-04_10001659_0800,820,-1.0
10083708.0,123530-04_10001659_0800,821,-8.62
10000446.0,111800-01_10001703_0100,822,-107.5
10000553.0,111800-01_10001703_0100,823,3.8
10048814.0,111800-01_10001703_0100,824,-0.04
10063686.0,111800-01_10001703_0100,825,1.0
10400532.0,111800-01_10001703_0100,826,-0.001
10966100.0,111800-01_10001703_0100,827,-0.035
10065233.0,123410-25_10001709_0300,828,-0.05
10071258.0,123410-25_10001709_0300,829,-215.0
10001275.0,111220-05_10001725_0500,830,-0.19399999999999998
10001617.0,111220-05_10001725_0500,831,-0.11800000000000001
10063379.0,111220-05_10001725_0500,832,-0.017
10071731.0,111220-05_10001725_0500,833,-0.161
10234411.0,111220-05_10001725_0500,834,-38.623000000000005
10234428.0,111220-05_10001725_0500,835,-0.687
10076073.0,111190-02_10001730_0100,836,-100.0
10076074.0,111190-02_10001731_0100,837,-100.0
10002244.0,123540-04_10001758_0100,838,-44.415
10003974.0,123540-04_10001758_0100,839,-26.085
10049655.0,112020-02_10001800_0200,840,-4.9
10063782.0,112020-02_10001800_0200,841,-90.2
10070501.0,112020-02_10001800_0200,842,-4.9
10002820.0,111190-01_10001902_0101,843,-79.508
10544332.0,111190-01_10001902_0101,844,-0.593
10940628.0,111190-01_10001902_0101,845,-21.311999999999998
10002820.0,111190-01_10001902_0103,846,-79.508
10544332.0,111190-01_10001902_0103,847,-0.593
10940628.0,111190-01_10001902_0103,848,-21.311999999999998
10002820.0,111190-01_10001902_0111,849,-79.508
10544332.0,111190-01_10001902_0111,850,-0.593
10940628.0,111190-01_10001902_0111,851,-21.311999999999998
10002820.0,111190-03_10001902_0301,852,-79.508
10544332.0,111190-03_10001902_0301,853,-0.593
10940628.0,111190-03_10001902_0301,854,-21.311999999999998
10002820.0,111190-03_10001902_0302,855,-79.508
10544332.0,111190-03_10001902_0302,856,-0.593
10940628.0,111190-03_10001902_0302,857,-21.311999999999998
10003650.0,111600-01_10001908_0600,858,-37.8
10048510.0,111600-01_10001908_0600,859,-8.7
10987603.0,111600-01_10001908_0600,860,-129.787
10987738.0,111600-01_10001908_0600,861,56.818000000000005
10000902.0,111600-01_10001911_0500,862,-77.0
10003650.0,111600-01_10001911_0500,863,-26.5
10047346.0,111600-01_10001911_0500,864,-0.2
10048510.0,111600-01_10001911_0500,865,-2.6
10001245.0,111600-01_10001912_0500,866,-60.0
10003650.0,111600-01_10001912_0500,867,-46.0
10048510.0,111600-01_10001912_0500,868,-2.8
10062881.0,100620-01_10001916_0210,869,-250.0
10213231.0,100620-01_10001916_0210,870,-170.0
10401612.0,100620-01_10001916_0210,871,-188.0
10553867.0,100620-01_10001916_0210,872,-70.0
10076922.0,123080-01_10001922_0400,873,20.0
11029600.0,123080-01_10001922_0400,874,-189.0
10001341.0,111240-10_10001939_0100,875,-99.898
10000440.0,111260-02_10001953_0500,876,-34.788000000000004
10002247.0,111260-02_10001953_0500,877,-0.003
10066393.0,111260-02_10001953_0500,878,-1.24
10214626.0,111260-02_10001953_0500,879,-0.261
10219532.0,111260-02_10001953_0500,880,-0.18100000000000002
10234404.0,111260-02_10001953_0500,881,-14.752
10234411.0,111260-02_10001953_0500,882,-1.633
10234420.0,111260-02_10001953_0500,883,-2.255
10234425.0,111260-02_10001953_0500,884,-1.1320000000000001
10234427.0,111260-02_10001953_0500,885,-2.215
10234430.0,111260-02_10001953_0500,886,-0.314
10234447.0,111260-02_10001953_0500,887,-1.974
10402204.0,111260-02_10001953_0500,888,-0.095
10559372.0,111260-02_10001953_0500,889,-0.316
10711084.0,111260-02_10001953_0500,890,-0.318
10000440.0,111260-03_10001953_0510,891,-34.788000000000004
10002247.0,111260-03_10001953_0510,892,-0.003
10066393.0,111260-03_10001953_0510,893,-1.24
10214626.0,111260-03_10001953_0510,894,-0.261
10219532.0,111260-03_10001953_0510,895,-0.18100000000000002
10234404.0,111260-03_10001953_0510,896,-14.752
10234411.0,111260-03_10001953_0510,897,-1.633
10234420.0,111260-03_10001953_0510,898,-2.255
10234425.0,111260-03_10001953_0510,899,-1.1320000000000001
10234427.0,111260-03_10001953_0510,900,-2.215
10234430.0,111260-03_10001953_0510,901,-0.314
10234447.0,111260-03_10001953_0510,902,-1.974
10402204.0,111260-03_10001953_0510,903,-0.095
10559372.0,111260-03_10001953_0510,904,-0.316
10711084.0,111260-03_10001953_0510,905,-0.318
10003670.0,111700-09_10002089_0900,906,-105.0
10845462.0,111700-09_10002089_0900,907,25.0
10003712.0,124500-03_10002097_0200,908,-93.6
10081917.0,124500-03_10002097_0200,909,4.0
10544332.0,124500-03_10002097_0200,910,-0.02
10565136.0,124500-03_10002097_0200,911,-8.6
10068978.0,151550-02_10002117_0200,912,0.05
10070354.0,151550-02_10002117_0200,913,0.282
10074217.0,151550-02_10002117_0200,914,0.72
10211483.0,151550-02_10002117_0200,915,-99.0
10020920.0,135150-16_10002122_0800,916,-40.0
10047411.0,135150-16_10002122_0800,917,-30.0
11006628.0,135150-16_10002122_0800,918,-30.0
10003689.0,123560-01_10002128_0100,919,-84.0
10081053.0,123560-01_10002128_0100,920,-0.001
10553862.0,123560-01_10002128_0100,921,-16.2
10081053.0,123560-01_10002128_0300,922,-0.001
10515236.0,123560-01_10002128_0300,923,-100.0
10003689.0,123540-08_10002131_0300,924,-38.5
10060031.0,123540-08_10002131_0300,925,-64.0
10544138.0,124600-12_10002141_0500,926,-117.0
10005214.0,111040-04_10002153_0100,927,-116.6
10006268.0,111040-04_10002153_0100,928,-23.0
10064597.0,111040-04_10002153_0100,929,-12.4
10544332.0,111040-04_10002153_0100,930,-2.7
10553862.0,111040-04_10002153_0100,931,-21.0
10005214.0,111040-04_10002153_0300,932,-124.0
10006268.0,111040-04_10002153_0300,933,-23.0
10544332.0,111040-04_10002153_0300,934,-2.7
10553862.0,111040-04_10002153_0300,935,-21.0
10005214.0,111040-01_10002153_0500,936,-122.0
10006268.0,111040-01_10002153_0500,937,-10.0
10544332.0,111040-01_10002153_0500,938,-6.25
10553862.0,111040-01_10002153_0500,939,-17.507
10005214.0,111040-01_10002153_0400,940,-48.8
10006268.0,111040-01_10002153_0400,941,-10.0
10064597.0,111040-01_10002153_0400,942,-73.2
10544332.0,111040-01_10002153_0400,943,-6.25
10553862.0,111040-01_10002153_0400,944,-17.507
10068978.0,151550-03_10002160_0200,945,0.05
10070354.0,151550-03_10002160_0200,946,0.29100000000000004
