P,u
111990-01_10879792_0300,744.6
111990-02_10879792_0400,291.99999600000007
111190-01_10880355_0100,16518.972
111990-01_10880361_0100,635.1
111990-01_10880361_0300,657.0
111990-02_10880361_0400,401.49999600000007
111230-06_10880595_1111,21087.096
111230-06_10880595_0300,21087.096
123410-15_10880655_0100,600127.56
124270-02_10881244_0100,2120.005716
135150-02_10881802_0200,798.0
111190-01_10882693_0100,40223.088
111190-01_10882701_0100,29963.976
111120-07_10882727_0300,28908.0
111230-06_10882870_0100,36694.656
111230-06_10882870_0300,36694.656
123530-05_10883963_0800,47703.144
123530-05_10883963_0801,47703.144
123530-05_10883963_0802,47703.144
151560-04_10884067_0400,204999.996
134130-31_10884342_1500,1980.0
134130-32_10884342_1700,1980.0
151450-01_10884553_0100,14400.0
124270-01_10885120_0100,27302.52
124930-05_10885216_0500,106666.668
124930-22_10885356_2200,17400.0
124930-22_10885356_2201,17400.0
111190-01_10885858_0100,41061.072
111190-01_10885858_0101,41061.072
111190-01_10885858_0102,41061.072
111190-03_10885858_0300,36645.672
111190-03_10885858_0301,36645.672
123410-15_10886087_0100,27001.032
135090-16_10886281_0100,715.55556
134130-05_10886429_1700,12264.0
134130-41_10886429_1400,3893.328
134130-36_10886932_1300,216.0
135090-20_10886942_0100,730.2857159999999
135090-16_10888863_0100,903.3333359999999
135100-04_10890580_0100,858.048
134130-24_10891286_1300,1565.124
134130-24_10891299_1300,5840.004
134130-24_10891464_1300,1167.996
123510-05_10891689_1000,18276.0
134130-05_10892041_1700,2943.36
134130-05_10892062_1300,2452.8
134130-05_10892063_1300,3679.2
134130-03_10892089_0300,2628.0
136040-21_10892189_1100,208.8
135090-16_10892252_0200,1013.34546
135090-20_10892252_0100,1013.34546
135130-22_10892276_0400,2676.684
135090-20_10892309_0100,882.0615359999999
134130-24_10892636_1300,1752.0
134130-24_10892643_1300,1681.92
134130-24_10892650_1300,2336.004
134130-01_10892688_1300,1811.304
134130-03_10892737_1300,2628.0
134130-04_10892741_0400,1274.184
134130-41_10892794_1400,3241.2
134130-05_10892801_1300,1962.24
134130-41_10892801_1400,2881.068
134130-05_10892821_1300,2943.36
134130-05_10892839_1700,3679.2
134130-05_10892844_1700,2675.784
134130-02_10893002_1300,3504.0
135130-22_10895454_0400,892.968
134130-05_10897133_1300,2559.444
123400-15_10897500_0100,480.0
134130-08_10897900_1500,2336.004
134130-05_10898158_1500,5723.196
134130-05_10898191_1500,8584.8
134130-05_10898230_1500,4528.248
134130-40_10898271_1300,1261.44
134130-03_10898276_0300,7008.0
134130-40_10898276_1300,2803.2
134130-40_10898281_0100,1103.628
134130-41_10898281_0200,2207.244
135120-08_10898339_0100,2422.464
135130-18_10898339_0400,262.8
134130-40_10898463_1300,1752.0
134130-41_10898463_1400,3504.0
123410-15_10898908_0100,213340.8
123590-01_10899264_0200,67452.0
123590-08_10899264_0100,22560.0
111230-05_10899388_0500,5004.0
123580-02_10899626_0100,18000.0
100660-01_10899840_0110,305.999472
100660-01_10899840_0120,305.999472
111500-02_10900960_0600,5101.596
100470-06_10902186_0110,3045.6
123350-83_10902547_0100,120.0
123510-02_10903141_1000,12876.0
111230-06_10903414_0300,33665.46
111230-06_10903414_0400,33665.46
100650-02_10903975_0120,1080.014796
100610-50_10903978_0100,719.980272
100610-50_10903978_0110,2879.6844239999996
111640-03_10904146_0300,5250.0
111640-08_10904146_0800,1535.1
123680-01_10904266_0100,7200.0
123590-06_10904886_0100,6168.0
123520-07_10904945_0101,24000.0
123520-07_10904945_0200,24000.0
123020-03_10905871_0700,1608.0
100610-10_10905902_0100,719.998032
100610-10_10905902_0110,900.0030840000001
100610-50_10905997_0110,1080.001476
100610-50_10905997_0120,1080.001476
100610-50_10905997_0130,1080.001476
100610-50_10905997_0140,1080.001476
124600-12_10906384_0100,549.996
100660-01_10906494_0110,305.999472
100660-01_10906494_0120,305.999472
124600-10_10906640_0100,955.992
100610-50_10907717_0100,431.999532
100610-50_10907717_0110,431.999532
100610-50_10907717_0120,431.999532
162010-08_10908079_0100,218700.0
100600-01_10908376_0100,648.0008879999999
123520-15_10908526_0100,4200.0
123530-02_10908751_0800,762.132
111230-16_10909004_0200,10200.744
134130-05_10909073_1300,4905.6
123020-73_10909086_0700,350.004
134130-40_10909437_1300,1167.996
134130-41_10909437_1400,2336.004
134130-40_10909513_0100,700.8
134130-41_10909513_0200,1401.6
123680-01_10909520_0100,894.996
100680-10_10909646_0100,179.99988000000002
100680-10_10909646_0110,179.99988000000002
111230-06_10909676_0300,32299.668
123680-14_10910006_0100,983.112
110980-01_10910461_0100,72000.0
110980-01_10910461_0101,72000.0
111120-07_10910547_0300,28908.0
123680-08_10910610_0200,48.348
123680-09_10910610_0400,74.928
124930-70_10910669_7000,1585.236
124930-70_10910669_7010,1585.236
135150-03_10910678_0200,876.396
134130-35_10910721_1500,1296.0
111990-01_10910872_0200,306.6
111990-01_10910877_0200,317.55
111990-01_10910877_0300,306.6
111240-06_10911052_0100,2280.0
134130-05_10911086_1100,4905.6
134130-05_10911158_1300,2180.268
123680-05_10911159_0400,697.5
123680-23_10911159_0500,2700.0
123580-01_10911160_0100,72000.0
134130-05_10911161_1100,1526.184
134130-05_10911162_1300,4459.632
134130-05_10911163_1300,3679.2
134130-05_10911164_1300,2943.36
134130-05_10911165_1300,3924.48
100450-26_10911214_1261,241.91516399999998
100450-26_10911219_1261,268.807164
100450-26_10911220_1261,255.999996
111800-01_10911524_0100,600000.0
134130-05_10911547_1300,2452.8
134130-05_10911548_1300,2102.4
100610-70_10911723_0120,1080.001476
123590-05_10911789_0100,1536.0
124270-02_10912755_0100,237.552
124270-02_10912755_0200,338.004
134130-05_10912789_1300,1886.772
134130-05_10912807_1300,3567.708
100710-30_10912826_0100,300.0
100710-30_10912826_0110,300.0
134130-05_10912862_1100,2725.332
134130-05_10912864_1300,4204.8
134130-05_10912865_1100,2452.8
123590-05_10913078_0100,1920.0
111580-04_10913150_0400,2846.256
111240-06_10913351_0100,2820.0
100610-70_10913474_0120,1080.001476
123680-14_10913703_0200,1950.0
111230-06_10913865_0200,33508.884
111230-06_10913865_0300,33508.884
111260-01_10913865_0100,43860.0
111260-01_10913865_0400,43860.0
111580-07_10913867_0100,4554.0
124270-01_10913974_0100,3752.004
134130-02_10914252_1100,3504.0
123530-05_10914505_0800,6171.528
111180-09_10914597_0400,50400.0
111190-01_10914597_0100,33415.008
111190-01_10914597_0101,33415.008
111190-01_10914597_0102,33415.008
111190-03_10914597_0300,27882.012
111190-03_10914597_0301,27882.012
100650-01_10915165_0110,2879.6844239999996
111190-01_10915393_0100,42660.852
111190-01_10915393_0101,42660.852
111190-01_10915393_0102,42660.852
111190-03_10915393_0300,35319.444
124270-01_10915474_0200,8793.75
100450-26_10915506_2261,304.118268
134130-31_10915584_1500,1980.0
134130-32_10915584_1600,1980.0
123080-11_10915644_0100,4851.6
111350-16_10915729_6610,12000.0
123080-15_10916088_0100,4320.0
124500-03_10916095_0100,26499.99996
111120-07_10916742_0300,28908.0
134130-08_10916749_1300,3270.396
134130-08_10916749_1500,3270.396
100610-50_10916812_0110,1080.014796
100610-50_10916812_0210,1080.001476
100610-50_10916812_0310,1080.001476
124970-60_10916953_0100,10017.0
111700-09_10917022_0100,200.004
135150-10_10917305_0100,174.48
135150-12_10917305_0200,167.496
135150-16_10917305_0300,324.0
135150-10_10917306_0100,174.48
135150-12_10917306_0200,167.496
135150-10_10917307_0100,174.48
135150-12_10917307_0200,167.496
135150-10_10917308_0100,174.48
135150-12_10917308_0200,167.496
123580-01_10917555_0100,72000.0
123580-01_10917556_0100,72000.0
100680-10_10917828_0110,179.99988000000002
135150-06_10917883_0100,1085.4
135150-15_10917883_0200,820.56
123680-14_10917950_0100,2239.92
123580-01_10917989_0100,72000.0
135090-16_10918155_0200,640.008
135150-07_10918245_0100,960.54
135150-07_10918248_0100,960.54
135150-07_10918249_0100,960.54
135150-07_10918250_0100,960.54
100610-70_10918403_0110,719.980272
134130-35_10918670_1500,1188.0
123680-01_10919480_0100,1800.0
111350-14_10919667_6410,11040.0
111350-16_10919667_6610,11040.0
111350-17_10919667_6710,11040.0
111400-03_10919667_4310,12840.0
111350-16_10919669_6610,11040.0
111350-16_10919669_6710,11040.0
111400-03_10919669_4310,12840.0
111350-16_10919680_6610,11040.0
111350-17_10919680_6710,11040.0
111400-03_10919680_4310,12840.0
123540-14_10919740_0300,3999.996
123680-14_10919740_0200,2340.0
100710-30_10919846_0100,1800.0
124930-52_10919856_5200,36876.924
124930-52_10919856_5201,36876.924
100650-01_10919904_0110,431.999532
100660-01_10919904_0120,684.000936
100630-10_10919906_0110,125.99965199999998
111350-14_10920216_6410,11040.0
111350-16_10920216_6610,11040.0
111350-17_10920216_6710,11040.0
111350-16_10920289_6610,12000.0
100610-10_10920293_0120,719.980272
100610-50_10920293_0120,990.054252
100610-70_10920294_0110,1170.028044
124950-15_10920323_0300,4464.0
124950-15_10920323_0310,4464.0
100610-10_10920403_0120,719.980272
100610-70_10920404_0110,1260.0690479999998
111350-16_10920411_6610,11040.0
111350-17_10920411_6710,11040.0
111350-16_10920431_6610,12000.0
111350-16_10920432_6610,12000.0
111190-01_10920464_0100,30795.276
100610-70_10920816_0110,1260.0690479999998
111230-06_10921182_1111,21087.096
135150-02_10921365_0200,638.4
135150-06_10921365_0100,1085.4
100470-06_10921541_0110,4800.0
124870-05_10923363_0199,4375.704
124870-05_10923363_0200,4375.704
123680-01_10923574_0100,1800.0
111230-06_10923977_0100,32076.684
111350-17_10924463_6711,13200.0
135150-06_10924476_0100,1230.12
135150-15_10924477_0100,1009.92
135150-17_10924478_0800,764.52
123530-01_10924559_0100,7402.5
123530-01_10924559_0101,7402.5
135150-02_10925065_0200,798.0
135150-17_10925065_0800,764.52
135150-02_10925066_0200,798.0
135150-17_10925066_0800,764.52
135150-02_10925067_0200,798.0
135150-07_10925067_0800,764.52
124970-62_10925083_0200,1800.0
135150-15_10925234_0100,1009.92
135150-15_10925235_0100,946.8
135150-17_10925236_0200,764.52
135150-15_10925237_0100,1262.4
135150-15_10925238_0100,1262.4
111350-16_10925239_6610,12000.0
135150-06_10925289_0200,1085.4
135150-15_10925289_0100,1262.4
124860-06_10925529_0100,1294.308
124930-05_10925544_0500,19350.78
111230-06_10925745_1111,21087.096
134130-41_10925794_1400,3504.0
111350-16_10926074_6610,12000.0
111350-16_10926075_6610,12000.0
111190-01_10926141_0100,9168.72
135150-02_10926250_0100,798.0
135150-06_10926250_0200,795.96
135150-17_10926250_0800,764.52
123680-18_10926338_0100,6.432
111120-07_10926594_0300,28908.0
111820-02_10926763_0100,60000.0
124600-12_10926924_0100,915.0
123510-02_10927020_1000,3840.0
124600-04_10927209_0100,4125.0
100680-10_10927241_0110,360.04932
135120-16_10927247_0200,2257.2
135120-07_10927249_0100,3666.936
135120-08_10927280_0100,3341.7
100450-26_10927284_1261,159.99999599999998
100600-01_10927550_0110,1440.0789119999997
136040-18_10928022_0100,2106.78
136040-18_10928023_0100,2569.596
100710-20_10928109_0120,720.0
124270-01_10928117_0100,15505.71428
100710-20_10928130_0310,720.0
100600-01_10928131_0210,360.00493200000005
124930-05_10928189_0500,12466.788
123530-05_10928450_0800,14203.44
135100-04_10928472_0100,1329.696
135150-15_10928540_0200,1262.4
135150-17_10928540_0800,764.52
135150-10_10928541_0100,174.48
135150-10_10928545_0100,174.48
135150-10_10928546_0100,174.48
135100-08_10928626_0200,982.668
135100-21_10928626_0100,1203.228
100600-01_10928891_0110,910.79226
100660-01_10928892_0110,979.20858
124860-05_10928962_0200,2005.722
111350-14_10929207_6410,11040.0
111350-16_10929207_6610,11040.0
111350-17_10929207_6710,11040.0
135130-22_10929309_0400,669.168
135150-07_10929465_0100,960.54
135150-07_10929473_0100,960.54
135150-07_10929477_0100,960.54
123020-03_10929479_0700,1692.0
134130-08_10929601_1500,6727.68
134130-40_10929601_1300,5606.4
135100-03_10929612_0100,2780.196
135100-03_10929668_0100,2603.112
135100-03_10929669_0100,1197.816
100600-01_10929941_0110,1440.0789119999997
135090-15_10931353_0100,355.728
135090-15_10931354_0100,232.5
111350-16_10931438_6609,10800.0
135120-07_10931524_0100,3794.184
135120-15_10931526_0200,1062.78
135120-08_10931687_0100,3348.0
135120-08_10931689_0100,3348.0
123020-73_10932042_0700,8100.0
111820-02_10932088_0100,60000.0
111820-02_10932100_0100,60000.0
135100-21_10932828_0100,985.8
123020-30_10932973_1100,3600.0
123530-05_10932976_0800,23337.9
136040-18_10933001_0100,1985.016
136040-18_10933002_0100,1936.836
135100-03_10933118_0100,2603.112
135100-03_10933119_0100,2968.452
100680-10_10933162_0110,360.00493200000005
135130-25_10933222_0400,253.908
111990-01_10933240_0100,722.7
111990-01_10933328_0300,580.35
111990-02_10933328_0400,365.00000399999993
111190-03_10933382_0300,20155.116
123530-05_10933405_0800,29796.048
135150-12_10933552_0100,167.496
111350-16_10933615_6610,7800.0
111350-17_10933615_6710,7800.0
111400-03_10933615_4309,10680.0
111350-14_10933616_6410,7800.0
111350-16_10933616_6610,7800.0
111350-17_10933616_6710,7800.0
111400-03_10933616_4309,10680.0
111350-16_10933617_6610,7800.0
111350-17_10933617_6710,7800.0
111400-03_10933617_4309,10680.0
123530-01_10933714_0100,8252.772
123080-12_10933743_0100,4284.0
123080-06_10933743_0003,4284.0
124260-01_10933769_0100,4519.8
124260-01_10933769_0200,4519.8
123680-01_10933792_0200,1800.0
111350-16_10933820_6610,12000.0
100600-01_10933848_0110,360.00493200000005
123080-12_10933892_0200,5988.0
123080-06_10933892_0300,5988.0
123580-01_10933896_0100,72000.0
100470-06_10933907_0110,7560.0
111230-06_10933957_0100,36253.116
111230-06_10933957_0200,36253.116
111260-01_10933957_0300,56724.0
111260-02_10933957_0500,269208.0
111260-02_10933957_0600,269208.0
135150-07_10934304_0100,1646.64
111190-01_10934390_0100,19661.532
111190-01_10934390_0101,19661.532
111190-01_10934390_0102,19661.532
100630-30_10934414_0110,179.99988000000002
100630-30_10934415_0110,179.99988000000002
111230-06_10934610_0200,37376.844
111230-06_10934610_0300,37376.844
111260-01_10934610_0500,63324.0
111030-07_10934613_1000,7745.364
100660-01_10934623_0110,979.20858
100600-01_10934624_0110,910.79226
124270-01_10934834_0100,14888.89333
100680-10_10935765_0110,360.00493200000005
111500-01_10935951_0100,2799.996
111230-05_10935967_0100,5004.0
124270-02_10936031_0100,370.26
111230-06_10936061_0200,33274.608
111230-06_10936061_0300,33274.608
111230-16_10936061_0100,10325.148
111230-16_10936061_0400,10325.148
111190-01_10936188_0100,30536.82
123530-05_10936212_0800,41480.988
100680-10_10936252_0110,360.00493200000005
100630-20_10936375_0110,71.999808
100600-01_10936376_0210,144.000792
100630-10_10936376_0110,233.99936399999999
100630-30_10936378_0110,379.20436799999993
124930-05_10936412_0500,19350.78
134130-08_10936571_1500,5606.4
134130-40_10936571_1300,2803.2
111350-16_10936605_6610,12000.0
135100-21_10936737_0100,931.656
135100-21_10936737_0200,931.656
123350-80_10936847_0100,228.0
123590-01_10936914_0200,61476.0
123590-08_10936914_0100,24000.0
100660-01_10936929_0110,108.000144
100710-20_10936951_0110,360.0
123470-31_10937283_0100,827.4
110980-01_10937401_0100,91800.0
110980-01_10937401_0101,91800.0
110980-01_10937401_0102,91800.0
111190-01_10937407_0100,31797.072
123520-17_10938051_0100,12000.0
111190-01_10938590_0100,42173.472
111190-01_10938590_0101,42173.472
111190-01_10938590_0102,42173.472
110980-01_10938777_0100,154440.0
110980-01_10938777_0101,154440.0
110980-01_10938777_0102,154440.0
110980-01_10938777_0103,154440.0
110980-02_10938777_0200,31560.0
110980-02_10938777_0201,31560.0
110980-02_10938777_0202,31560.0
110980-01_10938778_0100,129008.604
110980-01_10938778_0101,129008.604
110980-01_10938778_0102,129008.604
110980-01_10938778_0103,129008.604
110980-02_10938778_0200,30360.0
110980-02_10938778_0201,30360.0
110980-01_10939424_0100,154440.0
110980-01_10939424_0101,118923.84
110980-01_10939424_0102,118923.84
110980-02_10939424_0200,13650.0
110980-02_10939424_0201,13650.0
123530-03_10939960_0200,7262.352
123530-05_10940125_0100,11211.024
110980-02_10940373_0700,14040.0
110980-02_10940373_0701,14040.0
110980-01_10940639_0100,154440.0
110980-01_10940639_0101,154440.0
110980-01_10940639_0102,154440.0
110980-01_10940639_0103,154440.0
110980-02_10940639_0200,31560.0
110980-02_10940639_0201,31560.0
110980-02_10940639_0202,31560.0
110980-01_10940896_0700,297120.0
110980-01_10940896_0701,297120.0
110980-01_10940896_0702,297120.0
110980-01_10940896_0704,297120.0
110980-01_10941375_0101,154440.0
110980-01_10941375_0102,154440.0
110980-01_10941375_0103,154440.0
110980-02_10941375_0201,31560.0
110980-01_10941932_0100,171480.0
110980-01_10941932_0101,171480.0
123530-05_10941969_0100,16312.608
110980-01_10942238_0100,154440.0
110980-01_10942238_0101,154440.0
110980-01_10942238_0102,154440.0
110980-01_10942238_0103,154440.0
110980-02_10942238_0200,31560.0
110980-02_10942238_0201,31560.0
110980-02_10942238_0202,31560.0
110980-01_10942406_0100,154440.0
110980-01_10942406_0101,154440.0
110980-01_10942406_0102,154440.0
110980-02_10942406_0200,31560.0
123470-31_10942514_0100,827.4
123530-05_10942643_0100,18150.096
123530-05_10942643_0101,18150.096
111190-01_10943778_0100,25914.108
111190-01_10943778_0101,25914.108
111190-01_10943778_0102,25914.108
123470-31_10945253_0100,827.4
135100-21_10947846_0100,925.872
123680-14_10948048_0100,12000.0
123580-02_10948574_0200,18000.0
123580-01_10948639_0100,72000.0
100600-01_10948854_0110,360.00493200000005
100450-26_10949040_1261,412.78486799999996
100680-10_10949083_0110,179.99988000000002
100680-10_10949086_0110,179.99988000000002
111230-06_10949376_1111,21087.096
123530-05_10949401_0100,17716.56
123530-05_10949401_0101,17716.56
123530-05_10949401_0102,17716.56
123020-24_10950502_0700,915.0
123580-01_10950750_0100,72000.0
111580-07_10951590_0200,4950.0
111190-03_10951890_0300,20081.592
136060-11_10951922_0100,264.468
134130-01_10951980_1300,3504.0
134130-01_10951981_1500,269.544
135120-01_10952256_0100,2124.588
135120-01_10952257_0100,2880.0
135120-01_10952258_0100,2541.18
135120-07_10952281_0100,3690.0
135120-07_10952283_0100,3690.0
135120-07_10952284_0100,3690.0
135120-01_10952285_0100,5726.652287999999
100680-10_10952311_0110,179.998764
100680-10_10952312_0110,179.998764
123680-08_10952365_0100,27.72
135120-15_10952911_0200,287.868
135120-07_10952912_0100,1122.3
124600-04_10953160_0100,2079.996
111990-01_10953204_0300,580.344
111990-02_10953204_0400,233.60000399999998
124270-02_10953493_0100,3244.8387119999998
110980-01_10953806_0100,154440.0
110980-01_10953806_0101,154440.0
110980-01_10953806_0102,154440.0
110980-01_10953806_0103,154440.0
110980-02_10953806_0200,31560.0
110980-02_10953806_0201,31560.0
110980-02_10953806_0202,31560.0
123580-01_10953884_0100,72000.0
135120-10_10954523_0100,2156.172
134130-05_10954664_1500,5723.196
123580-01_10954750_0100,72000.0
123530-01_10954751_0100,8537.904
111120-07_10954799_0300,28908.0
134130-05_10954824_1500,7630.932
111120-07_10954861_0300,28908.0
124270-01_10954943_0100,7816.68
124270-01_10954945_0100,6856.32
123080-12_10954946_0100,123.756
100610-10_10955228_0110,719.980272
100700-10_10955228_0210,720.0
111260-01_10955317_0100,67740.0
111260-02_10955317_0600,210408.0
111260-03_10955317_0200,134052.0
111260-11_10955317_0400,148857.0
134130-08_10955653_1500,4671.996
134130-40_10955653_1300,2803.2
134130-08_10955677_1500,4671.996
134130-40_10955677_1300,2803.2
124270-02_10955721_0100,1108.547364
135150-02_10955752_0100,798.0
123680-20_10955973_0200,1452.0
111190-01_10956034_0100,19543.572
111190-01_10956034_0101,19543.572
111190-01_10956034_0102,19543.572
111190-03_10956034_0300,15745.14
100450-26_10956077_1261,241.91516399999998
123510-02_10956457_1000,9672.0
100610-50_10956764_0110,719.980272
100610-50_10956764_0120,719.980272
100610-50_10956764_0130,719.980272
100610-50_10956764_0140,719.980272
100700-10_10956764_0210,1080.0
100660-01_10956768_0110,71.999808
100660-01_10956768_0120,144.000792
100650-01_10956782_0110,36.00004799999999
123510-03_10956893_1000,41040.0
111230-06_10957089_0300,31752.84
134130-08_10957323_1500,4671.996
134130-40_10957323_1300,1962.24
123410-15_10957378_0100,39600.0
123410-15_10957378_0200,39600.0
123580-01_10957381_0100,72000.0
123590-01_10957421_0200,74484.0
123590-08_10957421_0100,24000.0
111470-05_10957683_0100,17810.004
123510-03_10957723_1000,25248.0
110980-01_10958104_0700,149014.596
110980-01_10958104_0701,149014.596
111120-07_10958289_0300,28908.0
100450-26_10958586_1261,295.081968
134130-08_10958703_1500,4671.996
134130-40_10958703_1300,4204.8
123580-01_10958750_0100,72000.0
135100-21_10959293_0100,1302.0
134130-05_10960180_1500,5282.952
100680-10_10960756_0110,360.00493200000005
123520-07_10961036_0101,8160.0
123520-07_10961036_0102,8160.0
110980-01_10961107_0100,78240.0
110980-01_10961107_0101,78240.0
110980-01_10961107_0800,121935.48
110980-03_10961107_0800,60000.0
123580-02_10961214_0100,18000.0
123580-02_10961214_0200,18000.0
135120-16_10961367_0200,373.968
110980-01_10961648_0700,143760.0
110980-01_10961648_0701,143760.0
110980-01_10961648_0702,143760.0
110980-01_10961648_0703,143760.0
110980-01_10961648_0704,143760.0
110980-02_10961648_0200,31080.0
110980-02_10961648_0201,31080.0
135130-38_10961690_0200,144.288
134130-35_10961769_1300,934.404
123020-24_10962223_0700,450.0
124270-01_10962482_0100,16080.0
111040-01_10962482_0200,7923.996
111990-01_10962625_0200,722.7
111990-01_10962818_0100,591.3
111990-01_10962818_0200,876.0
111990-01_10962819_0200,578.16
100600-01_10962823_0110,270.003696
123580-01_10962859_0100,72000.0
111990-01_10962860_0200,928.56
111990-01_10962860_0300,722.7
111990-01_10962861_0200,876.0
111990-01_10962861_0300,722.7
111990-01_10962862_0300,722.7
111990-01_10962864_0300,657.0
111990-01_10962876_0300,350.4
123580-02_10962909_0100,18000.0
111990-01_10962926_0200,302.22
111990-01_10962926_0300,394.2
111990-01_10962929_0200,294.336
124600-12_10962945_0200,524.304
124600-10_10962981_0100,477.876
111990-01_10963003_0200,302.22
111990-01_10963003_0300,394.2
111990-01_10963005_0200,722.7
111990-01_10963006_0200,876.0
111990-01_10963007_0200,928.56
111990-01_10963007_0300,722.7
111990-01_10963008_0200,876.0
111990-01_10963008_0300,722.7
111990-01_10963010_0300,722.7
111990-01_10963011_0300,657.0
111990-01_10963012_0200,433.62
111990-01_10963013_0200,441.504
111990-01_10963013_0300,514.65
111990-01_10963014_0200,446.76
111990-01_10963014_0300,514.65
111990-01_10963015_0300,492.75
111700-09_10963117_0100,720.0
124270-02_10963393_0100,3354.9999960000005
124270-01_10963394_0100,8442.0
123580-01_10963482_0100,72000.0
123580-01_10963483_0100,72000.0
135150-10_10963592_0100,174.48
111230-06_10963671_0300,38088.972
111260-01_10963671_0100,58260.0
123580-02_10963683_0100,18000.0
123080-12_10963700_0100,4476.0
123080-06_10963700_0200,4476.0
111260-01_10963780_0100,66192.0
111990-02_10963782_0400,262.8
111990-02_10963785_0400,189.80000399999997
111990-02_10963786_0400,219.0
135120-16_10964201_0200,2038.32
151310-02_10964657_0100,387.046152
151310-02_10964658_0100,400.393848
151310-02_10964659_0100,347.003076
151310-02_10964670_0100,347.003076
151310-02_10964671_0100,533.852304
100630-20_10964892_0110,71.999808
135120-14_10964918_0200,297.156
134130-05_10964982_1300,3270.396
100600-01_10965001_0110,360.000492
100600-01_10965002_0110,360.000492
100600-01_10965003_0110,360.000492
111640-03_10965013_0300,6088.2
100600-01_10965128_0210,2159.763312
134130-28_10965396_1300,1173.84
100600-01_10965631_0110,144.000792
135120-16_10965645_0200,265.116
135100-21_10965731_0100,829.032
135120-07_10965731_0200,918.72
111230-06_10965899_0300,26395.152
135100-21_10965993_0100,1041.6
135120-01_10966051_0100,2304.0
111220-03_10966052_0300,14400.0
123530-05_10966140_0100,20843.988
123530-05_10966140_0101,20843.988
123540-03_10966282_0100,5475.0
135120-15_10966290_0200,2601.864
134130-05_10966557_1300,1177.344
123410-15_10966758_0100,240051.0
100630-30_10966868_0110,287.996844
100470-08_10967111_0110,7200.0
135120-07_10967116_0100,3723.324
135100-21_10967534_0100,1334.556
135120-07_10967534_0200,3417.84
100710-20_10967582_0110,360.0
111990-01_10967617_0100,514.65
135120-01_10967650_0100,3613.86
135090-14_10967654_0100,11478.26087
100630-30_10967725_0110,287.996844
100630-30_10967726_0110,240.0
100630-20_10967727_0310,71.999808
123580-01_10967811_0100,72000.0
100680-10_10967816_0110,360.00493200000005
111990-01_10967846_0100,394.2
135120-07_10968039_0100,3167.928
123680-01_10968114_0100,1800.0
124270-02_10968116_0100,1069.245
100710-10_10968302_0110,300.0
123580-02_10968478_0100,18000.0
123580-02_10968478_0200,18000.0
134130-05_10968623_1700,2452.8
135120-07_10968805_0100,905.436
135120-14_10968882_0200,189.864
100630-10_10968931_0110,360.000492
100630-10_10968933_0110,360.000492
123680-01_10969117_0100,1800.0
123520-07_10969147_0200,18000.0
100450-26_10969278_1261,360.0
100600-01_10969391_0110,2159.763312
100710-10_10969469_0110,300.0
100710-30_10969500_0110,300.0
134130-05_10969568_1300,1635.204
100710-10_10969576_0110,300.0
135150-10_10969643_0100,174.48
111220-03_10969805_0300,10320.0
135150-17_10969806_0200,764.52
123590-01_10969855_0100,48024.0
100710-10_10969897_0110,300.0
100710-10_10970162_0110,300.0
111230-06_10970539_0200,39497.904
123580-01_10970937_0100,72000.0
111260-01_10970945_0400,65568.0
111260-01_10970945_0500,65568.0
111260-03_10970945_0100,134052.0
111260-11_10970945_0600,148857.0
111260-11_10970945_0700,148857.0
123580-02_10971083_0100,18000.0
123580-02_10971175_0100,18000.0
123580-02_10971175_0200,18000.0
111230-06_10971220_1111,21087.096
111230-06_10971401_1111,21087.096
123680-05_10971757_0100,18.0
123550-09_10971768_1000,669.6
135120-08_10971923_0100,3351.54
135130-18_10971923_0400,262.8
123680-20_10971981_0100,9820.8
123580-02_10972071_0100,18000.0
111190-01_10972289_0100,50329.704
111190-01_10972289_0101,50329.704
111190-01_10972289_0102,50329.704
134130-08_10972740_1500,2336.004
134130-40_10972740_1300,1401.6
110980-02_10973066_0200,14640.0
110980-02_10973066_0201,14640.0
110980-02_10973077_0200,11640.0
110980-02_10973077_0201,11640.0
134130-05_10973676_1300,1635.204
123580-02_10973677_0100,18000.0
135090-14_10974229_0100,5288.888892
123080-11_10974555_0100,2239.2
124600-05_10974765_0100,768.0
124600-05_10974765_0200,658.284
111120-07_10975022_0300,28908.0
123530-05_10975306_0100,17472.948
123530-05_10975306_0101,17472.948
135120-14_10975347_0400,1010.22
135120-16_10975347_0300,1010.22
135120-07_10975348_0100,3525.036
111230-06_10975622_1111,21087.096
111230-06_10975650_0200,36120.9
111230-06_10975650_0300,36120.9
111260-01_10975650_0100,68052.0
111260-11_10975650_0400,148857.0
111260-11_10975650_0500,148857.0
123410-25_10975739_0300,11952.0
123410-25_10975739_0400,11952.0
123410-15_10975780_0200,53700.0
123410-15_10975780_0210,53700.0
111120-07_10975963_0300,28908.0
100680-10_10976180_0110,251.99930399999997
123580-02_10976186_0100,18000.0
100700-10_10976254_0110,720.0
100630-30_10976272_0110,179.99988000000002
100630-30_10976274_0110,179.99988000000002
100630-30_10976275_0110,179.99988000000002
123530-03_10976439_0100,4155.792
110980-01_10976738_0100,101280.0
123530-01_10976887_0100,2310.0
123580-02_10977121_0100,18000.0
123580-02_10977121_0200,18000.0
134130-28_10977248_1300,2382.72
111230-06_10977545_1111,21087.096
100600-01_10977669_0110,647.976924
135150-06_10977680_0100,795.96
124930-52_10977964_5200,36876.924
