K,P,C,r_x
10782023,100450-26_10782023_1261,22769,100.0
10782492,135150-07_10782492_0100,22770,100.0
10783708,110980-01_10783708_0700,22771,100.0
10783708,110980-01_10783708_0700,22772,100.0
10783708,110980-01_10783708_0700,22773,100.0
10783708,110980-01_10783708_0701,22774,100.0
10783708,110980-01_10783708_0701,22775,100.0
10783708,110980-01_10783708_0701,22776,100.0
10783711,110980-01_10783711_0700,22777,100.0
10783711,110980-01_10783711_0700,22778,100.0
10783711,110980-01_10783711_0700,22779,100.0
10783711,110980-01_10783711_0700,22780,100.0
10783711,110980-01_10783711_0701,22781,100.0
10783711,110980-01_10783711_0701,22782,100.0
10783711,110980-01_10783711_0701,22783,100.0
10783711,110980-01_10783711_0701,22784,100.0
10783711,110980-01_10783711_0702,22785,100.0
10783711,110980-01_10783711_0702,22786,100.0
10783711,110980-01_10783711_0702,22787,100.0
10783711,110980-01_10783711_0702,22788,100.0
10783711,110980-01_10783711_0703,22789,100.0
10783711,110980-01_10783711_0703,22790,100.0
10783711,110980-01_10783711_0703,22791,100.0
10783711,110980-01_10783711_0703,22792,100.0
10783711,110980-01_10783711_0704,22793,100.0
10783711,110980-01_10783711_0704,22794,100.0
10783711,110980-01_10783711_0704,22795,100.0
10783711,110980-01_10783711_0704,22796,100.0
10783718,123590-01_10783718_0300,22797,100.0
10783718,123590-01_10783718_0300,22798,100.0
10783718,123590-01_10783718_0300,22799,100.0
10783718,123590-01_10783718_0301,22800,100.0
10783718,123590-01_10783718_0301,22801,100.0
10783718,123590-01_10783718_0301,22802,100.0
10783718,123590-08_10783718_0100,22803,100.0
10783718,123590-08_10783718_0100,22804,100.0
10783718,123590-08_10783718_0100,22805,100.0
10783787,100610-50_10783787_0110,22806,100.0
10783787,100610-50_10783787_0110,22807,100.0
10783787,100610-50_10783787_0120,22808,100.0
10783787,100610-50_10783787_0120,22809,100.0
10783860,123510-05_10783860_1200,22810,100.0
10783860,123510-05_10783860_1200,22811,100.0
10783860,123510-05_10783860_1200,22812,100.0
10784130,111230-06_10784130_0100,22813,100.0
10784130,111230-06_10784130_0100,22814,100.0
10784130,111230-06_10784130_0100,22815,100.0
10784130,111230-06_10784130_0100,22816,100.0
10784130,111230-06_10784130_0100,22817,100.0
10784130,111230-06_10784130_0100,22818,100.0
10784130,111230-06_10784130_0100,22819,100.0
10784130,111230-06_10784130_0100,22820,100.0
10784130,111230-06_10784130_0100,22821,100.0
10784130,111230-06_10784130_0100,22822,100.0
10784130,111230-06_10784130_0100,22823,100.0
10784130,111230-06_10784130_0200,22824,100.0
10784130,111230-06_10784130_0200,22825,100.0
10784130,111230-06_10784130_0200,22826,100.0
10784130,111230-06_10784130_0200,22827,100.0
10784130,111230-06_10784130_0200,22828,100.0
10784130,111230-06_10784130_0200,22829,100.0
10784130,111230-06_10784130_0200,22830,100.0
10784130,111230-06_10784130_0200,22831,100.0
10784130,111230-06_10784130_0200,22832,100.0
10784130,111230-06_10784130_0200,22833,100.0
10784130,111230-06_10784130_0200,22834,100.0
10784244,100680-10_10784244_0110,22835,100.0
10784244,100680-10_10784244_0110,22836,100.0
10784438,123410-15_10784438_0100,22837,100.0
10784438,123410-15_10784438_0100,22838,100.0
10784438,123410-15_10784438_0100,22839,100.0
10784438,123410-15_10784438_0100,22840,100.0
10784438,123410-15_10784438_0100,22841,100.0
10784438,123410-15_10784438_0100,22842,100.0
10784438,123410-15_10784438_0100,22843,100.0
10784534,135150-12_10784534_0200,22844,100.0
10784534,135150-12_10784534_0200,22845,100.0
10784534,135150-12_10784534_0200,22846,100.0
10784534,135150-12_10784534_0200,22847,100.0
10785582,111120-07_10785582_0300,22848,100.0
10785582,111120-07_10785582_0300,22849,100.0
10785582,111120-07_10785582_0300,22850,100.0
10785582,111120-07_10785582_0300,22851,100.0
10785582,111120-07_10785582_0300,22852,100.0
10785583,111120-07_10785583_0300,22853,100.0
10785583,111120-07_10785583_0300,22854,100.0
10785583,111120-07_10785583_0300,22855,100.0
10785583,111120-07_10785583_0300,22856,100.0
10785583,111120-07_10785583_0300,22857,100.0
10785623,135150-07_10785623_0100,22858,100.0
10785964,100600-01_10785964_0110,22859,100.0
10785964,100600-01_10785964_0110,22860,100.0
10785965,100660-01_10785965_0110,22861,100.0
10785965,100660-01_10785965_0110,22862,100.0
10785965,100660-01_10785965_0110,22863,100.0
10785965,100660-01_10785965_0120,22864,100.0
10785965,100660-01_10785965_0120,22865,100.0
10785965,100660-01_10785965_0120,22866,100.0
10786126,123530-05_10786126_0800,22867,100.0
10786126,123530-05_10786126_0800,22868,100.0
10786126,123530-05_10786126_0800,22869,100.0
10786126,123530-05_10786126_0801,22870,100.0
10786126,123530-05_10786126_0801,22871,100.0
10786126,123530-05_10786126_0801,22872,100.0
10786126,123530-05_10786126_0802,22873,100.0
10786126,123530-05_10786126_0802,22874,100.0
10786126,123530-05_10786126_0802,22875,100.0
10786126,123530-05_10786126_0803,22876,100.0
10786126,123530-05_10786126_0803,22877,100.0
10786126,123530-05_10786126_0803,22878,100.0
10786219,123580-02_10786219_0100,22879,100.0
10786219,123580-02_10786219_0100,22880,100.0
10786219,123580-02_10786219_0100,22881,100.0
10786219,123580-02_10786219_0100,22882,100.0
10786219,123580-02_10786219_0100,22883,100.0
10786219,123580-02_10786219_0300,22884,100.0
10786219,123580-02_10786219_0300,22885,100.0
10786219,123580-02_10786219_0300,22886,100.0
10786219,123580-02_10786219_0300,22887,100.0
10786219,123580-02_10786219_0300,22888,100.0
10786297,124600-12_10786297_0300,22889,100.0
10787525,100630-10_10787525_0110,22890,100.0
10787525,100630-10_10787525_0110,22891,100.0
10787525,100630-10_10787525_0110,22892,100.0
10787525,100630-10_10787525_0110,22893,100.0
10787525,100630-10_10787525_0110,22894,100.0
10787525,100630-10_10787525_0110,22895,100.0
10810516,124270-02_10810516_0100,22896,100.0
10810516,124270-02_10810516_0100,22897,100.0
10810516,124270-02_10810516_0100,22898,100.0
10810516,124270-02_10810516_0100,22899,100.0
10810616,123410-15_10810616_0100,22900,100.0
10810616,123410-15_10810616_0100,22901,100.0
10810616,123410-15_10810616_0100,22902,100.0
10810616,123410-15_10810616_0100,22903,100.0
10810616,123410-15_10810616_0100,22904,100.0
10810616,123410-15_10810616_0100,22905,100.0
10810616,123410-15_10810616_0100,22906,100.0
10810687,100630-20_10810687_0110,22907,100.0
10810687,100630-20_10810687_0110,22908,100.0
10811099,123590-08_10811099_0100,22909,100.0
10811099,123590-08_10811099_0100,22910,100.0
10811099,123590-08_10811099_0100,22911,100.0
10811099,123590-08_10811099_0100,22912,100.0
10811099,123590-08_10811099_0100,22913,100.0
10811392,110980-01_10811392_0100,22914,100.0
10811392,110980-01_10811392_0100,22915,100.0
10811392,110980-01_10811392_0100,22916,100.0
10811392,110980-01_10811392_0100,22917,100.0
10811392,110980-01_10811392_0101,22918,100.0
10811392,110980-01_10811392_0101,22919,100.0
10811392,110980-01_10811392_0101,22920,100.0
10811392,110980-01_10811392_0101,22921,100.0
10811392,110980-01_10811392_0102,22922,100.0
10811392,110980-01_10811392_0102,22923,100.0
10811392,110980-01_10811392_0102,22924,100.0
10811392,110980-01_10811392_0102,22925,100.0
10811392,110980-01_10811392_0103,22926,100.0
10811392,110980-01_10811392_0103,22927,100.0
10811392,110980-01_10811392_0103,22928,100.0
10811392,110980-01_10811392_0103,22929,100.0
10811392,110980-02_10811392_0200,22930,100.0
10811392,110980-02_10811392_0200,22931,100.0
10811392,110980-02_10811392_0200,22932,100.0
10811392,110980-02_10811392_0200,22933,100.0
10812057,100620-01_10812057_0110,22934,100.0
10812057,100620-01_10812057_0110,22935,100.0
10812057,100620-01_10812057_0110,22936,100.0
10812057,100620-01_10812057_0110,22937,100.0
10812057,100620-01_10812057_0110,22938,100.0
10812282,123020-03_10812282_0700,22939,100.0
10812282,123020-03_10812282_0700,22940,100.0
10812284,100630-30_10812284_0110,22941,100.0
10812284,100630-30_10812284_0110,22942,100.0
10812284,100630-30_10812284_0110,22943,100.0
10812887,111600-05_10812887_0100,22944,100.0
10812887,111600-05_10812887_0100,22945,100.0
10812887,111600-05_10812887_0100,22946,100.0
10813204,111260-02_10813204_0100,22947,100.0
10813204,111260-02_10813204_0100,22948,100.0
10813204,111260-02_10813204_0100,22949,100.0
10813204,111260-02_10813204_0100,22950,100.0
10813204,111260-02_10813204_0100,22951,100.0
10813204,111260-02_10813204_0100,22952,100.0
10813204,111260-02_10813204_0100,22953,100.0
10813204,111260-02_10813204_0100,22954,100.0
10813204,111260-02_10813204_0100,22955,100.0
10813204,111260-02_10813204_0100,22956,100.0
10813204,111260-02_10813204_0100,22957,100.0
10813204,111260-02_10813204_0100,22958,100.0
10813204,111260-02_10813204_0100,22959,100.0
10813204,111260-02_10813204_0100,22960,100.0
10813204,111260-02_10813204_0100,22961,100.0
10813204,111260-02_10813204_0100,22962,100.0
10813204,111260-03_10813204_0700,22963,100.0
10813204,111260-03_10813204_0700,22964,100.0
10813204,111260-03_10813204_0700,22965,100.0
10813204,111260-03_10813204_0700,22966,100.0
10813204,111260-03_10813204_0700,22967,100.0
10813204,111260-03_10813204_0700,22968,100.0
10813204,111260-03_10813204_0700,22969,100.0
10813204,111260-03_10813204_0700,22970,100.0
10813204,111260-03_10813204_0700,22971,100.0
10813204,111260-03_10813204_0700,22972,100.0
10813204,111260-03_10813204_0700,22973,100.0
10813204,111260-03_10813204_0700,22974,100.0
10813204,111260-03_10813204_0700,22975,100.0
10813204,111260-03_10813204_0700,22976,100.0
10813204,111260-03_10813204_0700,22977,100.0
10813204,111260-03_10813204_0700,22978,100.0
10813496,123510-05_10813496_1200,22979,100.0
10813496,123510-05_10813496_1200,22980,100.0
10813496,123510-05_10813496_1200,22981,100.0
10813496,123510-05_10813496_1200,22982,100.0
