K,P,C,r_x
10506910,110980-02_10506910_0200,16898,100.0
10506910,110980-02_10506910_0200,16899,100.0
10506916,110980-01_10506916_0700,16900,100.0
10506916,110980-01_10506916_0700,16901,100.0
10506916,110980-01_10506916_0700,16902,100.0
10506916,110980-01_10506916_0700,16903,100.0
10506916,110980-01_10506916_0701,16904,100.0
10506916,110980-01_10506916_0701,16905,100.0
10506916,110980-01_10506916_0701,16906,100.0
10506916,110980-01_10506916_0701,16907,100.0
10506916,110980-01_10506916_0703,16908,100.0
10506916,110980-01_10506916_0703,16909,100.0
10506916,110980-01_10506916_0703,16910,100.0
10506916,110980-01_10506916_0703,16911,100.0
10506916,110980-01_10506916_0704,16912,100.0
10506916,110980-01_10506916_0704,16913,100.0
10506916,110980-01_10506916_0704,16914,100.0
10506916,110980-01_10506916_0704,16915,100.0
10506917,110980-01_10506917_0700,16916,100.0
10506917,110980-01_10506917_0700,16917,100.0
10506917,110980-01_10506917_0700,16918,100.0
10506917,110980-01_10506917_0700,16919,100.0
10506917,110980-01_10506917_0701,16920,100.0
10506917,110980-01_10506917_0701,16921,100.0
10506917,110980-01_10506917_0701,16922,100.0
10506917,110980-01_10506917_0701,16923,100.0
10506917,110980-01_10506917_0703,16924,100.0
10506917,110980-01_10506917_0703,16925,100.0
10506917,110980-01_10506917_0703,16926,100.0
10506917,110980-01_10506917_0703,16927,100.0
10506917,110980-01_10506917_0704,16928,100.0
10506917,110980-01_10506917_0704,16929,100.0
10506917,110980-01_10506917_0704,16930,100.0
10506917,110980-01_10506917_0704,16931,100.0
10508450,111260-02_10508450_0500,16932,100.0
10508450,111260-02_10508450_0500,16933,100.0
10508450,111260-02_10508450_0500,16934,100.0
10508450,111260-02_10508450_0500,16935,100.0
10508450,111260-02_10508450_0500,16936,100.0
10508450,111260-02_10508450_0500,16937,100.0
10508450,111260-02_10508450_0500,16938,100.0
10508450,111260-02_10508450_0500,16939,100.0
10508450,111260-02_10508450_0500,16940,100.0
10508450,111260-02_10508450_0500,16941,100.0
10508450,111260-02_10508450_0500,16942,100.0
10508450,111260-02_10508450_0500,16943,100.0
10508450,111260-02_10508450_0500,16944,100.0
10508450,111260-02_10508450_0500,16945,100.0
10508450,111260-02_10508450_0500,16946,100.0
10508450,111260-02_10508450_0600,16947,100.0
10508450,111260-02_10508450_0600,16948,100.0
10508450,111260-02_10508450_0600,16949,100.0
10508450,111260-02_10508450_0600,16950,100.0
10508450,111260-02_10508450_0600,16951,100.0
10508450,111260-02_10508450_0600,16952,100.0
10508450,111260-02_10508450_0600,16953,100.0
10508450,111260-02_10508450_0600,16954,100.0
10508450,111260-02_10508450_0600,16955,100.0
10508450,111260-02_10508450_0600,16956,100.0
10508450,111260-02_10508450_0600,16957,100.0
10508450,111260-02_10508450_0600,16958,100.0
10508450,111260-02_10508450_0600,16959,100.0
10508450,111260-02_10508450_0600,16960,100.0
10508450,111260-02_10508450_0600,16961,100.0
10508450,111260-03_10508450_0700,16962,100.0
10508450,111260-03_10508450_0700,16963,100.0
10508450,111260-03_10508450_0700,16964,100.0
10508450,111260-03_10508450_0700,16965,100.0
10508450,111260-03_10508450_0700,16966,100.0
10508450,111260-03_10508450_0700,16967,100.0
10508450,111260-03_10508450_0700,16968,100.0
10508450,111260-03_10508450_0700,16969,100.0
10508450,111260-03_10508450_0700,16970,100.0
10508450,111260-03_10508450_0700,16971,100.0
10508450,111260-03_10508450_0700,16972,100.0
10508450,111260-03_10508450_0700,16973,100.0
10508450,111260-03_10508450_0700,16974,100.0
10508450,111260-03_10508450_0700,16975,100.0
10508450,111260-03_10508450_0700,16976,100.0
10508783,100600-01_10508783_0110,16977,100.0
10509580,100610-70_10509580_0110,16978,100.0
10510314,134130-35_10510314_1500,16979,100.0
10510314,134130-35_10510314_1500,16980,100.0
10510314,134130-35_10510314_1500,16981,100.0
10510314,134130-35_10510314_1500,16982,100.0
10510314,134130-35_10510314_1500,16983,100.0
10510314,134130-35_10510314_1500,16984,100.0
10510314,134130-35_10510314_1500,16985,100.0
10510314,134130-35_10510314_1500,16986,100.0
10510314,134130-35_10510314_1500,16987,100.0
10510450,134130-08_10510450_1400,16988,100.0
10510450,134130-08_10510450_1400,16989,100.0
10510450,134130-08_10510450_1400,16990,100.0
10510450,134130-08_10510450_1400,16991,100.0
10510486,110980-01_10510486_0700,16992,100.0
10510486,110980-01_10510486_0700,16993,100.0
10510486,110980-01_10510486_0700,16994,100.0
10510486,110980-01_10510486_0700,16995,100.0
10510486,110980-01_10510486_0701,16996,100.0
10510486,110980-01_10510486_0701,16997,100.0
10510486,110980-01_10510486_0701,16998,100.0
10510486,110980-01_10510486_0701,16999,100.0
10510486,110980-01_10510486_0702,17000,100.0
10510486,110980-01_10510486_0702,17001,100.0
10510486,110980-01_10510486_0702,17002,100.0
10510486,110980-01_10510486_0702,17003,100.0
10510486,110980-01_10510486_0704,17004,100.0
10510486,110980-01_10510486_0704,17005,100.0
10510486,110980-01_10510486_0704,17006,100.0
10510486,110980-01_10510486_0704,17007,100.0
10510489,100470-08_10510489_0110,17008,100.0
10510489,100470-08_10510489_0110,17009,100.0
10510489,100470-08_10510489_0110,17010,100.0
10510489,100470-08_10510489_0110,17011,100.0
10510491,100610-10_10510491_0110,17012,100.0
10510491,100610-10_10510491_0110,17013,100.0
10510491,100610-10_10510491_0110,17014,100.0
10510492,100610-50_10510492_0110,17015,100.0
10510492,100610-50_10510492_0110,17016,100.0
10510492,100610-50_10510492_0120,17017,100.0
10510492,100610-50_10510492_0120,17018,100.0
10510532,135100-21_10510532_0300,17019,100.0
10510532,135100-21_10510532_0400,17020,100.0
10510640,111190-01_10510640_0101,17021,100.0
10510640,111190-01_10510640_0101,17022,100.0
10510640,111190-01_10510640_0101,17023,100.0
10510640,111190-01_10510640_0101,17024,100.0
10510640,111190-01_10510640_0101,17025,100.0
10510640,111190-01_10510640_0103,17026,100.0
10510640,111190-01_10510640_0103,17027,100.0
10510640,111190-01_10510640_0103,17028,100.0
10510640,111190-01_10510640_0103,17029,100.0
10510640,111190-01_10510640_0103,17030,100.0
10510640,111190-01_10510640_0104,17031,100.0
10510640,111190-01_10510640_0104,17032,100.0
10510640,111190-01_10510640_0104,17033,100.0
10510640,111190-01_10510640_0104,17034,100.0
10510640,111190-01_10510640_0104,17035,100.0
10510640,111190-01_10510640_0105,17036,100.0
10510640,111190-01_10510640_0105,17037,100.0
10510640,111190-01_10510640_0105,17038,100.0
10510640,111190-01_10510640_0105,17039,100.0
10510640,111190-01_10510640_0105,17040,100.0
10510640,111190-01_10510640_0106,17041,100.0
10510640,111190-01_10510640_0106,17042,100.0
10510640,111190-01_10510640_0106,17043,100.0
10510640,111190-01_10510640_0106,17044,100.0
10510640,111190-01_10510640_0106,17045,100.0
10510640,111190-01_10510640_0107,17046,100.0
10510640,111190-01_10510640_0107,17047,100.0
10510640,111190-01_10510640_0107,17048,100.0
10510640,111190-01_10510640_0107,17049,100.0
10510640,111190-01_10510640_0107,17050,100.0
10510640,111190-01_10510640_0108,17051,100.0
10510640,111190-01_10510640_0108,17052,100.0
10510640,111190-01_10510640_0108,17053,100.0
10510640,111190-01_10510640_0108,17054,100.0
10510640,111190-01_10510640_0108,17055,100.0
10510640,111190-01_10510640_0109,17056,100.0
10510640,111190-01_10510640_0109,17057,100.0
10510640,111190-01_10510640_0109,17058,100.0
10510640,111190-01_10510640_0109,17059,100.0
10510640,111190-01_10510640_0109,17060,100.0
10510640,111190-01_10510640_0110,17061,100.0
10510640,111190-01_10510640_0110,17062,100.0
10510640,111190-01_10510640_0110,17063,100.0
10510640,111190-01_10510640_0110,17064,100.0
10510640,111190-01_10510640_0110,17065,100.0
10510655,111190-01_10510655_0100,17066,100.0
10510655,111190-01_10510655_0100,17067,100.0
10510655,111190-01_10510655_0100,17068,100.0
10510655,111190-01_10510655_0100,17069,100.0
10510655,111190-01_10510655_0104,17070,100.0
10510655,111190-01_10510655_0104,17071,100.0
10510655,111190-01_10510655_0104,17072,100.0
10510655,111190-01_10510655_0104,17073,100.0
10510655,111190-01_10510655_0105,17074,100.0
10510655,111190-01_10510655_0105,17075,100.0
10510655,111190-01_10510655_0105,17076,100.0
10510655,111190-01_10510655_0105,17077,100.0
10510655,111190-03_10510655_0300,17078,100.0
10510655,111190-03_10510655_0300,17079,100.0
10510655,111190-03_10510655_0300,17080,100.0
10510655,111190-03_10510655_0300,17081,100.0
10510698,123530-09_10510698_0800,17082,100.0
10510698,123530-09_10510698_0800,17083,100.0
10510698,123530-09_10510698_0800,17084,100.0
10511153,111120-07_10511153_0300,17085,100.0
10511153,111120-07_10511153_0300,17086,100.0
10511153,111120-07_10511153_0300,17087,100.0
10511153,111120-07_10511153_0300,17088,100.0
10511153,111120-07_10511153_0300,17089,100.0
10511153,111120-07_10511153_0300,17090,100.0
10511153,111120-07_10511153_0300,17091,100.0
10511153,111120-07_10511153_0300,17092,100.0
10511194,110980-01_10511194_0700,17093,100.0
10511194,110980-01_10511194_0700,17094,100.0
10511194,110980-01_10511194_0700,17095,100.0
10511194,110980-01_10511194_0700,17096,100.0
10511194,110980-01_10511194_0701,17097,100.0
10511194,110980-01_10511194_0701,17098,100.0
10511194,110980-01_10511194_0701,17099,100.0
10511194,110980-01_10511194_0701,17100,100.0
10511194,110980-01_10511194_0703,17101,100.0
10511194,110980-01_10511194_0703,17102,100.0
10511194,110980-01_10511194_0703,17103,100.0
10511194,110980-01_10511194_0703,17104,100.0
10511194,110980-01_10511194_0704,17105,100.0
10511194,110980-01_10511194_0704,17106,100.0
10511194,110980-01_10511194_0704,17107,100.0
10511194,110980-01_10511194_0704,17108,100.0
10511194,110980-02_10511194_0200,17109,100.0
10511194,110980-02_10511194_0200,17110,100.0
10511194,110980-02_10511194_0200,17111,100.0
10511194,110980-02_10511194_0200,17112,100.0
10511301,110980-01_10511301_0702,17113,100.0
10511301,110980-01_10511301_0702,17114,100.0
10511301,110980-01_10511301_0702,17115,100.0
10511301,110980-01_10511301_0702,17116,100.0
10511301,110980-01_10511301_0703,17117,100.0
10511301,110980-01_10511301_0703,17118,100.0
10511301,110980-01_10511301_0703,17119,100.0
10511301,110980-01_10511301_0703,17120,100.0
10511301,110980-01_10511301_0704,17121,100.0
10511301,110980-01_10511301_0704,17122,100.0
10511301,110980-01_10511301_0704,17123,100.0
10511301,110980-01_10511301_0704,17124,100.0
10511301,110980-01_10511301_0706,17125,100.0
10511301,110980-01_10511301_0706,17126,100.0
10511301,110980-01_10511301_0706,17127,100.0
10511301,110980-01_10511301_0706,17128,100.0
10511512,110980-01_10511512_0700,17129,100.0
10511512,110980-01_10511512_0700,17130,100.0
10511512,110980-01_10511512_0700,17131,100.0
10511512,110980-01_10511512_0700,17132,100.0
10511512,110980-01_10511512_0701,17133,100.0
10511512,110980-01_10511512_0701,17134,100.0
10511512,110980-01_10511512_0701,17135,100.0
10511512,110980-01_10511512_0701,17136,100.0
10511512,110980-01_10511512_0702,17137,100.0
10511512,110980-01_10511512_0702,17138,100.0
10511512,110980-01_10511512_0702,17139,100.0
10511512,110980-01_10511512_0702,17140,100.0
10511512,110980-01_10511512_0705,17141,100.0
10511512,110980-01_10511512_0705,17142,100.0
10511512,110980-01_10511512_0705,17143,100.0
10511512,110980-01_10511512_0705,17144,100.0
10511687,123550-10_10511687_1000,17145,100.0
10511687,123550-10_10511687_1000,17146,100.0
10511687,123550-10_10511687_1000,17147,100.0
10511687,123550-10_10511687_1000,17148,100.0
10511986,112020-01_10511986_0100,17149,100.0
10511986,112020-01_10511986_0100,17150,100.0
10511986,112020-01_10511986_0100,17151,100.0
10511986,112020-01_10511986_0100,17152,100.0
10511986,112020-01_10511986_0100,17153,100.0
10511986,112020-01_10511986_0100,17154,100.0
10511986,112020-01_10511986_0100,17155,100.0
10511986,112020-01_10511986_0100,17156,100.0
10511986,112020-01_10511986_0100,17157,100.0
10511986,112020-01_10511986_0100,17158,100.0
10512248,135150-06_10512248_0200,17159,100.0
10512248,135150-06_10512248_0200,17160,100.0
10512293,123680-03_10512293_0200,17161,100.0
10512293,123680-03_10512293_0200,17162,100.0
10513082,111120-07_10513082_0300,17163,100.0
10513082,111120-07_10513082_0300,17164,100.0
10513082,111120-07_10513082_0300,17165,100.0
10513082,111120-07_10513082_0300,17166,100.0
10513082,111120-07_10513082_0300,17167,100.0
10513472,100680-10_10513472_0110,17168,100.0
10513472,100680-10_10513472_0110,17169,100.0
10513500,100650-02_10513500_0110,17170,100.0
10513514,110320-04_10513514_0100,17171,100.0
10513514,110320-04_10513514_0100,17172,100.0
10513514,110320-04_10513514_0100,17173,100.0
10513514,110320-04_10513514_0102,17174,100.0
10513514,110320-04_10513514_0102,17175,100.0
10513514,110320-04_10513514_0102,17176,100.0
10513517,110320-04_10513517_0100,17177,100.0
10513517,110320-04_10513517_0100,17178,100.0
10513517,110320-04_10513517_0100,17179,100.0
10513517,110320-04_10513517_0200,17180,100.0
10513517,110320-04_10513517_0200,17181,100.0
10513517,110320-04_10513517_0200,17182,100.0
10513669,111480-01_10513669_0200,17183,100.0
10513669,111480-01_10513669_0200,17184,100.0
10513669,111480-01_10513669_0200,17185,100.0
10513669,111480-01_10513669_0200,17186,100.0
10513669,111480-01_10513669_0200,17187,100.0
10513669,111480-01_10513669_0200,17188,100.0
10513669,111480-01_10513669_0200,17189,100.0
10513669,111480-01_10513669_0200,17190,100.0
10513669,111480-01_10513669_0200,17191,100.0
10513669,111480-01_10513669_0200,17192,100.0
10513669,111480-01_10513669_0200,17193,100.0
10513669,111480-01_10513669_0200,17194,100.0
10514003,100610-10_10514003_0110,17195,100.0
10514003,100610-10_10514003_0110,17196,100.0
10514003,100610-10_10514003_0110,17197,100.0
10514003,100610-10_10514003_0110,17198,100.0
10514003,100610-10_10514003_0120,17199,100.0
10514003,100610-10_10514003_0120,17200,100.0
10514003,100610-10_10514003_0120,17201,100.0
10514003,100610-10_10514003_0120,17202,100.0
10514003,100610-10_10514003_0130,17203,100.0
10514003,100610-10_10514003_0130,17204,100.0
10514003,100610-10_10514003_0130,17205,100.0
10514003,100610-10_10514003_0130,17206,100.0
10514003,100610-10_10514003_0140,17207,100.0
10514003,100610-10_10514003_0140,17208,100.0
10514003,100610-10_10514003_0140,17209,100.0
10514003,100610-10_10514003_0140,17210,100.0
10514003,100610-50_10514003_0210,17211,100.0
10514003,100610-50_10514003_0210,17212,100.0
10514003,100610-50_10514003_0210,17213,100.0
10514003,100610-50_10514003_0220,17214,100.0
10514003,100610-50_10514003_0220,17215,100.0
10514003,100610-50_10514003_0220,17216,100.0
10514003,100610-50_10514003_0230,17217,100.0
10514003,100610-50_10514003_0230,17218,100.0
10514003,100610-50_10514003_0230,17219,100.0
10514003,100610-50_10514003_0240,17220,100.0
10514003,100610-50_10514003_0240,17221,100.0
10514003,100610-50_10514003_0240,17222,100.0
10514003,100700-60_10514003_0310,17223,100.0
10514003,100700-60_10514003_0310,17224,100.0
10514596,123680-18_10514596_0400,17225,100.0
10514596,123680-18_10514596_0400,17226,100.0
10514778,111350-13_10514778_6310,17227,100.0
10514778,111350-13_10514778_6310,17228,100.0
10514778,111350-13_10514778_6310,17229,100.0
10514778,111350-13_10514778_6310,17230,100.0
10514778,111350-14_10514778_6410,17231,100.0
10514778,111350-14_10514778_6410,17232,100.0
10514778,111350-14_10514778_6410,17233,100.0
10514778,111350-16_10514778_6610,17234,100.0
10514778,111350-16_10514778_6610,17235,100.0
10514778,111350-16_10514778_6610,17236,100.0
10514778,111350-17_10514778_6711,17237,100.0
10514778,111350-17_10514778_6711,17238,100.0
10514778,111350-17_10514778_6711,17239,100.0
10514778,111350-18_10514778_6815,17240,100.0
10514778,111350-18_10514778_6815,17241,100.0
10514778,111350-18_10514778_6815,17242,100.0
10514778,111400-02_10514778_4230,17243,100.0
10514778,111400-02_10514778_4230,17244,100.0
10514778,111400-02_10514778_4230,17245,100.0
10514778,111400-02_10514778_4230,17246,100.0
10514778,111400-03_10514778_4310,17247,100.0
10514778,111400-03_10514778_4310,17248,100.0
10514778,111400-03_10514778_4310,17249,100.0
10514800,111350-13_10514800_6310,17250,100.0
10514800,111350-13_10514800_6310,17251,100.0
10514800,111350-13_10514800_6310,17252,100.0
10514800,111350-13_10514800_6310,17253,100.0
10514800,111350-14_10514800_6410,17254,100.0
10514800,111350-14_10514800_6410,17255,100.0
10514800,111350-14_10514800_6410,17256,100.0
10514800,111350-16_10514800_6610,17257,100.0
10514800,111350-16_10514800_6610,17258,100.0
10514800,111350-16_10514800_6610,17259,100.0
10514800,111350-17_10514800_6711,17260,100.0
10514800,111350-17_10514800_6711,17261,100.0
10514800,111350-17_10514800_6711,17262,100.0
10514800,111350-18_10514800_6815,17263,100.0
10514800,111350-18_10514800_6815,17264,100.0
10514800,111350-18_10514800_6815,17265,100.0
10515045,111120-07_10515045_0300,17266,100.0
10515045,111120-07_10515045_0300,17267,100.0
10515045,111120-07_10515045_0300,17268,100.0
