K,P,r
10544332,111190-01_10972289_0100,-0.48700000000000004
10544332,111190-01_10972289_0101,-0.48700000000000004
10544332,111190-01_10972289_0102,-0.48700000000000004
10544332,111190-01_10990438_0100,-0.38799999999999996
10544332,111190-01_10990438_0101,-0.38799999999999996
10544332,111190-01_10990438_0102,-0.38799999999999996
10544332,111190-01_11010454_0100,-0.321
10544332,111190-01_11010454_0101,-0.321
10544332,111190-01_11010454_0102,-0.321
10544332,111190-01_10213257_0103,-0.152
10544332,111190-03_10000987_0300,-0.23199999999999998
10544332,111190-03_10001902_0301,-0.593
10544332,111190-03_10001902_0302,-0.593
10544332,111190-03_10004665_0300,-0.36200000000000004
10544332,111190-03_10004665_0301,-0.36200000000000004
10544332,111190-03_10006003_0300,-0.187
10544332,111190-03_10010953_0300,-0.363
10544332,111190-03_10010953_0301,-0.363
10544332,111190-03_10015469_0300,-0.861
10544332,111190-03_10016035_0400,-0.2
10544332,111190-03_10017329_0300,-0.401
10544332,111190-03_10017329_0301,-0.401
10544332,111190-03_10017956_0300,-0.396
10544332,111190-03_10017956_0301,-0.396
10544332,111190-03_10019490_0300,-0.425
10544332,111190-03_10019490_0301,-0.425
10544332,111190-03_10060177_0201,-0.321
10544332,111190-03_10060177_0202,-0.321
10544332,111190-03_10060178_0301,-0.29
10544332,111190-03_10060178_0302,-0.29
10544332,111190-03_10060180_0300,-0.48700000000000004
10544332,111190-03_10060180_0301,-0.48700000000000004
10544332,111190-03_10066203_0300,-0.21
10544332,111190-03_10077239_0301,-0.361
10544332,111190-03_10077239_0302,-0.361
10544332,111190-03_10081315_0300,-0.579
10544332,111190-03_10081316_0300,-0.449
10544332,111190-03_10085701_0300,-0.126
10544332,111190-03_10088146_0300,-0.1
10544332,111190-03_10088146_0301,-0.1
10544332,111190-03_10088146_0302,-0.1
10544332,111190-03_10088833_0300,-0.231
10544332,111190-03_10088926_0300,-0.51
10544332,111190-03_10096247_0300,-0.35600000000000004
10544332,111190-03_10096728_0300,-0.23199999999999998
10544332,111190-03_10097475_0201,-0.265
10544332,111190-03_10201120_0300,-0.237
10544332,111190-03_10201120_0302,-0.237
10544332,111190-03_10203517_0301,-0.303
10544332,111190-03_10205499_0300,-0.349
10544332,111190-03_10205499_0301,-0.349
10544332,111190-03_10205732_0301,-0.519
10544332,111190-03_10206957_0300,-0.401
10544332,111190-03_10206957_0301,-0.401
10544332,111190-03_10207115_0300,-0.087
10544332,111190-03_10207868_0300,-0.534
10544332,111190-03_10207868_0301,-0.534
10544332,111190-03_10208253_0300,-0.23
10544332,111190-03_10208708_0301,-0.161
10544332,111190-03_10210267_0301,-0.298
10544332,111190-03_10210267_0302,-0.298
10544332,111190-03_10211495_0301,-0.326
10544332,111190-03_10219932_0301,-0.297
10544332,111190-03_10242280_0500,-0.222
10544332,111190-03_10242280_0501,-0.222
10544332,111190-03_10242357_0300,-0.213
10544332,111190-03_10294700_0301,-0.19
10544332,111190-03_10294700_0302,-0.19
10544332,111190-03_10299108_0301,-0.198
10544332,111190-03_10301997_0300,-0.23199999999999998
10544332,111190-03_10504699_0300,-0.15
10544332,111190-03_10510655_0300,-0.165
10544332,111190-03_10520695_0300,-0.314
10544332,111190-03_10561179_0301,-0.034
10544332,111190-03_10561179_0302,-0.034
10544332,111190-03_10576627_0301,-0.23199999999999998
10544332,111190-03_10576627_0302,-0.23199999999999998
10544332,111190-03_10585451_0301,-0.2
10544332,111190-03_10596860_0300,-0.142
10544332,111190-03_10597905_0300,-0.32899999999999996
10544332,111190-03_10700941_0300,-0.23199999999999998
10544332,111190-03_10700941_0301,-0.23199999999999998
10544332,111190-03_10702111_0300,-0.35100000000000003
10544332,111190-03_10713175_0300,-0.23
10544332,111190-03_10848567_0400,-0.027999999999999997
10544332,111190-03_10885858_0300,-0.11800000000000001
10544332,111190-03_10885858_0301,-0.11800000000000001
10544332,111190-03_10914597_0300,-0.03
10544332,111190-03_10914597_0301,-0.03
10544332,111190-03_10956034_0300,-0.317
10544332,111190-03_10990438_0300,-0.38799999999999996
10544332,111190-03_11010454_0300,-0.321
10544332,111480-01_10006961_0200,-2.0
10544332,111480-01_10204129_0100,-0.204
10544332,111480-01_10233789_0200,-11.1
10544332,111480-01_10504462_0300,-27.8
10544332,111480-01_10513669_0200,-0.363
10544332,111480-01_10576145_0100,-4.316
10544332,111480-01_10705035_0100,-2.22
10544332,111480-01_10706125_0100,-15.97
10544332,111480-01_10707437_0100,-3.194
10544332,111480-01_10989209_0100,-3.194
10544332,111480-01_11007843_0100,-22.0
10544332,111480-01_11022177_0100,-3.194
10544332,111480-01_11022662_0100,-4.15
10544332,111500-01_10003100_0200,-15.0
10544332,111500-01_10005489_0300,-5.0
10544332,111500-01_10071922_0200,-3.5
10544332,111500-01_10082235_0200,-4.8
10544332,111500-01_10205568_0200,-5.0
10544332,111500-01_10935951_0100,-15.0
10544332,111500-02_10063659_0200,-50.0
10544332,111500-02_10593029_0200,-27.0
10544332,111500-02_10707104_0100,-77.0
10544332,111600-03_10006433_0500,-3.5
10544332,111600-05_10008124_0600,-2.5
10544332,111600-05_10078423_0500,-2.083
10544332,111600-05_10554722_0500,-1.0
10544332,111600-05_10863459_0100,-1.0
10544332,123410-15_10014597_0400,-17.669
10544332,123510-05_10087184_1200,-13.8
10544332,123510-05_10212535_1000,-30.0
10544332,123520-15_10210141_0200,-0.88
10544332,123520-15_10235277_0200,-1.47
10544332,123520-15_10837093_0100,-3.63
10544332,123530-03_10939960_0200,-0.13
10544332,123530-04_10209005_0800,-2.06
10544332,123530-05_10000756_0800,-0.24
10544332,123530-05_10000756_0801,-0.24
10544332,123530-05_10000756_0802,-0.24
10544332,123530-05_10006906_0800,-0.8
10544332,123530-05_10012384_0800,-0.15
10544332,123530-05_10013116_0800,-0.32
10544332,123530-05_10013116_0801,-0.32
10544332,123530-05_10016786_0800,-0.41700000000000004
10544332,123530-05_10016786_0801,-0.41700000000000004
10544332,123530-05_10016786_0802,-0.41700000000000004
10544332,123530-05_10071182_0800,-0.21899999999999997
10544332,123530-05_10206862_0800,-0.209
10544332,123530-05_10206862_0801,-0.209
10544332,123530-05_10207671_0800,-0.38
10544332,123530-05_10293678_0800,-0.75
10544332,123530-05_10845502_0800,-0.14
10544332,123530-05_10845502_0801,-0.14
10544332,123530-05_10928450_0800,-0.28600000000000003
10544332,123530-05_10940125_0100,-0.22
10544332,123530-05_10941969_0100,-0.21
10544332,123530-05_10942643_0100,-0.29
10544332,123530-05_10942643_0101,-0.29
10544332,123530-05_10949401_0100,-0.42
10544332,123530-05_10949401_0101,-0.42
10544332,123530-05_10949401_0102,-0.42
10544332,123530-05_10983412_0100,-0.17
10544332,123530-05_11002982_0100,-0.2
10544332,123530-09_10060496_0800,-1.08
10544332,123530-09_10210141_0100,-0.52
10544332,123530-09_10210141_0101,-0.52
10544332,124240-01_10000476_1000,-0.057999999999999996
10544332,124500-03_10002097_0200,-0.02
10544332,124870-16_10211758_0100,-47.04
10544332,134050-01_10206927_0100,-13.355
10544332,134050-01_10206928_0100,-29.38
10544332,134050-01_10206929_0100,-29.38
10544332,134050-01_10206930_0100,-26.709
10544332,134050-01_11027177_0100,-29.38
10544332,134130-05_10892801_1300,-1.0
10544332,134130-35_10918670_1500,-0.78
10544332,134130-41_10892794_1400,-1.0
10544332,134130-41_10892801_1400,-1.0
10544332,111040-01_10002153_0500,-6.25
10544332,111040-01_10002153_0400,-6.25
10544332,111040-01_10002211_0400,-2.7
10544332,111040-01_10002211_0500,-6.25
10544332,111040-01_10086660_0800,-6.25
10544362,124270-01_10962482_0100,-76.0
10544362,111040-01_10085796_0900,-348.08
10544362,111040-01_10962482_0200,-76.0
10544367,123410-15_10009946_0200,-57.73
10544367,123410-15_10319342_0200,-7.5
10544367,124270-01_10928117_0100,-80.5
10544374,124270-01_10544173_0100,-98.383
10544374,124270-01_10592505_0200,-70.07
10544374,124600-08_10544173_0600,-94.48700000000001
10544377,111600-05_10008124_0600,-130.68200000000002
10544377,124930-05_10885216_0500,-0.75
10544377,124930-13_10097919_130A,-6.41
10544377,124930-13_10097919_130B,-6.59
10544377,124930-13_10097919_130C,-6.73
10544377,124930-13_10097919_130D,-6.84
10544377,124930-13_10097919_131A,-6.41
10544377,124930-13_10097919_131B,-6.59
10544377,124930-13_10097919_131C,-6.73
10544377,124930-13_10097919_131D,-6.84
10544389,135150-06_10544389_0200,100.0
10544463,111640-08_10544463_0800,100.0
10544529,124870-04_10013360_0500,-50.378
10544630,111570-01_10544630_0100,100.0
10544630,111570-03_10000574_0200,-200.0
10544630,111610-01_10598137_0100,-102.0
10544644,124270-01_10915474_0200,-80.8
10544648,135120-16_10544648_0200,100.0
10544648,135150-12_10080689_0300,-165.025
10544691,111220-05_10017830_0500,-10.65
10544691,111230-06_10063694_0600,-1.17
10544691,111230-06_10263637_0100,-1.056
10544691,111230-06_10542880_0200,-1.052
10544691,111230-06_10542880_0300,-1.052
10544691,111230-06_10739817_0200,-1.192
10544691,111230-06_10739817_0300,-1.192
10544691,111230-06_10814907_0100,-1.044
10544691,111230-06_10814907_0200,-1.044
10544691,111230-06_10839115_1111,-1.122
10544691,111230-06_10957089_0300,-1.1640000000000001
10544691,111230-06_10963671_0300,-0.958
10544691,111230-06_10991906_1111,-1.275
10544691,111230-06_10991907_1111,-1.1640000000000001
10544691,111230-06_11001837_1111,-1.0
10544691,111230-06_11019881_1111,-1.0859999999999999
10544691,111230-06_10991906_0300,-1.1640000000000001
10544691,111230-06_11041537_1111,-1.2570000000000001
10544691,111260-01_10542880_0400,-1.054
10544691,111260-01_10739817_0100,-1.175
10544691,111260-01_10963671_0100,-0.977
10544691,111260-02_10201117_0500,-1.3719999999999999
10544691,111260-02_10201117_0510,-1.3719999999999999
10544691,111260-02_10201117_0520,-1.3719999999999999
10544691,111260-02_10212140_0500,-1.4040000000000001
10544691,111260-02_10212140_0510,-1.4040000000000001
10544691,111260-02_10212140_0520,-1.4040000000000001
10544691,111260-02_10234062_0500,-1.409
10544691,111260-02_10234062_0510,-1.409
10544691,111260-02_10234062_0520,-1.409
10544691,111260-02_10515527_0500,-1.304
10544691,111260-02_10515527_0520,-1.304
10544691,111260-02_10515527_0530,-1.304
10544691,111260-02_10542880_0600,-1.054
10544691,111260-02_10542880_0700,-1.054
10544691,111260-02_11019881_0100,-1.1079999999999999
10544691,111260-11_10063694_0500,-1.183
10544691,111260-11_10096123_0500,-0.971
10544691,111260-11_10096123_0600,-0.971
10544691,111260-11_10263637_0500,-1.0659999999999998
10544691,111260-11_10263637_0600,-1.0659999999999998
10544691,111260-11_10739817_0500,-1.175
10544691,111260-11_10739817_0600,-1.175
10544691,111260-11_10739817_0800,-1.175
10544691,111260-11_10542880_0600,-1.054
10544691,111260-11_11019881_0100,-1.1079999999999999
10544692,111230-06_10211274_0100,-3.0269999999999997
10544692,111230-06_10211274_0200,-3.0269999999999997
10544692,111230-06_10211279_0100,-1.162
10544692,111230-06_10211279_0200,-1.162
10544692,111230-06_10520925_0100,-1.163
10544692,111230-06_10520925_0200,-1.163
10544692,111230-06_10850437_1111,-7.65
10544692,111230-06_10903414_0300,-0.511
10544692,111230-06_10903414_0400,-0.511
10544692,111230-06_10970539_0200,-0.308
10544692,111230-06_11038103_1111,-3.6
10544692,111260-01_10211274_0300,-3.0839999999999996
10544692,111260-01_10537599_0500,-1.1159999999999999
10544692,111260-01_10831370_0200,-7.242999999999999
10544692,111260-02_10537599_0300,-1.1159999999999999
10544692,111260-02_10537599_0400,-1.1159999999999999
10544692,111260-02_10709136_0300,-1.2930000000000001
10544692,111260-02_10709136_0600,-1.2930000000000001
10544692,111260-11_10831370_0300,-7.242999999999999
10544920,123680-05_10544920_0100,100.0
10544997,111350-16_10544997_6611,100.0
10544997,111350-18_10544997_6814,100.0
10545566,111190-01_10018741_0101,-0.013000000000000001
10545566,111190-01_10018741_0106,-0.013000000000000001
10545566,111190-01_10018741_0111,-0.013000000000000001
10545566,111190-01_10936188_0100,-0.10099999999999999
10545566,111190-01_10998936_0100,-0.01
10545566,111190-03_10018741_0201,-0.013000000000000001
10545566,111190-03_10018741_0202,-0.013000000000000001
10545566,111190-03_10559447_0300,-0.053
10545566,111190-03_10585451_0301,-0.01
10545566,111190-03_10596860_0300,-0.01
10545566,111560-04_10211620_0100,-0.1
10545566,111560-04_10298709_0100,-0.094
10545566,111580-04_10083799_0400,-0.013999999999999999
10545566,111580-07_10017619_0200,-0.1
10545566,111580-07_10060693_0100,-0.2
10545566,111580-07_10083829_0200,-0.1
10545566,111580-07_10089444_0300,-0.1
10545566,111580-07_10200423_0200,-0.2
10545566,111580-07_10242642_0100,-0.2
10545566,111580-07_10242647_0100,-0.2
10545566,111580-07_10951590_0200,-0.2
10545566,123020-84_11002430_0700,-0.026000000000000002
10545566,123020-84_11002431_0700,-0.022000000000000002
10545566,123530-04_10097432_0800,-0.03
10545566,123530-05_10715100_0800,-0.01
10545566,123530-05_10715100_0801,-0.01
10545566,123530-05_10715100_0802,-0.01
10545566,123530-05_10883963_0800,-0.013000000000000001
10545566,123530-05_10883963_0801,-0.013000000000000001
10545566,123530-05_10883963_0802,-0.013000000000000001
10545566,123530-05_10933405_0800,-0.013999999999999999
10545566,123530-05_10966140_0100,-0.01
10545566,123530-05_10966140_0101,-0.01
10545566,123530-05_11000314_0100,-0.01
10545566,123680-05_11020316_0100,-30.0
10545566,136060-10_10234734_0200,-0.364
10545566,136060-10_10078236_0500,-0.217
10545920,124860-05_10928962_0200,-51.0
10547097,111480-01_10547097_0100,100.0
10547410,134130-05_10609381_1400,-45.0
10547410,134130-35_10558474_1500,-83.94
10551695,111190-01_10095046_0101,-0.556
10551695,111190-01_10095046_0104,-0.556
10551695,111190-01_10095046_0106,-0.556
10551695,111190-01_10201630_0100,-0.601
10551695,111190-01_10201630_0103,-0.601
10551695,111190-01_10201630_0111,-0.601
10551695,111190-01_10207115_0101,-0.54
10551695,111190-01_10207115_0104,-0.54
10551695,111190-01_10207115_0105,-0.54
10551695,111190-01_10207142_0101,-1.462
10551695,111190-01_10207142_0107,-1.462
10551695,111190-01_10207142_0110,-1.462
10551695,111190-01_10208253_0104,-0.584
10551695,111190-01_10208253_0105,-0.584
10551695,111190-01_10211496_0100,-0.418
10551695,111190-01_10211496_0101,-0.418
10551695,111190-01_10211496_0102,-0.418
10551695,111190-01_10234497_0101,-1.085
10551695,111190-01_10234497_0106,-1.085
10551695,111190-01_10234497_0107,-1.085
10551695,111190-01_10242357_0101,-1.219
10551695,111190-01_10242357_0107,-1.219
10551695,111190-01_10242357_0108,-1.219
10551695,111190-01_10520695_0102,-1.379
10551695,111190-01_10520695_0105,-1.379
10551695,111190-01_10520695_0109,-1.379
10551695,111190-01_10873562_0100,-0.71
10551695,111190-01_10873562_0101,-0.71
10551695,111190-01_10873562_0102,-0.71
10551695,111190-01_10926141_0100,-1.3940000000000001
10551695,111190-01_10956034_0100,-0.758
10551695,111190-01_10956034_0101,-0.758
10551695,111190-01_10956034_0102,-0.758
10551695,111190-01_11010454_0100,-0.867
10551695,111190-01_11010454_0101,-0.867
10551695,111190-01_11010454_0102,-0.867
10551695,111190-03_10207115_0300,-0.54
10551695,111190-03_10208253_0300,-0.58
10551695,111190-03_10211496_0300,-0.377
10551695,111190-03_10211496_0400,-0.418
10551695,111190-03_10242357_0300,-1.219
10551695,111190-03_10243084_0300,-0.7190000000000001
10551695,111190-03_10279822_0300,-0.835
10551695,111190-03_10520695_0300,-1.379
10551695,111190-03_10543759_0300,-0.377
10551695,111190-03_10851994_0300,-0.977
10551695,111190-03_10956034_0300,-0.758
10551695,111190-03_11010454_0300,-0.867
10551695,111190-03_11038797_0300,-1.5659999999999998
10552174,110980-01_10552174_0101,100.0
10552174,110980-01_10552174_0102,100.0
10552174,110980-01_10552174_0104,100.0
10552174,110980-01_10552174_0106,100.0
10552174,110980-02_10552174_0200,100.0
10552205,110980-01_10552205_0101,100.0
10552205,110980-01_10552205_0102,100.0
10552205,110980-01_10552205_0104,100.0
10552205,110980-01_10552205_0106,100.0
10552205,110980-02_10552205_0200,100.0
10552307,134130-04_10892741_0400,-0.053
10552307,134130-05_11001706_0100,-0.05
10552330,100410-09_10552330_0100,100.0
10552330,123540-10_10206753_0100,-134.94
10552333,135120-08_10504249_0200,-100.0
10552353,111260-01_10552353_0110,100.0
10552353,111260-03_10552353_0300,100.0
10552353,111260-11_10552353_0100,100.0
10552353,111260-11_10552353_0200,100.0
10552398,123350-83_10552398_0200,100.0
10552423,123510-02_10552423_1000,100.0
10552644,135100-03_10552644_0100,100.0
10552644,135100-07_10242411_0100,-100.0
10552644,135100-07_10242411_0300,-100.0
10552645,135120-08_10552645_0100,100.0
10552645,135150-02_10517804_0300,-12.9
10552645,135150-02_11027322_0100,-6.0
10552645,135150-06_10917883_0100,-45.0
10552645,135150-15_10917883_0200,-45.0
10552645,135150-17_10517804_0800,-12.9
10552645,135150-17_11027322_0200,-6.0
10552792,135150-16_10219171_0800,-63.0
10552964,111180-05_10088931_0200,-105.0
10552964,111180-09_10552964_0100,100.0
10553198,110980-01_10553198_0101,100.0
10553198,110980-01_10553198_0102,100.0
10553198,110980-01_10553198_0104,100.0
10553198,110980-01_10553198_0106,100.0
10553198,110980-02_10553198_0200,100.0
10553861,140010-02_10553861_0100,100.0
10553861,140090-01_10553861_0500,100.0
10553861,151390-01_10553862_0200,-100.0
10553861,151390-01_10553862_0800,-100.0
10553861,151390-01_10553863_0200,-66.0
10553861,151390-01_10978157_0800,-100.0
10553862,111040-04_10002153_0100,-21.0
10553862,111040-04_10002153_0300,-21.0
10553862,111040-04_10002211_0100,-31.9
10553862,111040-04_10002211_0300,-31.9
10553862,111040-04_10086660_0300,-15.2
10553862,111040-04_10086660_0600,-15.2
10553862,111040-05_10002177_0200,-20.85
10553862,111040-05_10002258_0500,-7.0
10553862,111040-05_10003340_0500,-20.0
10553862,123080-07_10015691_0700,-16.0
10553862,123290-02_10075343_0200,-11.647
10553862,123540-06_10000708_0200,-13.0
10553862,123540-06_10002178_0200,-23.0
10553862,123540-06_10063677_0200,-13.0
10553862,123540-06_10097740_0200,-11.0
10553862,123560-01_10002128_0100,-16.2
10553862,123560-01_10002174_0100,-28.0
10553862,123560-01_10002237_1000,-11.0
10553862,123560-01_10076235_0100,-10.4
10553862,123560-01_10076850_0100,-11.3
10553862,123560-01_10083708_0100,-11.4
10553862,123560-01_10205504_0200,-10.4
10553862,124260-01_10002256_0100,-14.9
10553862,124260-01_10003313_0300,-8.8
10553862,124260-01_10075869_0100,-14.0
10553862,124260-01_10077801_0100,-10.5
10553862,124260-01_10077801_0200,-10.5
10553862,124260-01_10081062_0200,-17.8
10553862,124260-01_10095915_0100,-20.2
10553862,124260-01_10933769_0100,-10.5
10553862,124260-01_10933769_0200,-10.5
10553862,124260-06_10544185_0400,-24.064
10553862,124260-14_10002244_0200,-17.8
10553862,124260-14_10006356_0100,-23.5
10553862,124260-14_10006386_0100,-34.3
10553862,124270-01_10204515_0100,-10.0
10553862,124270-01_10543981_0200,-14.59
10553862,124270-01_10544173_0100,-5.7139999999999995
10553862,124270-01_10591535_0100,-15.6
10553862,124270-01_10591539_0100,-24.49
10553862,124270-01_10591541_0100,-9.7
10553862,124270-01_10591551_0100,-5.58
10553862,124270-01_10591556_0100,-5.046
10553862,124270-01_10591561_0100,-20.54
10553862,124270-01_10591561_0200,-11.06
10553862,124270-01_10591562_0100,-25.3
10553862,124270-01_10591579_0100,-5.167000000000001
10553862,124270-01_10591582_0100,-5.52
10553862,124270-01_10592450_0100,-5.7139999999999995
10553862,124270-01_10592454_0100,-3.343
10553862,124270-01_10592458_0100,-3.42
10553862,124270-01_10592460_0100,-5.41
10553862,124270-01_10592481_0100,-5.593
10553862,124270-01_10592486_0100,-5.41
10553862,124270-01_10592487_0100,-3.45
10553862,124270-01_10592500_0100,-4.559
10553862,124270-01_10592502_0100,-13.3
10553862,124270-01_10592504_0100,-5.471
10553862,124270-01_10592509_0100,-19.035999999999998
10553862,124270-01_10606744_0400,-16.47
10553862,124270-01_10607486_0200,-18.3
10553862,124270-01_10700537_0200,-18.26
10553862,124270-01_10704066_0100,-32.2
10553862,124270-01_10736637_0100,-41.04
10553862,124270-01_10759168_0100,-3.08
10553862,124270-01_10837936_0100,-15.6
10553862,124270-01_10838703_0100,-25.46
10553862,124270-01_10915474_0200,-8.0
10553862,124270-01_10928117_0100,-14.0
10553862,124270-01_10934834_0100,-13.5
10553862,124270-01_10963394_0100,-20.0
10553862,124270-01_10983324_0100,-8.25
10553862,124270-01_10984407_0100,-0.45
10553862,124270-01_11001150_0100,-8.4
10553862,124270-01_11002955_0100,-16.8
10553862,124270-01_11007013_0100,-66.5
10553862,124270-01_11033597_0100,-24.0
10553862,124270-01_11040331_0100,-4.5
10553862,124270-02_10592492_0100,-27.75
10553862,124270-02_10706902_0100,-64.0
10553862,124270-02_10710137_0100,-17.0
10553862,124270-02_10714440_0100,-10.0
10553862,124270-02_10781412_0100,-69.0
10553862,124270-02_10810516_0100,-42.0
10553862,124270-02_10968116_0100,-57.6
10553862,124500-02_10014357_0200,-63.0
10553862,124500-02_10019348_0300,-24.68
10553862,124600-08_10544173_0200,-3.3
10553862,124600-08_10544173_0600,-3.428
10553862,135090-09_10204863_0200,-7.619
10553862,135090-09_10206768_0200,-6.222
10553862,135090-09_10207688_0200,-7.175
10553862,135090-09_10238180_0100,-5.532
10553862,135090-09_10238181_0100,-5.376
10553862,135090-09_10704791_0100,-7.619
10553862,136040-13_10084925_0300,-24.241999999999997
10553862,151390-01_10553862_0200,100.0
10553862,151390-01_10553862_0800,100.0
10553862,162140-01_10564653_0100,-81.292
10553862,162430-01_10072807_0100,-56.85
10553862,162430-02_10072807_0200,-56.85
10553862,162500-01_10297600_0100,-16.63
10553862,162500-02_10297600_0400,-16.0
10553862,162500-02_10297600_0400,50.33
10553862,111040-01_10002153_0500,-17.507
10553862,111040-01_10001590_0900,-38.0
10553862,111040-01_10002153_0400,-17.507
10553862,111040-01_10002211_0400,-31.9
10553862,111040-01_10002211_0500,-29.908
10553862,111040-01_10086660_0800,-12.401
10553863,111360-01_10564628_1000,-39.42
10553863,123080-09_10702798_0100,-26.625999999999998
10553863,140040-10_10235355_0100,-0.005
10553863,151190-01_10553867_0100,-11.625
10553863,151190-01_10553867_0800,-11.625
10553863,151190-01_10567937_0100,-10.08
10553863,151190-01_10587624_0800,-11.125
10553863,151390-01_10553863_0200,100.0
10553863,162010-02_10554239_0200,-13.31
10553863,162010-03_10554240_0200,-13.05
10553863,162010-03_10554241_0200,-14.138
10553863,162010-08_10908079_0100,-8.0
10553865,123080-07_10015691_0700,-5.0
10553865,140040-12_10072875_0200,-2.3890000000000002
10553865,140040-13_10006244_0500,-3.054
10553865,151140-01_10002173_0300,-0.44
10553865,151140-01_10004837_0100,-0.44
10553865,151190-01_10553867_0100,-5.18
10553865,151190-01_10553867_0800,-5.18
10553865,151190-01_10587624_0800,-5.18
10553865,151540-01_10002247_0110,-1.41
10553865,151540-01_10544278_0100,-1.41
10553865,162140-01_10564653_0100,-19.209
10553866,151390-01_10553863_0200,-34.0
10553867,100600-01_10013791_0410,-840.0
10553867,100600-01_10206313_0210,-400.0
10553867,100600-01_10928131_0210,-400.0
10553867,100600-01_10936376_0210,-840.0
10553867,100600-01_10965631_0110,-840.0
10553867,100600-01_11009387_0110,-840.0
10553867,100620-01_10001916_0210,-70.0
10553867,100620-01_10005510_0210,-89.969
10553867,100620-01_10018821_0210,-124.0
10553867,100620-01_10812057_0110,-124.0
10553867,100630-10_10013791_0310,-170.21200000000002
10553867,100630-10_10936376_0110,-840.0
10553867,100650-01_10006099_0210,-128.96
10553867,100650-01_10006099_0220,-128.96
10553867,100650-01_10201647_0200,-74.0
10553867,100650-01_10584579_0110,-167.12
10553867,100650-01_10584579_0120,-167.12
10553867,100650-01_10852524_0110,-185.96
10553867,100650-01_10852524_0120,-185.96
10553867,100650-01_11039021_0100,-117.30799999999999
10553867,100660-01_10007079_0310,-82.0
10553867,100660-01_10007079_0320,-82.0
10553867,100660-01_10936929_0110,-11.671
10553867,100660-01_11025444_0110,-66.6
10553867,100680-10_10203376_0210,-11.671
10553867,111190-01_10234216_0101,-2.85
10553867,111230-06_10007932_0100,-0.644
10553867,111230-06_10007932_0200,-0.644
10553867,111230-06_10008111_0100,-0.716
10553867,111230-06_10008111_0200,-0.716
10553867,111230-06_10014827_0100,-0.324
10553867,111230-06_10014827_0200,-0.324
10553867,111230-06_10063713_0100,-0.988
10553867,111230-06_10063713_0200,-0.988
10553867,111230-06_10064402_0100,-0.06
10553867,111230-06_10064402_0200,-0.06
10553867,111230-06_10066095_0100,-0.556
10553867,111230-06_10066095_0200,-0.556
10553867,111230-06_10070668_0100,-0.332
10553867,111230-06_10070668_0200,-0.332
10553867,111230-06_10087187_0200,-0.10400000000000001
10553867,111230-06_10088500_0100,-0.49200000000000005
10553867,111230-06_10088500_0200,-0.49200000000000005
10553867,111230-06_10201798_0100,-0.37200000000000005
10553867,111230-06_10201798_0200,-0.37200000000000005
10553867,111230-06_10204538_0100,-0.38
10553867,111230-06_10204538_0200,-0.38
10553867,111230-06_10207201_0100,-0.488
10553867,111230-06_10207201_0200,-0.488
10553867,111230-06_10210990_0100,-0.22
10553867,111230-06_10210990_0200,-0.22
10553867,111230-06_10211150_0100,-0.312
10553867,111230-06_10211150_0200,-0.312
10553867,111230-06_10211276_0100,-0.28800000000000003
10553867,111230-06_10211276_0200,-0.28800000000000003
10553867,111230-06_10537771_0100,-0.308
10553867,111230-06_10537771_0200,-0.308
10553867,111230-06_10603449_0100,-0.188
10553867,111230-06_10603449_0300,-0.188
10553867,111230-06_10603731_0300,-0.308
10553867,111230-06_10603731_0400,-0.308
10553867,111230-06_10703850_0300,-1.972
10553867,111230-06_10703850_0400,-1.972
10553867,111230-06_10713748_0100,-0.804
10553867,111230-06_10713748_0200,-0.804
10553867,111230-06_10814907_0100,-0.46799999999999997
10553867,111230-06_10814907_0200,-0.46799999999999997
10553867,111230-06_10827345_0300,-0.212
10553867,111230-06_10827345_0400,-0.212
10553867,111230-06_10873936_0400,-0.752
10553867,111230-06_10882870_0100,-0.192
10553867,111230-06_10882870_0300,-0.192
10553867,111230-06_10909676_0300,-1.244
10553867,111230-06_10921182_1111,-1.008
10553867,111230-06_10923977_0100,-0.344
10553867,111230-06_10933957_0100,-0.47200000000000003
10553867,111230-06_10933957_0200,-0.47200000000000003
10553867,111230-06_10934610_0200,-0.284
10553867,111230-06_10934610_0300,-0.284
10553867,111230-06_10949376_1111,-1.0
10553867,111230-06_10957089_0300,-0.496
10553867,111230-06_10963671_0300,-1.168
10553867,111230-06_10975622_1111,-0.8079999999999999
10553867,111230-06_10975650_0200,-0.28800000000000003
10553867,111230-06_10975650_0300,-0.28800000000000003
10553867,111230-06_10981341_1111,-0.62
10553867,111230-06_10984174_1111,-0.308
10553867,111230-06_10991906_1111,-0.42
10553867,111230-06_10991907_1111,-0.496
10553867,111230-06_10992173_0100,-0.22
10553867,111230-06_10992173_0200,-0.22
10553867,111230-06_10994393_0100,-0.284
10553867,111230-06_10994393_0200,-0.284
10553867,111230-06_10996525_0300,-0.11199999999999999
10553867,111230-06_10996525_0400,-0.11199999999999999
10553867,111230-06_11001698_1111,-0.624
10553867,111230-06_11001837_1111,-0.612
10553867,111230-06_11010065_0200,-0.456
10553867,111230-06_11010065_0300,-0.456
10553867,111230-06_11010808_1111,-0.996
10553867,111230-06_11017634_1111,-0.428
10553867,111230-06_11017665_1111,-0.748
10553867,111230-06_11022520_1111,-0.68
10553867,111230-06_10999744_1111,-0.284
10553867,111230-06_10999744_0100,-0.28800000000000003
10553867,111230-06_11036843_1111,-0.52
