K,P,h
10544332,110980-01_10249640_0701,1
10544332,110980-01_10249640_0700,1
10544332,110980-01_10237487_0704,1
10544332,110980-01_10237487_0703,1
10544332,110980-01_10237487_0700,1
10544332,110980-01_10252506_0702,1
10544332,110980-01_10237302_0706,1
10544332,110980-01_10237302_0704,1
10544332,110980-01_10237302_0703,1
10544332,110980-01_10237302_0702,1
10544332,110980-01_10237302_0701,1
10544332,110980-01_10237302_0606,1
10544332,110980-01_10237302_0605,1
10544332,110980-01_10237302_0604,1
10544332,110980-01_10237302_0603,1
10544332,110980-01_10237302_0705,1
10544332,110980-01_10252506_0704,1
10544332,110980-01_10252506_0705,1
10544332,110980-01_10292457_0701,1
10544332,110980-01_10292469_0700,1
10544332,110980-01_10292468_0704,1
10544332,110980-01_10292468_0703,1
10544332,110980-01_10292468_0701,1
10544332,110980-01_10292468_0700,1
10544332,110980-01_10292462_0704,1
10544332,110980-01_10292462_0703,1
10544332,110980-01_10292462_0701,1
10544332,110980-01_10292462_0700,1
10544332,110980-01_10292461_0704,1
10544332,110980-01_10292461_0703,1
10544332,110980-01_10292461_0701,1
10544332,110980-01_10292461_0700,1
10544332,110980-01_10292459_0704,1
10544332,110980-01_10292459_0703,1
10544332,110980-01_10292459_0701,1
10544332,110980-01_10292459_0700,1
10544332,110980-01_10292457_0705,1
10544332,110980-01_10292457_0703,1
10544332,110980-01_10237302_0602,1
10544332,110980-01_10237302_0601,1
10544332,110980-01_10237302_0600,1
10544332,110980-01_10233864_0704,1
10544332,110980-01_10211305_0700,1
10544332,110980-01_10210548_0707,1
10544332,110980-01_10210548_0703,1
10544332,110980-01_10210548_0701,1
10544332,110980-01_10210548_0700,1
10544332,110980-01_10210143_0204,1
10544332,110980-01_10210143_0203,1
10544332,110980-01_10210143_0202,1
10544332,110980-01_10210143_0200,1
10544332,110980-01_10209495_0701,1
10544332,110980-01_10209495_0700,1
10544332,110980-01_10207868_0704,1
10544332,110980-01_10207868_0703,1
10544332,110980-01_10207868_0702,1
10544332,110980-01_10207868_0700,1
10544332,110980-01_10207384_0703,1
10544332,110980-01_10207384_0700,1
10544332,110980-01_10206957_0704,1
10544332,110980-01_10554661_0107,1
10544332,110980-01_10211305_0701,1
10544332,110980-01_10292469_0701,1
10544332,110980-01_10211305_0704,1
10544332,110980-01_10212145_0700,1
10544332,110980-01_10233864_0703,1
10544332,110980-01_10233864_0702,1
10544332,110980-01_10233864_0701,1
10544332,110980-01_10233864_0700,1
10544332,110980-01_10233851_0903,1
10544332,110980-01_10233851_0902,1
10544332,110980-01_10233851_0901,1
10544332,110980-01_10233851_0900,1
10544332,110980-01_10233851_0706,1
10544332,110980-01_10233851_0703,1
10544332,110980-01_10233851_0701,1
10544332,110980-01_10233851_0700,1
10544332,110980-01_10212240_0703,1
10544332,110980-01_10212240_0702,1
10544332,110980-01_10212240_0701,1
10544332,110980-01_10212240_0700,1
10544332,110980-01_10212145_0705,1
10544332,110980-01_10212145_0703,1
10544332,110980-01_10212145_0701,1
10544332,110980-01_10211305_0705,1
10544332,110980-01_10292469_0703,1
10544332,110980-01_10292457_0700,1
10544332,110980-01_10292471_0702,1
10544332,110980-01_10538701_0101,1
10544332,110980-01_10538698_0106,1
10544332,110980-01_10538698_0104,1
10544332,110980-01_10538698_0102,1
10544332,110980-01_10538698_0101,1
10544332,110980-01_10538696_0107,1
10544332,110980-01_10538696_0105,1
10544332,110980-01_10538696_0103,1
10544332,110980-01_10538696_0102,1
10544332,110980-01_10538689_0110,1
10544332,110980-01_10538689_0109,1
10544332,110980-01_10538689_0107,1
10544332,110980-01_10538689_0102,1
10544332,110980-01_10538689_0101,1
10544332,110980-01_10532187_0705,1
10544332,110980-01_10532187_0702,1
10544332,110980-01_10532187_0701,1
10544332,110980-01_10532187_0700,1
10544332,110980-01_10520647_0704,1
10544332,110980-01_10538701_0102,1
10544332,110980-01_10520647_0703,1
10544332,110980-01_10292469_0704,1
10544332,110980-01_10542317_0111,1
10544332,110980-01_10554661_0104,1
10544332,110980-01_10554661_0102,1
10544332,110980-01_10553198_0106,1
10544332,110980-01_10553198_0104,1
10544332,110980-01_10553198_0102,1
10544332,110980-01_10553198_0101,1
10544332,110980-01_10552205_0106,1
10544332,110980-01_10552205_0104,1
10544332,110980-01_10552205_0102,1
10544332,110980-01_10552205_0101,1
10544332,110980-01_10552174_0106,1
10544332,110980-01_10552174_0104,1
10544332,110980-01_10552174_0102,1
10544332,110980-01_10552174_0101,1
10544332,110980-01_10543582_0102,1
10544332,110980-01_10543582_0101,1
10544332,110980-01_10542317_0116,1
10544332,110980-01_10542317_0114,1
10544332,110980-01_10542317_0112,1
10544332,110980-01_10538701_0106,1
10544332,110980-01_10520647_0701,1
10544332,110980-01_10538701_0104,1
10544332,110980-01_10515486_0706,1
10544332,110980-01_10506917_0700,1
10544332,110980-01_10506916_0704,1
10544332,110980-01_10506916_0703,1
10544332,110980-01_10506916_0701,1
10544332,110980-01_10506916_0700,1
10544332,110980-01_10506910_0706,1
10544332,110980-01_10506910_0703,1
10544332,110980-01_10506910_0701,1
10544332,110980-01_10520647_0700,1
10544332,110980-01_10506910_0700,1
10544332,110980-01_10505776_0703,1
10544332,110980-01_10505776_0701,1
10544332,110980-01_10505776_0700,1
10544332,110980-01_10301997_0704,1
10544332,110980-01_10301997_0703,1
10544332,110980-01_10301997_0701,1
10544332,110980-01_10301997_0700,1
10544332,110980-01_10292471_0710,1
10544332,110980-01_10505776_0704,1
10544332,110980-01_10292471_0709,1
10544332,110980-01_10506917_0701,1
10544332,110980-01_10506917_0704,1
10544332,110980-01_10515486_0705,1
10544332,110980-01_10511512_0705,1
10544332,110980-01_10511512_0702,1
10544332,110980-01_10511512_0701,1
10544332,110980-01_10511512_0700,1
10544332,110980-01_10511301_0706,1
10544332,110980-01_10511301_0704,1
10544332,110980-01_10511301_0703,1
10544332,110980-01_10506917_0703,1
10544332,110980-01_10511301_0702,1
10544332,110980-01_10511194_0704,1
10544332,110980-01_10511194_0703,1
10544332,110980-01_10511194_0701,1
10544332,110980-01_10511194_0700,1
10544332,110980-01_10510486_0704,1
10544332,110980-01_10510486_0702,1
10544332,110980-01_10510486_0701,1
10544332,110980-01_10510486_0700,1
10544332,110980-01_10292471_0704,1
10544362,111040-01_10085796_0900,1
10544362,111040-01_10962482_0200,1
10544362,124270-01_10962482_0100,1
10544367,123410-15_10009946_0200,1
10544367,123410-15_10319342_0200,1
10544367,124270-01_10928117_0100,1
10544374,124270-01_10544173_0100,1
10544374,124270-01_10592505_0200,1
10544374,124600-08_10544173_0600,1
10544377,124930-13_10097919_131D,1
10544377,124930-13_10097919_131C,1
10544377,124930-13_10097919_131B,1
10544377,124930-13_10097919_131A,1
10544377,124930-13_10097919_130D,1
10544377,124930-13_10097919_130B,1
10544377,124930-13_10097919_130A,1
10544377,124930-05_10885216_0500,1
10544377,111600-05_10008124_0600,1
10544377,124930-13_10097919_130C,1
10544529,124870-04_10013360_0500,1
10544630,111570-03_10000574_0200,1
10544630,111610-01_10598137_0100,1
10544644,124270-01_10915474_0200,1
10544648,135150-12_10080689_0300,1
10544691,111260-02_10515527_0500,1
10544691,111260-02_10515527_0530,1
10544691,111260-02_10515527_0520,1
10544691,111260-02_10234062_0520,1
10544691,111260-02_10212140_0500,1
10544691,111260-02_10234062_0500,1
10544691,111260-02_10212140_0520,1
10544691,111260-02_10212140_0510,1
10544691,111260-02_10542880_0600,1
10544691,111260-02_10234062_0510,1
10544691,111260-02_10542880_0700,1
10544691,111260-11_10542880_0600,1
10544691,111260-02_11019881_0100,1
10544691,111260-11_10063694_0500,1
10544691,111260-11_10096123_0500,1
10544691,111260-11_10096123_0600,1
10544691,111260-11_10263637_0500,1
10544691,111260-11_10263637_0600,1
10544691,111260-11_10739817_0500,1
10544691,111260-11_10739817_0600,1
10544691,111260-11_10739817_0800,1
10544691,111260-11_11019881_0100,1
10544691,111260-02_10201117_0520,1
10544691,111230-06_10957089_0300,1
10544691,111260-02_10201117_0500,1
10544691,111260-02_10201117_0510,1
10544691,111220-05_10017830_0500,1
10544691,111230-06_10063694_0600,1
10544691,111230-06_10263637_0100,1
10544691,111230-06_10542880_0200,1
10544691,111230-06_10542880_0300,1
10544691,111230-06_10739817_0300,1
10544691,111230-06_10814907_0100,1
10544691,111230-06_10814907_0200,1
10544691,111230-06_10839115_1111,1
10544691,111230-06_10739817_0200,1
10544691,111230-06_10991906_1111,1
10544691,111230-06_10963671_0300,1
10544691,111260-01_10739817_0100,1
10544691,111260-01_10542880_0400,1
10544691,111230-06_11041537_1111,1
10544691,111260-01_10963671_0100,1
10544691,111230-06_11019881_1111,1
10544691,111230-06_11001837_1111,1
10544691,111230-06_10991907_1111,1
10544691,111230-06_10991906_0300,1
10544692,111260-01_10211274_0300,1
10544692,111260-11_10831370_0300,1
10544692,111260-02_10709136_0600,1
10544692,111260-02_10709136_0300,1
10544692,111260-02_10537599_0400,1
10544692,111260-02_10537599_0300,1
10544692,111260-01_10831370_0200,1
10544692,111260-01_10537599_0500,1
10544692,111230-06_11038103_1111,1
10544692,111230-06_10903414_0300,1
10544692,111230-06_10903414_0400,1
10544692,111230-06_10970539_0200,1
10544692,111230-06_10211274_0200,1
10544692,111230-06_10211279_0100,1
10544692,111230-06_10211279_0200,1
10544692,111230-06_10211274_0100,1
10544692,111230-06_10520925_0200,1
10544692,111230-06_10850437_1111,1
10544692,111230-06_10520925_0100,1
10545566,123530-05_10883963_0800,1
10545566,123020-84_11002431_0700,1
10545566,123530-04_10097432_0800,1
10545566,123530-05_10715100_0800,1
10545566,123530-05_10715100_0801,1
10545566,123020-84_11002430_0700,1
10545566,123530-05_10715100_0802,1
10545566,123530-05_10883963_0801,1
10545566,123530-05_10966140_0101,1
10545566,123530-05_10933405_0800,1
10545566,123530-05_10966140_0100,1
10545566,123530-05_11000314_0100,1
10545566,123680-05_11020316_0100,1
10545566,136060-10_10234734_0200,1
10545566,136060-10_10078236_0500,1
10545566,111580-07_10951590_0200,1
10545566,123530-05_10883963_0802,1
10545566,111580-07_10242647_0100,1
10545566,111560-04_10298709_0100,1
10545566,111580-07_10200423_0200,1
10545566,111580-07_10242642_0100,1
10545566,111190-01_10018741_0101,1
10545566,111190-01_10018741_0106,1
10545566,111190-01_10936188_0100,1
10545566,111190-01_10998936_0100,1
10545566,111190-03_10018741_0201,1
10545566,111190-03_10018741_0202,1
10545566,111190-03_10559447_0300,1
10545566,111190-01_10018741_0111,1
10545566,111190-03_10596860_0300,1
10545566,111560-04_10211620_0100,1
10545566,111580-07_10089444_0300,1
10545566,111580-04_10083799_0400,1
10545566,111580-07_10017619_0200,1
10545566,111190-03_10585451_0301,1
10545566,111580-07_10060693_0100,1
10545566,111580-07_10083829_0200,1
10545920,124860-05_10928962_0200,1
10547410,134130-35_10558474_1500,1
10547410,134130-05_10609381_1400,1
10551695,111190-01_11010454_0102,1
10551695,111190-01_10873562_0102,1
10551695,111190-01_10873562_0101,1
10551695,111190-03_11038797_0300,1
10551695,111190-01_10926141_0100,1
10551695,111190-01_10956034_0100,1
10551695,111190-01_10956034_0101,1
10551695,111190-01_10956034_0102,1
10551695,111190-01_11010454_0100,1
10551695,111190-01_11010454_0101,1
10551695,111190-03_10207115_0300,1
10551695,111190-03_10956034_0300,1
10551695,111190-03_10211496_0300,1
10551695,111190-03_10211496_0400,1
10551695,111190-03_10242357_0300,1
10551695,111190-03_10243084_0300,1
10551695,111190-03_10279822_0300,1
10551695,111190-03_10520695_0300,1
10551695,111190-03_10543759_0300,1
10551695,111190-03_10851994_0300,1
10551695,111190-03_11010454_0300,1
10551695,111190-01_10873562_0100,1
10551695,111190-03_10208253_0300,1
10551695,111190-01_10520695_0109,1
10551695,111190-01_10234497_0107,1
10551695,111190-01_10520695_0102,1
10551695,111190-01_10520695_0105,1
10551695,111190-01_10095046_0101,1
10551695,111190-01_10095046_0104,1
10551695,111190-01_10095046_0106,1
10551695,111190-01_10201630_0100,1
10551695,111190-01_10201630_0103,1
10551695,111190-01_10201630_0111,1
10551695,111190-01_10207115_0101,1
10551695,111190-01_10207115_0105,1
10551695,111190-01_10207142_0101,1
10551695,111190-01_10207142_0107,1
10551695,111190-01_10207115_0104,1
10551695,111190-01_10208253_0104,1
10551695,111190-01_10242357_0108,1
10551695,111190-01_10207142_0110,1
10551695,111190-01_10242357_0101,1
10551695,111190-01_10234497_0106,1
10551695,111190-01_10234497_0101,1
10551695,111190-01_10242357_0107,1
10551695,111190-01_10211496_0101,1
10551695,111190-01_10211496_0100,1
10551695,111190-01_10208253_0105,1
10551695,111190-01_10211496_0102,1
10552307,134130-04_10892741_0400,1
10552307,134130-05_11001706_0100,1
10552330,123540-10_10206753_0100,1
10552333,135120-08_10504249_0200,1
10552644,135100-07_10242411_0100,1
10552644,135100-07_10242411_0300,1
10552645,135150-17_11027322_0200,1
10552645,135150-17_10517804_0800,1
10552645,135150-15_10917883_0200,1
10552645,135150-02_11027322_0100,1
10552645,135150-02_10517804_0300,1
10552645,135150-06_10917883_0100,1
10552792,135150-16_10219171_0800,1
10552964,111180-05_10088931_0200,1
10553861,151390-01_10553862_0200,1
10553861,151390-01_10553862_0800,1
10553861,151390-01_10553863_0200,1
10553861,151390-01_10978157_0800,1
10553862,124270-02_10706902_0100,1
10553862,124270-01_10963394_0100,1
10553862,124270-01_10983324_0100,1
10553862,124270-01_10984407_0100,1
10553862,124270-01_11001150_0100,1
10553862,124270-01_11040331_0100,1
10553862,124270-01_11007013_0100,1
10553862,124270-01_11033597_0100,1
10553862,124270-01_10934834_0100,1
10553862,124270-02_10592492_0100,1
10553862,124270-01_11002955_0100,1
10553862,124270-01_10928117_0100,1
10553862,124270-01_10736637_0100,1
10553862,124270-01_10838703_0100,1
10553862,124270-01_10837936_0100,1
10553862,124270-01_10759168_0100,1
10553862,124270-01_10704066_0100,1
10553862,124270-01_10592502_0100,1
10553862,124270-01_10700537_0200,1
10553862,124270-01_10607486_0200,1
10553862,124270-01_10606744_0400,1
10553862,124270-01_10592509_0100,1
10553862,124270-01_10592504_0100,1
10553862,124270-01_10915474_0200,1
10553862,124270-02_10710137_0100,1
10553862,111040-01_10002153_0500,1
10553862,124270-02_10781412_0100,1
10553862,124270-01_10592500_0100,1
10553862,111040-01_10086660_0800,1
10553862,111040-01_10002211_0500,1
10553862,111040-01_10002211_0400,1
10553862,111040-01_10002153_0400,1
10553862,111040-01_10001590_0900,1
10553862,162500-02_10297600_0400,1
10553862,162500-01_10297600_0100,1
10553862,162430-02_10072807_0200,1
10553862,162430-01_10072807_0100,1
10553862,162140-01_10564653_0100,1
10553862,124270-02_10714440_0100,1
10553862,136040-13_10084925_0300,1
10553862,135090-09_10238181_0100,1
10553862,135090-09_10238180_0100,1
10553862,135090-09_10207688_0200,1
10553862,135090-09_10206768_0200,1
10553862,135090-09_10204863_0200,1
10553862,124600-08_10544173_0600,1
10553862,124600-08_10544173_0200,1
10553862,124500-02_10019348_0300,1
10553862,124500-02_10014357_0200,1
10553862,124270-02_10968116_0100,1
10553862,124270-02_10810516_0100,1
10553862,135090-09_10704791_0100,1
10553862,124270-01_10592487_0100,1
10553862,124270-01_10592450_0100,1
10553862,124270-01_10592481_0100,1
10553862,124260-01_10003313_0300,1
10553862,124260-01_10002256_0100,1
10553862,123560-01_10205504_0200,1
10553862,123560-01_10083708_0100,1
10553862,123560-01_10076850_0100,1
10553862,123560-01_10076235_0100,1
10553862,123560-01_10002237_1000,1
10553862,123560-01_10002174_0100,1
10553862,123560-01_10002128_0100,1
10553862,123540-06_10097740_0200,1
10553862,123540-06_10063677_0200,1
10553862,124260-01_10075869_0100,1
10553862,123540-06_10002178_0200,1
10553862,123290-02_10075343_0200,1
10553862,123080-07_10015691_0700,1
10553862,111040-05_10003340_0500,1
10553862,111040-05_10002258_0500,1
10553862,111040-05_10002177_0200,1
10553862,111040-04_10086660_0600,1
10553862,111040-04_10086660_0300,1
10553862,111040-04_10002211_0300,1
10553862,111040-04_10002211_0100,1
10553862,111040-04_10002153_0300,1
10553862,111040-04_10002153_0100,1
10553862,123540-06_10000708_0200,1
10553862,124260-01_10077801_0100,1
10553862,124270-01_10592486_0100,1
10553862,124260-01_10081062_0200,1
10553862,124270-01_10592460_0100,1
10553862,124270-01_10592458_0100,1
10553862,124270-01_10592454_0100,1
10553862,124260-01_10077801_0200,1
10553862,124270-01_10591579_0100,1
10553862,124270-01_10591562_0100,1
10553862,124270-01_10591561_0200,1
10553862,124270-01_10591561_0100,1
10553862,124270-01_10591556_0100,1
10553862,124270-01_10591551_0100,1
10553862,124270-01_10591541_0100,1
10553862,124270-01_10591582_0100,1
10553862,124270-01_10591535_0100,1
10553862,124270-01_10591539_0100,1
10553862,124260-01_10095915_0100,1
10553862,124260-01_10933769_0100,1
10553862,124260-01_10933769_0200,1
10553862,124260-14_10002244_0200,1
10553862,124260-06_10544185_0400,1
10553862,124260-14_10006386_0100,1
10553862,124270-01_10204515_0100,1
10553862,124270-01_10543981_0200,1
10553862,124270-01_10544173_0100,1
10553862,124260-14_10006356_0100,1
10553863,162010-08_10908079_0100,1
10553863,162010-02_10554239_0200,1
10553863,162010-03_10554241_0200,1
10553863,162010-03_10554240_0200,1
10553863,151190-01_10587624_0800,1
10553863,123080-09_10702798_0100,1
10553863,151190-01_10553867_0800,1
10553863,151190-01_10553867_0100,1
10553863,140040-10_10235355_0100,1
10553863,111360-01_10564628_1000,1
10553863,151190-01_10567937_0100,1
10553865,151190-01_10587624_0800,1
10553865,162140-01_10564653_0100,1
10553865,151540-01_10544278_0100,1
10553865,151540-01_10002247_0110,1
10553865,151190-01_10553867_0800,1
10553865,151140-01_10004837_0100,1
10553865,151140-01_10002173_0300,1
10553865,140040-13_10006244_0500,1
10553865,140040-12_10072875_0200,1
10553865,123080-07_10015691_0700,1
10553865,151190-01_10553867_0100,1
10553866,151390-01_10553863_0200,1
10553867,111230-06_11022520_1111,1
10553867,111230-06_10992173_0100,1
10553867,111230-06_10992173_0200,1
10553867,111230-06_10994393_0100,1
10553867,111230-06_10994393_0200,1
10553867,111230-06_10996525_0300,1
10553867,111230-06_10996525_0400,1
10553867,111230-06_11010065_0200,1
10553867,111230-06_11001837_1111,1
10553867,111230-06_10991907_1111,1
10553867,111230-06_11010065_0300,1
10553867,111230-06_11010808_1111,1
10553867,111230-06_11017634_1111,1
10553867,111230-06_11017665_1111,1
10553867,111230-06_11001698_1111,1
10553867,111230-06_10991906_1111,1
10553867,111230-06_10975650_0300,1
10553867,111230-06_10981341_1111,1
10553867,111230-06_10975650_0200,1
10553867,111230-06_10975622_1111,1
10553867,111230-06_10963671_0300,1
10553867,111230-06_10957089_0300,1
10553867,111230-06_10949376_1111,1
10553867,111230-06_10934610_0300,1
10553867,111230-06_10934610_0200,1
10553867,111230-06_10933957_0200,1
10553867,111230-06_10933957_0100,1
10553867,111230-06_10923977_0100,1
10553867,111230-06_10921182_1111,1
10553867,111230-06_10909676_0300,1
10553867,111230-06_10882870_0300,1
10553867,111230-06_10984174_1111,1
10553867,111230-06_10999744_1111,1
10553867,124930-05_10544098_0500,1
10553867,111230-06_11036843_1111,1
10553867,124930-05_10073129_0500,1
10553867,124930-05_10201554_0500,1
10553867,124930-05_10503069_0502,1
10553867,111230-06_10882870_0100,1
10553867,134130-01_10233971_1300,1
10553867,134130-02_10234041_1400,1
10553867,123680-18_10514596_0400,1
10553867,134130-02_10317189_1400,1
10553867,134130-08_10242574_1400,1
10553867,134130-08_10558998_1400,1
10553867,134130-08_10575970_1500,1
10553867,135090-16_10886281_0100,1
10553867,136040-19_10209463_0100,1
10553867,136040-19_10557732_0100,1
10553867,134130-05_10715495_1400,1
10553867,111230-06_10999744_0100,1
10553867,123680-05_10544920_0100,1
10553867,123520-17_10938051_0100,1
10553867,111230-06_11038708_1111,1
10553867,111230-06_10991906_0300,1
10553867,123410-15_10000533_0100,1
10553867,123410-15_10000533_0110,1
10553867,123410-15_10007045_0200,1
10553867,123410-15_10013914_0100,1
10553867,123540-05_10730297_0100,1
10553867,123410-15_10061700_0200,1
10553867,123410-15_10205764_0200,1
10553867,123510-02_10019448_1000,1
10553867,123510-05_10016154_1000,1
10553867,123520-15_10082372_0500,1
10553867,123520-15_10598122_0100,1
10553867,123520-15_10908526_0100,1
10553867,123410-15_10061700_0210,1
10553867,111230-06_10873936_0400,1
10553867,111230-06_10537771_0200,1
10553867,111230-06_10827345_0300,1
10553867,111230-06_10014827_0100,1
10553867,111230-06_10008111_0200,1
10553867,111230-06_10008111_0100,1
10553867,111230-06_10007932_0200,1
10553867,111230-06_10007932_0100,1
10553867,111190-01_10234216_0101,1
10553867,100680-10_10203376_0210,1
10553867,100660-01_11025444_0110,1
10553867,111230-06_10827345_0400,1
10553867,100660-01_10007079_0320,1
10553867,100660-01_10007079_0310,1
10553867,100650-01_11039021_0100,1
10553867,100650-01_10852524_0120,1
10553867,100650-01_10852524_0110,1
10553867,100650-01_10584579_0120,1
10553867,100650-01_10584579_0110,1
10553867,100650-01_10201647_0200,1
10553867,100600-01_10013791_0410,1
10553867,100600-01_10206313_0210,1
10553867,100600-01_10928131_0210,1
10553867,100600-01_10936376_0210,1
10553867,100600-01_10965631_0110,1
10553867,100600-01_11009387_0110,1
10553867,111230-06_10014827_0200,1
10553867,100620-01_10001916_0210,1
10553867,100620-01_10018821_0210,1
10553867,100620-01_10812057_0110,1
10553867,100630-10_10013791_0310,1
10553867,100630-10_10936376_0110,1
10553867,100650-01_10006099_0210,1
10553867,100650-01_10006099_0220,1
10553867,100620-01_10005510_0210,1
10553867,111230-06_10063713_0100,1
10553867,100660-01_10936929_0110,1
10553867,111230-06_10064402_0100,1
10553867,111230-06_10814907_0200,1
10553867,111230-06_10814907_0100,1
10553867,111230-06_10713748_0200,1
10553867,111230-06_10713748_0100,1
10553867,111230-06_10063713_0200,1
10553867,111230-06_10703850_0300,1
10553867,111230-06_10603731_0400,1
10553867,111230-06_10603731_0300,1
10553867,111230-06_10603449_0300,1
10553867,111230-06_10603449_0100,1
10553867,111230-06_10537771_0100,1
10553867,111230-06_10211276_0200,1
10553867,111230-06_10211276_0100,1
10553867,111230-06_10211150_0200,1
10553867,111230-06_10211150_0100,1
10553867,111230-06_10703850_0400,1
10553867,111230-06_10210990_0100,1
10553867,111230-06_10066095_0100,1
10553867,111230-06_10066095_0200,1
10553867,111230-06_10070668_0100,1
10553867,111230-06_10070668_0200,1
10553867,111230-06_10087187_0200,1
10553867,111230-06_10088500_0100,1
10553867,111230-06_10064402_0200,1
10553867,111230-06_10088500_0200,1
10553867,111230-06_10201798_0200,1
10553867,111230-06_10210990_0200,1
10553867,111230-06_10204538_0100,1
10553867,111230-06_10204538_0200,1
10553867,111230-06_10207201_0100,1
10553867,111230-06_10207201_0200,1
10553867,111230-06_10201798_0100,1
10553868,151190-01_10567937_0100,1
10553868,151190-01_10587624_0800,1
10553868,151190-01_10553867_0100,1
10553868,151190-01_10553867_0800,1
10553921,151040-11_10003330_0202,1
10553921,151040-11_10206724_0100,1
10553956,123020-24_10567915_0800,1
10553958,123020-24_10567915_0800,1
10554009,100620-01_10704501_0110,1
10554009,100620-01_10847472_0110,1
10554018,123410-15_10323855_0200,1
10554106,162010-03_10554241_0200,1
10554106,162010-03_10554240_0200,1
10554227,134130-05_11010740_1300,1
10554239,162080-02_10558866_0100,1
10554239,162500-01_10297600_0100,1
10554240,124550-01_10555858_1000,1
10554240,162010-10_10579351_0400,1
10554241,162080-02_10844603_0100,1
10554241,162080-01_10558874_0100,1
10554241,162080-02_10558869_0100,1
10554241,162080-02_10579350_0100,1
10554241,162080-02_10579351_0100,1
10554266,135130-02_11027293_0100,1
10554266,135130-02_11027292_0100,1
10554266,135130-02_10073883_0100,1
10554266,135130-02_10560387_0100,1
10554464,123080-05_10019540_0300,1
10554464,123080-05_10066023_0100,1
10554464,123080-05_10069726_0100,1
10554464,123080-05_10076275_0100,1
10554480,124930-13_10001463_131C,1
10554480,124930-17_10001470_170A,1
10554480,124930-17_10000786_1710,1
10554480,124930-17_10000786_1700,1
10554480,124930-13_10206386_1310,1
10554480,124930-13_10206386_1300,1
10554480,124930-13_10089392_1300,1
10554480,124930-13_10096850_1300,1
10554480,124930-17_10001470_170B,1
10554480,124930-13_10086190_131B,1
10554480,124930-13_10086190_131A,1
10554480,124930-13_10096850_1310,1
10554480,124930-17_10001470_170C,1
10554480,124930-17_10001470_171C,1
10554480,124930-17_10001470_171B,1
10554480,124930-13_10086190_130B,1
10554480,124930-17_10013130_170A,1
10554480,124930-17_10013130_170B,1
10554480,124930-17_10013130_170C,1
10554480,124930-17_10016057_1700,1
10554480,124930-17_10016057_1710,1
10554480,124930-17_10016057_7000,1
10554480,124930-17_10016057_7010,1
10554480,124930-17_10019504_170A,1
10554480,124930-17_10019504_170B,1
10554480,124930-17_10001470_171A,1
10554480,124930-13_10086190_130A,1
10554480,124930-13_10069924_131C,1
10554480,124930-13_10071048_1300,1
10554480,124930-13_10010680_1300,1
10554480,124930-13_10010680_1310,1
10554480,124930-13_10016057_1300,1
10554480,124930-13_10016057_1310,1
10554480,124930-13_10061422_130A,1
10554480,124930-13_10061422_130B,1
10554480,124930-13_10061422_130C,1
10554480,124930-13_10061422_130D,1
10554480,124930-13_10061422_131A,1
10554480,124930-13_10061422_131B,1
10554480,124930-13_10061422_131C,1
10554480,124930-13_10061422_131D,1
10554480,124930-13_10071048_1310,1
10554480,124930-13_10069490_130A,1
10554480,124930-13_10069490_130C,1
10554480,124930-13_10069490_130D,1
10554480,124930-13_10069490_131A,1
10554480,124930-13_10069490_131B,1
10554480,124930-13_10069490_131C,1
10554480,124930-13_10069490_131D,1
10554480,124930-13_10069924_130A,1
10554480,124930-13_10069924_130B,1
10554480,124930-13_10069924_130C,1
10554480,124930-13_10069924_131A,1
10554480,124930-13_10069924_131B,1
10554480,124930-17_10019504_170C,1
10554480,124930-13_10069490_130B,1
10554480,124930-17_10064906_1700,1
10554480,124930-17_10073038_1710,1
10554480,124930-17_10073038_1700,1
10554480,124930-52_10611145_5201,1
10554480,124930-52_10612561_5201,1
10554480,124930-52_10919856_5201,1
10554480,124930-54_10081833_5400,1
10554480,124930-54_10081833_5410,1
10554480,124930-54_10089008_5400,1
10554480,124930-54_10089008_5410,1
10554480,124930-54_10089392_5400,1
10554480,124930-54_10586299_5400,1
10554480,124930-54_10586299_5410,1
10554480,124930-70_10000786_7000,1
10554480,124930-70_10007968_7000,1
10554480,124930-70_10007968_7010,1
10554480,124930-70_10063593_7000,1
10554480,124930-70_10063593_7010,1
10554480,124930-70_10071048_7000,1
10554480,124930-70_10071048_7010,1
10554480,124930-70_10084364_7000,1
10554480,124930-70_10084364_7010,1
10554480,124930-70_10208462_7000,1
10554480,124930-70_10208462_7010,1
10554480,124930-70_10586299_7000,1
10554480,124930-70_10586299_7010,1
10554480,124930-70_10910669_7000,1
10554480,124930-70_10910669_7010,1
10554480,124930-52_10584347_5201,1
10554480,124930-17_10064906_1710,1
10554480,124930-52_10582894_5201,1
10554480,124930-52_10081385_5200,1
10554480,124930-17_10076964_170A,1
10554480,124930-17_10076964_170B,1
10554480,124930-17_10076964_170C,1
10554480,124930-17_10076964_171A,1
10554480,124930-17_10076964_171B,1
10554480,124930-17_10076964_171C,1
10554480,124930-17_10079313_170A,1
10554480,124930-17_10079313_170B,1
10554480,124930-17_10086190_170A,1
10554480,124930-17_10086190_170B,1
10554480,124930-17_10086190_171A,1
10554480,124930-17_10086190_171B,1
10554480,124930-17_10089392_1700,1
10554480,124930-17_10206386_1700,1
10554480,124930-17_10206386_1710,1
10554480,124930-50_10016057_5000,1
10554480,124930-50_10016057_5010,1
10554480,124930-50_10071048_5000,1
10554480,124930-50_10071048_5010,1
